crossplane_x_mm,dose_gy_at_y_-130_mm,dose_gy_at_y_-125_mm,dose_gy_at_y_-120_mm,dose_gy_at_y_-115_mm,dose_gy_at_y_-110_mm,dose_gy_at_y_-105_mm,dose_gy_at_y_-100_mm,dose_gy_at_y_-95_mm,dose_gy_at_y_-90_mm,dose_gy_at_y_-85_mm,dose_gy_at_y_-80_mm,dose_gy_at_y_-75_mm,dose_gy_at_y_-70_mm,dose_gy_at_y_-65_mm,dose_gy_at_y_-60_mm,dose_gy_at_y_-55_mm,dose_gy_at_y_-50_mm,dose_gy_at_y_-45_mm,dose_gy_at_y_-40_mm,dose_gy_at_y_-35_mm,dose_gy_at_y_-30_mm,dose_gy_at_y_-25_mm,dose_gy_at_y_-20_mm,dose_gy_at_y_-15_mm,dose_gy_at_y_-10_mm,dose_gy_at_y_-5_mm,dose_gy_at_y_0_mm,dose_gy_at_y_5_mm,dose_gy_at_y_10_mm,dose_gy_at_y_15_mm,dose_gy_at_y_20_mm,dose_gy_at_y_25_mm,dose_gy_at_y_30_mm,dose_gy_at_y_35_mm,dose_gy_at_y_40_mm,dose_gy_at_y_45_mm,dose_gy_at_y_50_mm,dose_gy_at_y_55_mm,dose_gy_at_y_60_mm,dose_gy_at_y_65_mm,dose_gy_at_y_70_mm,dose_gy_at_y_75_mm,dose_gy_at_y_80_mm,dose_gy_at_y_85_mm,dose_gy_at_y_90_mm,dose_gy_at_y_95_mm,dose_gy_at_y_100_mm,dose_gy_at_y_105_mm,dose_gy_at_y_110_mm,dose_gy_at_y_115_mm,dose_gy_at_y_120_mm,dose_gy_at_y_125_mm,dose_gy_at_y_130_mm
-125,0.0014999,0.0015775,0.0017189,0.0018603,0.00202345,0.0021866,0.0022994,0.0024122,0.0026391,0.002866,0.00311275,0.0033595,0.00347185,0.0035842,0.00386475,0.0041453,0.0042606,0.0043759,0.00464075,0.0049056,0.0050949,0.0052842,0.00531995,0.0053557,0.00547665,0.0055976,0.00566335,0.0057291,0.005482,0.0052349,0.0052832,0.0053315,0.00508005,0.0048286,0.00461855,0.0044085,0.004387,0.0043655,0.00401735,0.0036692,0.0033613,0.0030534,0.00295865,0.0028639,0.0026951,0.0025263,0.00231535,0.0021044,0.0019307,0.001757,0.00162505,0.0014931,0.0016695
-120,0.0015735,0.001652,0.0017305,0.00190875,0.002087,0.0022455,0.002404,0.0025525,0.002701,0.0028898,0.0030786,0.0033442,0.0036098,0.0038309,0.004052,0.00425775,0.0044635,0.0046759,0.0048883,0.0050786,0.0052689,0.00543965,0.0056104,0.0058128,0.0060152,0.00602705,0.0060389,0.0059447,0.0058505,0.0058252,0.0057999,0.00548595,0.005172,0.0050615,0.004951,0.0049442,0.0049374,0.00440445,0.0038715,0.00375875,0.003646,0.00334195,0.0030379,0.0028036,0.0025693,0.00250225,0.0024352,0.00219375,0.0019523,0.0017385,0.0015247,0.00165015,0.0017756
-115,0.00160765,0.0018016,0.0019286,0.0020556,0.00223295,0.0024103,0.00254645,0.0026826,0.0029472,0.0032118,0.00334015,0.0034685,0.00376335,0.0040582,0.00436175,0.0046653,0.004832,0.0049987,0.00523,0.0054613,0.00567375,0.0058862,0.0059241,0.005962,0.00629545,0.0066289,0.00667575,0.0067226,0.0065028,0.006283,0.006168,0.006053,0.0057592,0.0054654,0.00533035,0.0051953,0.00494005,0.0046848,0.00440775,0.0041307,0.0038896,0.0036485,0.00347075,0.003293,0.00286215,0.0024313,0.0022856,0.0021399,0.00197135,0.0018028,0.0016203,0.0014378,0.0016057
-110,0.0016418,0.00177895,0.0019161,0.0021248,0.0023335,0.0025569,0.0027803,0.0028641,0.0029479,0.00325475,0.0035616,0.0039095,0.0042574,0.0044,0.0045426,0.00481585,0.0050891,0.0054449,0.0058007,0.0058844,0.0059681,0.00632295,0.0066778,0.00675045,0.0068231,0.0069233,0.0070235,0.0070822,0.0071409,0.0068177,0.0064945,0.0063811,0.0062677,0.0060733,0.0058789,0.0055263,0.0051737,0.00495,0.0047263,0.0044295,0.0041327,0.00386045,0.0035882,0.0033177,0.0030472,0.0026293,0.0022114,0.00224255,0.0022737,0.00215445,0.0020352,0.0017355,0.0014358
-105,0.00167125,0.0018797,0.00198495,0.0020902,0.0022225,0.0023548,0.00266095,0.0029671,0.00328385,0.0036006,0.0038254,0.0040502,0.0044335,0.0048168,0.0050735,0.0053302,0.00572695,0.0061237,0.0063044,0.0064851,0.00662545,0.0067658,0.00704095,0.0073161,0.0073827,0.0074493,0.00757145,0.0076936,0.0075043,0.007315,0.0069648,0.0066146,0.00651085,0.0064071,0.0061029,0.0057987,0.0054773,0.0051559,0.00494975,0.0047436,0.00428365,0.0038237,0.0036897,0.0035557,0.00317095,0.0027862,0.0025895,0.0023928,0.00220015,0.0020075,0.001902,0.0017965,0.0015568
-100,0.0017007,0.00195865,0.0022166,0.0022777,0.0023388,0.002598,0.0028572,0.0031429,0.0034286,0.0037484,0.0040682,0.00442705,0.0047859,0.0051786,0.0055713,0.0058213,0.0060713,0.006456,0.0068407,0.00701905,0.0071974,0.0074208,0.0076442,0.00794355,0.0082429,0.0081641,0.0080853,0.00811565,0.008146,0.00798575,0.0078255,0.00748145,0.0071374,0.0068947,0.006652,0.00629745,0.0059429,0.00553905,0.0051352,0.0049436,0.004752,0.0043423,0.0039326,0.00366915,0.0034057,0.0031079,0.0028101,0.0025183,0.0022265,0.00217965,0.0021328,0.0019053,0.0016778
-95,0.00180675,0.0020201,0.0022638,0.0025075,0.0025098,0.0025121,0.00292885,0.0033456,0.0036414,0.0039372,0.00436695,0.0047967,0.00523195,0.0056672,0.00600785,0.0063485,0.0067353,0.0071221,0.00746635,0.0078106,0.00805025,0.0082899,0.00849055,0.0086912,0.00866385,0.0086365,0.00866845,0.0087004,0.0087252,0.00875,0.00837185,0.0079937,0.0076698,0.0073459,0.00710735,0.0068688,0.00643745,0.0060061,0.00567055,0.005335,0.00499665,0.0046583,0.00416315,0.003668,0.00351875,0.0033695,0.0029732,0.0025769,0.00243635,0.0022958,0.0021357,0.0019756,0.001752
-90,0.0019128,0.00211395,0.0023151,0.00229225,0.0022694,0.0026652,0.003061,0.0033722,0.0036834,0.00413025,0.0045771,0.00497355,0.00537,0.00600385,0.0066377,0.00708005,0.0075224,0.00777495,0.0080275,0.0084921,0.0089567,0.00911765,0.0092786,0.00943365,0.0095887,0.0096449,0.0097011,0.0096062,0.0095113,0.0092841,0.0090569,0.0087759,0.0084949,0.00825015,0.0080054,0.007499,0.0069926,0.0065441,0.0060956,0.00580775,0.0055199,0.00501355,0.0045072,0.0039186,0.00333,0.00319665,0.0030633,0.0027777,0.0024921,0.00218735,0.0018826,0.0018544,0.0018262
-85,0.00191345,0.0021066,0.0022104,0.0023142,0.00268165,0.0030491,0.00340265,0.0037562,0.0040257,0.0042952,0.0049015,0.0055078,0.00617165,0.0068355,0.00732745,0.0078194,0.00841275,0.0090061,0.00940475,0.0098034,0.0098587,0.009914,0.0101975,0.010481,0.0106835,0.010886,0.010839,0.010792,0.0106485,0.010505,0.01017115,0.0098373,0.00950985,0.0091824,0.00867685,0.0081713,0.007734,0.0072967,0.00681045,0.0063242,0.005608,0.0048918,0.0044695,0.0040472,0.00388145,0.0037157,0.0032779,0.0028401,0.00258075,0.0023214,0.0023106,0.0022998,0.0018435
-80,0.0019141,0.00212,0.0023259,0.002719,0.0031121,0.0033014,0.0034907,0.00400275,0.0045148,0.0048242,0.0051336,0.0062731,0.0074126,0.00814745,0.0088823,0.0093782,0.0098741,0.01046905,0.011064,0.011274,0.011484,0.01178,0.012076,0.012366,0.012656,0.0126325,0.012609,0.0125435,0.012478,0.0122635,0.012049,0.0116795,0.01131,0.010789,0.010268,0.0097829,0.0092978,0.00864625,0.0079947,0.00729285,0.006591,0.005851,0.005111,0.00461815,0.0041253,0.0036855,0.0032457,0.0030765,0.0029073,0.0026278,0.0023483,0.00210455,0.0018608
