metric,mcc,csv_aligned_or_width,csv_minus_mcc
normalization_position_mm,-24.96387019495046,-24.96387019495046,0.0
normalization_dose_gy,1.9011349050418662,1.97457918860559,0.07344428356372368
peak_position_mm,-20.0,-15.208987265347657,4.791012734652343
peak_relative_dose,1.0061358586006695,1.0055027258750928,-0.000633132725576635
fwhm_mm,54.03997257636676,52.27920446285515,-1.7607681135116096
left_50_mm,-52.8940480504043,-52.47693217470255,0.4171158757017537
right_50_mm,1.14592452596246,-0.1977277118473968,-1.3436522378098568
left_penumbra_mm,12.35597522775312,11.534752028997971,-0.821223198755149
right_penumbra_mm,7.959974115479218,6.582349695592825,-1.3776244198863932
flatness_percent,7.413906866392446,12.6763647738076,5.262457907415155
symmetry_percent,11.545105031193392,11.634124759059594,0.08901972786620149
