Depth [mm],Dose [Gy],PDD [%]
0,0.7384961436,50.0339659
0.09523809524,0.7915936569,53.63138369
0.1904761905,0.8446911701,57.22880148
0.2857142857,0.8977886834,60.82621928
0.380952381,0.9508861966,64.42363707
0.4761904762,1.00398371,68.02105486
0.5714285714,1.057081223,71.61847265
0.6666666667,1.110178736,75.21589045
0.7619047619,1.119090419,75.81966722
0.8571428571,1.123541196,76.12121249
0.9523809524,1.127991973,76.42275775
1.047619048,1.132442749,76.72430302
1.142857143,1.136893526,77.02584828
1.238095238,1.141344303,77.32739354
1.333333333,1.14579508,77.62893881
1.428571429,1.150245857,77.93048407
1.523809524,1.154696633,78.23202934
1.619047619,1.15914741,78.5335746
1.714285714,1.163598187,78.83511987
1.80952381,1.168048964,79.13666513
1.904761905,1.172499741,79.43821039
2,1.176950517,79.73975566
2.095238095,1.181401294,80.04130092
2.19047619,1.185852071,80.34284619
2.285714286,1.190302848,80.64439145
2.380952381,1.194753625,80.94593672
2.476190476,1.199204401,81.24748198
2.571428571,1.203655178,81.54902724
2.666666667,1.208105955,81.85057251
2.761904762,1.211161477,82.05758767
2.857142857,1.214076138,82.25505927
2.952380952,1.216990798,82.45253087
3.047619048,1.219905458,82.65000248
3.142857143,1.222820119,82.84747408
3.238095238,1.225734779,83.04494569
3.333333333,1.228649439,83.24241729
3.428571429,1.2315641,83.43988889
3.523809524,1.23447876,83.6373605
3.619047619,1.237393421,83.8348321
3.714285714,1.240308081,84.0323037
3.80952381,1.243222741,84.22977531
3.904761905,1.246137402,84.42724691
4,1.249052062,84.62471852
4.095238095,1.251966722,84.82219012
4.19047619,1.254881383,85.01966172
4.285714286,1.257796043,85.21713333
4.380952381,1.260710704,85.41460493
4.476190476,1.263625364,85.61207653
4.571428571,1.266540024,85.80954814
4.666666667,1.269454685,86.00701974
4.761904762,1.272746607,86.2300513
4.857142857,1.276076618,86.45566334
4.952380952,1.279406628,86.68127537
5.047619048,1.282736638,86.90688741
5.142857143,1.286066648,87.13249945
5.238095238,1.289396659,87.35811148
5.333333333,1.292726669,87.58372352
5.428571429,1.296056679,87.80933556
5.523809524,1.299386689,88.03494759
5.619047619,1.3027167,88.26055963
5.714285714,1.30604671,88.48617166
5.80952381,1.30937672,88.7117837
5.904761905,1.31270673,88.93739574
6,1.316036741,89.16300777
6.095238095,1.319366751,89.38861981
6.19047619,1.322696761,89.61423185
6.285714286,1.326026771,89.83984388
6.380952381,1.329356782,90.06545592
6.476190476,1.332686792,90.29106796
6.571428571,1.336016802,90.51667999
6.666666667,1.339346812,90.74229203
6.761904762,1.342311976,90.94318529
6.857142857,1.345240306,91.141583
6.952380952,1.348168635,91.33998071
7.047619048,1.351096965,91.53837841
7.142857143,1.354025294,91.73677612
7.238095238,1.356953624,91.93517383
7.333333333,1.359881953,92.13357154
7.428571429,1.362810283,92.33196924
7.523809524,1.365738613,92.53036695
7.619047619,1.368666942,92.72876466
7.714285714,1.371595272,92.92716237
7.80952381,1.374523601,93.12556007
7.904761905,1.377451931,93.32395778
8,1.38038026,93.52235549
8.095238095,1.38330859,93.7207532
8.19047619,1.38623692,93.91915091
8.285714286,1.389165249,94.11754861
8.380952381,1.392093579,94.31594632
8.476190476,1.395021908,94.51434403
8.571428571,1.397950238,94.71274174
8.666666667,1.400878567,94.91113944
8.761904762,1.403321804,95.07667151
8.857142857,1.405716066,95.23888554
8.952380952,1.408110328,95.40109956
9.047619048,1.41050459,95.56331359
9.142857143,1.412898852,95.72552762
9.238095238,1.415293114,95.88774164
9.333333333,1.417687377,96.04995567
9.428571429,1.420081639,96.2121697
9.523809524,1.422475901,96.37438372
9.619047619,1.424870163,96.53659775
9.714285714,1.427264425,96.69881177
9.80952381,1.429658688,96.8610258
9.904761905,1.43205295,97.02323983
10,1.434447212,97.18545385
10.0952381,1.436841474,97.34766788
10.19047619,1.439235736,97.5098819
10.28571429,1.441629999,97.67209593
10.38095238,1.444024261,97.83430996
10.47619048,1.446418523,97.99652398
10.57142857,1.448812785,98.15873801
10.66666667,1.451207047,98.32095203
10.76190476,1.45249367,98.40812219
10.85714286,1.453668467,98.48771608
10.95238095,1.454843265,98.56730997
11.04761905,1.456018062,98.64690386
11.14285714,1.45719286,98.72649775
11.23809524,1.458367658,98.80609164
11.33333333,1.459542455,98.88568553
11.42857143,1.460717253,98.96527942
11.52380952,1.46189205,99.04487331
11.61904762,1.463066848,99.1244672
11.71428571,1.464241645,99.2040611
11.80952381,1.465416443,99.28365499
11.9047619,1.466591241,99.36324888
12,1.467766038,99.44284277
12.0952381,1.468940836,99.52243666
12.19047619,1.470115633,99.60203055
12.28571429,1.471290431,99.68162444
12.38095238,1.472465228,99.76121833
12.47619048,1.473640026,99.84081222
12.57142857,1.474814823,99.92040611
12.66666667,1.475989621,100
12.76190476,1.474873863,99.92440608
12.85714286,1.473526855,99.83314474
12.95238095,1.472179847,99.7418834
13.04761905,1.470832839,99.65062206
13.14285714,1.469485831,99.55936072
13.23809524,1.468138823,99.46809938
13.33333333,1.466791815,99.37683804
13.42857143,1.465444807,99.28557669
13.52380952,1.464097799,99.19431535
13.61904762,1.462750791,99.10305401
13.71428571,1.461403783,99.01179267
13.80952381,1.460056775,98.92053133
13.9047619,1.458709768,98.82926999
14,1.45736276,98.73800865
14.0952381,1.456015752,98.64674731
14.19047619,1.454668744,98.55548597
14.28571429,1.453321736,98.46422462
14.38095238,1.451974728,98.37296328
14.47619048,1.45062772,98.28170194
14.57142857,1.449280712,98.1904406
14.66666667,1.447933704,98.09917926
14.76190476,1.444425283,97.86147971
14.85714286,1.440698651,97.60899608
14.95238095,1.436972019,97.35651244
15.04761905,1.433245387,97.10402881
15.14285714,1.429518755,96.85154517
15.23809524,1.425792122,96.59906154
15.33333333,1.42206549,96.34657791
15.42857143,1.418338858,96.09409427
15.52380952,1.414612226,95.84161064
15.61904762,1.410885593,95.589127
15.71428571,1.407158961,95.33664337
15.80952381,1.403432329,95.08415974
15.9047619,1.399705697,94.8316761
16,1.395979064,94.57919247
16.0952381,1.392252432,94.32670883
16.19047619,1.3885258,94.0742252
16.28571429,1.384799168,93.82174157
16.38095238,1.381072536,93.56925793
16.47619048,1.377345903,93.3167743
16.57142857,1.373619271,93.06429066
16.66666667,1.369892639,92.81180703
16.76190476,1.36382393,92.40064502
16.85714286,1.357518771,91.97346319
16.95238095,1.351213611,91.54628136
17.04761905,1.344908452,91.11909953
17.14285714,1.338603292,90.69191769
17.23809524,1.332298133,90.26473586
17.33333333,1.325992973,89.83755403
17.42857143,1.319687814,89.4103722
17.52380952,1.313382654,88.98319037
17.61904762,1.307077495,88.55600853
17.71428571,1.300772335,88.1288267
17.80952381,1.294467176,87.70164487
17.9047619,1.288162016,87.27446304
18,1.281856857,86.8472812
18.0952381,1.275551697,86.42009937
18.19047619,1.269246538,85.99291754
18.28571429,1.262941378,85.56573571
18.38095238,1.256636219,85.13855388
18.47619048,1.250331059,84.71137204
18.57142857,1.2440259,84.28419021
18.66666667,1.23772074,83.85700838
18.76190476,1.229441284,83.29606565
18.85714286,1.220962507,82.72161871
18.95238095,1.212483729,82.14717178
19.04761905,1.204004952,81.57272484
19.14285714,1.195526175,80.9982779
19.23809524,1.187047398,80.42383097
19.33333333,1.178568621,79.84938403
19.42857143,1.170089844,79.27493709
19.52380952,1.161611066,78.70049016
19.61904762,1.153132289,78.12604322
19.71428571,1.144653512,77.55159628
19.80952381,1.136174735,76.97714934
19.9047619,1.127695958,76.40270241
20,1.119217181,75.82825547
20.0952381,1.110738403,75.25380853
20.19047619,1.102259626,74.6793616
20.28571429,1.093780849,74.10491466
20.38095238,1.085302072,73.53046772
20.47619048,1.076823295,72.95602079
20.57142857,1.068344518,72.38157385
20.66666667,1.05986574,71.80712691
20.76190476,1.049946738,71.13510307
20.85714286,1.039882334,70.45322808
20.95238095,1.02981793,69.7713531
21.04761905,1.019753526,69.08947811
21.14285714,1.009689122,68.40760312
21.23809524,0.9996247179,67.72572813
21.33333333,0.9895603138,67.04385314
21.42857143,0.9794959098,66.36197815
21.52380952,0.9694315057,65.68010316
21.61904762,0.9593671016,64.99822817
21.71428571,0.9493026975,64.31635318
21.80952381,0.9392382935,63.63447819
21.9047619,0.9291738894,62.9526032
22,0.9191094853,62.27072821
22.0952381,0.9090450812,61.58885322
22.19047619,0.8989806772,60.90697823
22.28571429,0.8889162731,60.22510324
22.38095238,0.878851869,59.54322825
22.47619048,0.8687874649,58.86135326
22.57142857,0.8587230609,58.17947827
22.66666667,0.8486586568,57.49760328
22.76190476,0.8375265975,56.74339342
22.85714286,0.8262867501,55.98188079
22.95238095,0.8150469026,55.22036815
23.04761905,0.8038070552,54.45885552
23.14285714,0.7925672078,53.69734289
23.23809524,0.7813273604,52.93583025
23.33333333,0.7700875129,52.17431762
23.42857143,0.7588476655,51.41280499
23.52380952,0.7476078181,50.65129236
23.61904762,0.7363679707,49.88977972
23.71428571,0.7251281232,49.12826709
23.80952381,0.7138882758,48.36675446
23.9047619,0.7026484284,47.60524182
24,0.691408581,46.84372919
24.0952381,0.6801687335,46.08221656
24.19047619,0.6689288861,45.32070392
24.28571429,0.6576890387,44.55919129
24.38095238,0.6464491912,43.79767866
24.47619048,0.6352093438,43.03616602
24.57142857,0.6239694964,42.27465339
24.66666667,0.612729649,41.51314076
24.76190476,0.6023107063,40.80724537
24.85714286,0.5919746404,40.10696498
24.95238095,0.5816385744,39.40668458
25.04761905,0.5713025085,38.70640419
25.14285714,0.5609664426,38.0061238
25.23809524,0.5506303767,37.3058434
25.33333333,0.5402943107,36.60556301
25.42857143,0.5299582448,35.90528262
25.52380952,0.5196221789,35.20500222
25.61904762,0.509286113,34.50472183
25.71428571,0.4989500471,33.80444144
25.80952381,0.4886139811,33.10416104
25.9047619,0.4782779152,32.40388065
26,0.4679418493,31.70360026
26.0952381,0.4576057834,31.00331986
26.19047619,0.4472697175,30.30303947
26.28571429,0.4369336515,29.60275908
26.38095238,0.4265975856,28.90247868
26.47619048,0.4162615197,28.20219829
26.57142857,0.4059254538,27.5019179
26.66666667,0.3955893878,26.80163751
26.76190476,0.3872825609,26.23884039
26.85714286,0.3791806015,25.6899233
26.95238095,0.3710786422,25.1410062
27.04761905,0.3629766828,24.59208911
27.14285714,0.3548747234,24.04317201
27.23809524,0.3467727641,23.49425491
27.33333333,0.3386708047,22.94533782
27.42857143,0.3305688453,22.39642072
27.52380952,0.3224668859,21.84750362
27.61904762,0.3143649266,21.29858653
27.71428571,0.3062629672,20.74966943
27.80952381,0.2981610078,20.20075233
27.9047619,0.2900590485,19.65183524
28,0.2819570891,19.10291814
28.0952381,0.2738551297,18.55400105
28.19047619,0.2657531704,18.00508395
28.28571429,0.257651211,17.45616685
28.38095238,0.2495492516,16.90724976
28.47619048,0.2414472922,16.35833266
28.57142857,0.2333453329,15.80941556
28.66666667,0.2252433735,15.26049847
28.76190476,0.2192271594,14.85289302
28.85714286,0.2134215175,14.45955408
28.95238095,0.2076158757,14.06621515
29.04761905,0.2018102339,13.67287622
29.14285714,0.1960045921,13.27953729
29.23809524,0.1901989502,12.88619835
29.33333333,0.1843933084,12.49285942
29.42857143,0.1785876666,12.09952049
29.52380952,0.1727820247,11.70618155
29.61904762,0.1669763829,11.31284262
29.71428571,0.1611707411,10.91950369
29.80952381,0.1553650993,10.52616475
29.9047619,0.1495594574,10.13282582
30,0.1437538156,9.739486889
30.0952381,0.1379481738,9.346147956
30.19047619,0.132142532,8.952809023
30.28571429,0.1263368901,8.55947009
30.38095238,0.1205312483,8.166131157
30.47619048,0.1147256065,7.772792224
30.57142857,0.1089199647,7.379453291
30.66666667,0.1031143228,6.986114358
30.76190476,0.1000046546,6.775430745
