Depth [mm],Dose [Gy],PDD [%]
0,0.9070257892,50.94526744
0.09523809524,0.9722405019,54.60820737
0.1904761905,1.037455215,58.2711473
0.2857142857,1.102669927,61.93408723
0.380952381,1.16788464,65.59702716
0.4761904762,1.233099353,69.25996709
0.5714285714,1.298314066,72.92290702
0.6666666667,1.363528778,76.58584695
0.7619047619,1.373646501,77.15413298
0.8571428571,1.378201751,77.40998947
0.9523809524,1.382757001,77.66584595
1.047619048,1.387312251,77.92170244
1.142857143,1.391867501,78.17755892
1.238095238,1.396422751,78.4334154
1.333333333,1.400978001,78.68927189
1.428571429,1.405533251,78.94512837
1.523809524,1.410088501,79.20098485
1.619047619,1.414643751,79.45684134
1.714285714,1.419199001,79.71269782
1.80952381,1.423754251,79.96855431
1.904761905,1.428309501,80.22441079
2,1.432864751,80.48026727
2.095238095,1.437420001,80.73612376
2.19047619,1.441975251,80.99198024
2.285714286,1.446530501,81.24783672
2.380952381,1.451085751,81.50369321
2.476190476,1.455641001,81.75954969
2.571428571,1.460196251,82.01540618
2.666666667,1.464751501,82.27126266
2.761904762,1.468879463,82.50311952
2.857142857,1.472964288,82.73255343
2.952380952,1.477049112,82.96198734
3.047619048,1.481133937,83.19142125
3.142857143,1.485218761,83.42085516
3.238095238,1.489303586,83.65028907
3.333333333,1.49338841,83.87972298
3.428571429,1.497473234,84.10915689
3.523809524,1.501558059,84.3385908
3.619047619,1.505642883,84.56802471
3.714285714,1.509727708,84.79745862
3.80952381,1.513812532,85.02689253
3.904761905,1.517897357,85.25632644
4,1.521982181,85.48576035
4.095238095,1.526067005,85.71519426
4.19047619,1.53015183,85.94462817
4.285714286,1.534236654,86.17406208
4.380952381,1.538321479,86.40349599
4.476190476,1.542406303,86.6329299
4.571428571,1.546491128,86.86236381
4.666666667,1.550575952,87.09179772
4.761904762,1.553864059,87.27648209
4.857142857,1.557071731,87.45664864
4.952380952,1.560279403,87.6368152
5.047619048,1.563487075,87.81698175
5.142857143,1.566694747,87.99714831
5.238095238,1.569902419,88.17731486
5.333333333,1.573110092,88.35748142
5.428571429,1.576317764,88.53764798
5.523809524,1.579525436,88.71781453
5.619047619,1.582733108,88.89798109
5.714285714,1.58594078,89.07814764
5.80952381,1.589148452,89.2583142
5.904761905,1.592356124,89.43848075
6,1.595563796,89.61864731
6.095238095,1.598771468,89.79881386
6.19047619,1.60197914,89.97898042
6.285714286,1.605186812,90.15914697
6.380952381,1.608394484,90.33931353
6.476190476,1.611602157,90.51948009
6.571428571,1.614809829,90.69964664
6.666666667,1.618017501,90.8798132
6.761904762,1.621923553,91.09920593
6.857142857,1.625900112,91.32255886
6.952380952,1.629876671,91.54591178
7.047619048,1.63385323,91.76926471
7.142857143,1.637829789,91.99261763
7.238095238,1.641806348,92.21597056
7.333333333,1.645782907,92.43932348
7.428571429,1.649759466,92.66267641
7.523809524,1.653736025,92.88602933
7.619047619,1.657712584,93.10938226
7.714285714,1.661689143,93.33273518
7.80952381,1.665665702,93.55608811
7.904761905,1.669642261,93.77944103
8,1.67361882,94.00279396
8.095238095,1.677595379,94.22614688
8.19047619,1.681571938,94.44949981
8.285714286,1.685548497,94.67285273
8.380952381,1.689525056,94.89620566
8.476190476,1.693501615,95.11955858
8.571428571,1.697478174,95.34291151
8.666666667,1.701454733,95.56626443
8.761904762,1.703635458,95.68875004
8.857142857,1.705634879,95.8010523
8.952380952,1.7076343,95.91335456
9.047619048,1.709633722,96.02565682
9.142857143,1.711633143,96.13795908
9.238095238,1.713632564,96.25026134
9.333333333,1.715631985,96.3625636
9.428571429,1.717631406,96.47486586
9.523809524,1.719630827,96.58716812
9.619047619,1.721630249,96.69947038
9.714285714,1.72362967,96.81177264
9.80952381,1.725629091,96.9240749
9.904761905,1.727628512,97.03637716
10,1.729627933,97.14867942
10.0952381,1.731627354,97.26098168
10.19047619,1.733626776,97.37328394
10.28571429,1.735626197,97.48558621
10.38095238,1.737625618,97.59788847
10.47619048,1.739625039,97.71019073
10.57142857,1.74162446,97.82249299
10.66666667,1.743623881,97.93479525
10.76190476,1.745396574,98.03436278
10.85714286,1.747146378,98.13264464
10.95238095,1.748896181,98.2309265
11.04761905,1.750645984,98.32920836
11.14285714,1.752395787,98.42749022
11.23809524,1.75414559,98.52577208
