metric,mcc,csv_aligned_or_width,csv_minus_mcc
normalization_position_mm,-14.680514952195143,-14.680514952195143,0.0
normalization_dose_gy,1.9296707606279218,1.9907461463710305,0.06107538574310878
peak_position_mm,0.0,-9.124436982731538,-9.124436982731538
peak_relative_dose,1.0068038753760284,1.0050549762621228,-0.0017488991139056331
fwhm_mm,74.36360002331057,72.40093465723304,-1.9626653660775304
left_50_mm,-52.79664877206079,-52.20493176769596,0.5917170043648312
right_50_mm,21.56695125124977,20.19600288953707,-1.3709483617126992
left_penumbra_mm,12.563736671242133,11.615634032782182,-0.9481026384599502
right_penumbra_mm,8.01275013478443,6.694014080406358,-1.3187360543780713
flatness_percent,8.080442824956199,8.625970003367943,0.5455271784117439
symmetry_percent,7.909352178877915,9.658457459423664,1.7491052805457485
