metric,mcc,csv_aligned_or_width,csv_minus_mcc
normalization_position_mm,-14.923654938046326,-14.923654938046326,0.0
normalization_dose_gy,1.912342377524964,1.9935802463281984,0.08123786880323447
peak_position_mm,-10.0,-8.707023323968768,1.2929766760312322
peak_relative_dose,1.0031153534769994,1.005687106366695,0.0025717528896955777
fwhm_mm,75.20523006287749,73.07781581368721,-2.1274142491902808
left_50_mm,-53.133656215057805,-52.20526951125063,0.9283867038071776
right_50_mm,22.071573847819685,20.872546302436582,-1.1990275453831032
left_penumbra_mm,12.738395146747486,11.756027382909252,-0.9823677638382335
right_penumbra_mm,10.469433889284566,8.904058344637866,-1.5653755446467006
flatness_percent,7.358023309501486,7.8737231707634665,0.5156998612619805
symmetry_percent,4.26204021804616,5.738891819573877,1.4768516015277173
