crossplane_x_mm_at_y0,dose_gy,relative_to_80_percent_midpoint,percent_of_80_percent_midpoint,directly_measured,interpolation_method
-125.0,0.012323500000000001,0.006452351791009147,0.6452351791009148,0,vertical_offset_rows
-120.0,0.013185,0.006903416916010517,0.6903416916010517,1,direct
-115.0,0.014299,0.007486686270916525,0.7486686270916525,0,vertical_offset_rows
-110.0,0.015385,0.008055295354783602,0.8055295354783603,1,direct
-105.0,0.0167515,0.008770768939594248,0.8770768939594248,0,vertical_offset_rows
-100.0,0.019436,0.010176322425451679,1.0176322425451678,1,direct
-95.0,0.023157,0.012124567730303796,1.2124567730303797,0,vertical_offset_rows
-90.0,0.028282,0.014807920911536553,1.4807920911536554,1,direct
-85.0,0.0344295,0.01802663577624453,1.802663577624453,0,vertical_offset_rows
-80.0,0.043592,0.022823947683180162,2.2823947683180164,1,direct
-75.0,0.059316999999999995,0.031057260614865058,3.105726061486506,0,vertical_offset_rows
-70.0,0.090372,0.04731707194036423,4.7317071940364235,1,direct
-65.0,0.16365000000000002,0.0856840484114616,8.56840484114616,0,vertical_offset_rows
-60.0,0.35361,0.18514351578843222,18.514351578843222,1,direct
-55.0,0.7743599999999999,0.40544026720378484,40.54402672037848,0,vertical_offset_rows
-50.0,1.3185,0.6903416916010517,69.03416916010518,1,direct
-45.0,1.6574499999999999,0.8678095083383868,86.78095083383867,0,vertical_offset_rows
-40.0,1.7925,0.9385191370457984,93.85191370457984,1,direct
-35.0,1.8472499999999998,0.9671852027379921,96.71852027379921,0,vertical_offset_rows
-30.0,1.8745,0.9814527879455225,98.14527879455225,1,direct
-25.0,1.89105,0.9901180552917472,99.01180552917472,0,vertical_offset_rows
-20.0,1.9029,0.996322491427866,99.6322491427866,1,direct
-15.0,1.91075,1.0004326031298516,100.04326031298515,0,vertical_offset_rows
-10.0,1.9172,1.003809701279891,100.3809701279891,1,direct
-5.0,1.9167999999999998,1.0036002688364776,100.36002688364776,0,vertical_offset_rows
0.0,1.9147,1.002500748508558,100.2500748508558,1,direct
5.0,1.8908,0.989987160014614,98.99871600146139,0,vertical_offset_rows
10.0,1.8277,0.9569491920661678,95.69491920661677,1,direct
15.0,1.6213,0.8488820512649109,84.88820512649109,0,vertical_offset_rows
20.0,1.0772,0.5640015701119855,56.40015701119855,1,direct
25.0,0.467015,0.24452023140164214,24.452023140164215,0,vertical_offset_rows
30.0,0.19434,0.10175275263234615,10.175275263234616,1,direct
35.0,0.10533000000000001,0.05514879816180415,5.514879816180415,0,vertical_offset_rows
40.0,0.069228,0.03624647298153781,3.624647298153781,1,direct
45.0,0.050848000000000004,0.026623052206697216,2.6623052206697215,0,vertical_offset_rows
50.0,0.039928,0.02090554650151444,2.0905546501514443,1,direct
55.0,0.029894,0.015651933658492104,1.5651933658492105,0,vertical_offset_rows
60.0,0.023106,0.012097865093768602,1.20978650937686,1,direct
65.0,0.0194405,0.01017867854044008,1.017867854044008,0,vertical_offset_rows
70.0,0.017098,0.008952189793701009,0.8952189793701009,1,direct
75.0,0.0163955,0.008584374064956423,0.8584374064956423,0,vertical_offset_rows
80.0,0.01529,0.008005555149472947,0.8005555149472947,1,direct
85.0,0.014483,0.007583025194886637,0.7583025194886638,0,vertical_offset_rows
90.0,0.013097,0.006857341778459593,0.6857341778459594,1,direct
95.0,0.0109755,0.005746564456706365,0.5746564456706365,0,vertical_offset_rows
100.0,0.0088473,0.004632279141525965,0.4632279141525965,1,direct
105.0,0.007084699999999999,0.0037094150796253096,0.37094150796253095,0,vertical_offset_rows
110.0,0.0057659,0.003018916313691698,0.3018916313691698,1,direct
115.0,0.0051699,0.0027068619730058986,0.27068619730058985,0,vertical_offset_rows
120.0,0.0047294,0.0024762244946970146,0.24762244946970147,1,direct
125.0,0.0044186,0.0023134954861648896,0.23134954861648896,0,vertical_offset_rows
