scan_number,inplane_y_mm,crossplane_x_mm,dose_gy
1,-130.0,-130.0,0.002824
1,-130.0,-120.0,0.0033407
1,-130.0,-110.0,0.0040949
1,-130.0,-100.0,0.004802
1,-130.0,-90.0,0.0052604
1,-130.0,-80.0,0.005888
1,-130.0,-70.0,0.0067909
1,-130.0,-60.0,0.0071983
1,-130.0,-50.0,0.0073849
1,-130.0,-40.0,0.0080647
1,-130.0,-30.0,0.0084609
1,-130.0,-20.0,0.0085469
1,-130.0,-10.0,0.0086516
1,-130.0,0.0,0.0085895
1,-130.0,10.0,0.0084861
1,-130.0,20.0,0.0082692
1,-130.0,30.0,0.0082553
1,-130.0,40.0,0.0079715
1,-130.0,50.0,0.0075353
1,-130.0,60.0,0.0071689
1,-130.0,70.0,0.0068614
1,-130.0,80.0,0.0062251
1,-130.0,90.0,0.0055486
1,-130.0,100.0,0.0049292
1,-130.0,110.0,0.0040872
1,-130.0,120.0,0.003669
1,-130.0,130.0,0.0031014
2,-125.0,-125.0,0.0029947
2,-125.0,-115.0,0.0033555
2,-125.0,-105.0,0.003892
2,-125.0,-95.0,0.0041199
2,-125.0,-85.0,0.0046497
2,-125.0,-75.0,0.0051193
2,-125.0,-65.0,0.0051731
2,-125.0,-55.0,0.0059761
2,-125.0,-45.0,0.0063883
2,-125.0,-35.0,0.0067107
2,-125.0,-25.0,0.0067706
2,-125.0,-15.0,0.0070509
2,-125.0,-5.0,0.006871
2,-125.0,5.0,0.00733
2,-125.0,15.0,0.007023
2,-125.0,25.0,0.0065215
2,-125.0,35.0,0.0064363
2,-125.0,45.0,0.006083
2,-125.0,55.0,0.0059332
2,-125.0,65.0,0.0052231
2,-125.0,75.0,0.0049713
2,-125.0,85.0,0.0046656
2,-125.0,95.0,0.004288
2,-125.0,105.0,0.0037902
2,-125.0,115.0,0.0031118
2,-125.0,125.0,0.0030398
3,-120.0,-130.0,0.0029966
3,-120.0,-120.0,0.0030231
3,-120.0,-110.0,0.0035637
3,-120.0,-100.0,0.0040029
3,-120.0,-90.0,0.0044546
3,-120.0,-80.0,0.0044465
3,-120.0,-70.0,0.0047893
3,-120.0,-60.0,0.0054615
3,-120.0,-50.0,0.0056818
3,-120.0,-40.0,0.0062131
3,-120.0,-30.0,0.0067798
3,-120.0,-20.0,0.0067408
3,-120.0,-10.0,0.0069685
3,-120.0,0.0,0.0067394
3,-120.0,10.0,0.0067666
3,-120.0,20.0,0.0065995
3,-120.0,30.0,0.0061917
3,-120.0,40.0,0.0058747
3,-120.0,50.0,0.005422
3,-120.0,60.0,0.00508
3,-120.0,70.0,0.0043223
3,-120.0,80.0,0.004336
3,-120.0,90.0,0.0041567
3,-120.0,100.0,0.0039732
3,-120.0,110.0,0.0035863
3,-120.0,120.0,0.0030208
3,-120.0,130.0,0.0028621
4,-115.0,-125.0,0.0030016
4,-115.0,-115.0,0.0034879
4,-115.0,-105.0,0.0038097
4,-115.0,-95.0,0.0044532
4,-115.0,-85.0,0.0044452
4,-115.0,-75.0,0.0048487
4,-115.0,-65.0,0.0052593
4,-115.0,-55.0,0.0058576
4,-115.0,-45.0,0.0064177
4,-115.0,-35.0,0.0069133
4,-115.0,-25.0,0.0071921
4,-115.0,-15.0,0.0073025
4,-115.0,-5.0,0.0072672
4,-115.0,5.0,0.0072552
4,-115.0,15.0,0.0070713
4,-115.0,25.0,0.0070521
4,-115.0,35.0,0.0066391
4,-115.0,45.0,0.0057963
4,-115.0,55.0,0.0053152
4,-115.0,65.0,0.0047206
4,-115.0,75.0,0.0047032
4,-115.0,85.0,0.0042757
4,-115.0,95.0,0.0041408
4,-115.0,105.0,0.0036187
4,-115.0,115.0,0.0034174
4,-115.0,125.0,0.0029949
5,-110.0,-130.0,0.0030326
5,-110.0,-120.0,0.0034562
5,-110.0,-110.0,0.0038746
5,-110.0,-100.0,0.0042957
5,-110.0,-90.0,0.0044919
5,-110.0,-80.0,0.0051338
5,-110.0,-70.0,0.0054797
5,-110.0,-60.0,0.0058071
5,-110.0,-50.0,0.0067013
5,-110.0,-40.0,0.0074214
5,-110.0,-30.0,0.0078666
5,-110.0,-20.0,0.0080918
5,-110.0,-10.0,0.0081232
5,-110.0,0.0,0.0082201
5,-110.0,10.0,0.0079697
5,-110.0,20.0,0.0078806
5,-110.0,30.0,0.0072621
5,-110.0,40.0,0.007134
5,-110.0,50.0,0.006233
5,-110.0,60.0,0.0053667
5,-110.0,70.0,0.0052425
5,-110.0,80.0,0.0047426
5,-110.0,90.0,0.0042632
5,-110.0,100.0,0.0040739
5,-110.0,110.0,0.0036493
5,-110.0,120.0,0.0034708
5,-110.0,130.0,0.0032524
6,-105.0,-125.0,0.0034043
6,-105.0,-115.0,0.004109
6,-105.0,-105.0,0.0049508
6,-105.0,-95.0,0.0054564
6,-105.0,-85.0,0.00592
6,-105.0,-75.0,0.0061669
6,-105.0,-65.0,0.0071586
6,-105.0,-55.0,0.0078371
6,-105.0,-45.0,0.0086696
6,-105.0,-35.0,0.0094949
6,-105.0,-25.0,0.0098338
6,-105.0,-15.0,0.00989
6,-105.0,-5.0,0.010025
6,-105.0,5.0,0.0099547
6,-105.0,15.0,0.0095303
6,-105.0,25.0,0.0093439
6,-105.0,35.0,0.0084952
6,-105.0,45.0,0.0080864
6,-105.0,55.0,0.0071699
6,-105.0,65.0,0.006465
6,-105.0,75.0,0.0057084
6,-105.0,85.0,0.0054049
6,-105.0,95.0,0.0051377
6,-105.0,105.0,0.0046529
6,-105.0,115.0,0.003995
6,-105.0,125.0,0.0034189
7,-100.0,-130.0,0.0036019
7,-100.0,-120.0,0.0041078
7,-100.0,-110.0,0.0052438
7,-100.0,-100.0,0.0062933
7,-100.0,-90.0,0.006608
7,-100.0,-80.0,0.0072253
