Depth [mm],Signal,Net OD,Dose [cGy],Dose [Gy],PDD [%]
0,18997.09,0.2894394701,300,3,190.2063908
0.127,22716.89,0.2117776753,219.044368,2.19044368,138.8787955
0.254,22178.62,0.2221920304,251.7654125,2.517654125,159.6246348
0.381,24088.06,0.1863247261,144.533807,1.44533807,91.6375126
0.508,24535.14,0.1783380099,135.2294781,1.352294781,85.73836986
0.635,24662.98,0.1760809996,132.6001164,1.326001164,84.0712985
0.762,24774.62,0.1741195485,130.3150738,1.303150738,82.62253283
0.889,24884.3,0.1722011219,128.0801538,1.280801538,81.20554592
1.016,24948.2,0.1710873334,126.7826174,1.267826174,80.38288024
1.143,24967.57,0.1707502742,126.3899517,1.263899517,80.13392181
1.27,25026.04,0.169734416,125.2065017,1.252065017,79.38358932
1.397,25058.56,0.1691704399,124.5494834,1.245494834,78.96702569
1.524,25118.87,0.1681264521,123.3332631,1.233332631,78.19591613
1.651,25186.72,0.1669549362,121.9684758,1.219684758,77.3306119
1.778,25278.18,0.1653807483,120.1345854,1.201345854,76.16788635
1.905,25344.87,0.1642364824,118.8015436,1.188015436,75.32270945
2.032,25398.92,0.1633113002,117.723729,1.17723729,74.63935201
2.159,25488.98,0.1617740938,115.9329212,1.159329212,73.50394172
2.286,25588.36,0.1600840982,113.9641177,1.139641177,72.25567835
2.413,25645.2,0.15912046,112.8415027,1.128415027,71.54391655
2.54,25656.29,0.1589326944,112.6227605,1.126227605,71.4052293
2.667,25662.25,0.1588318188,112.5052428,1.125052428,71.33072061
2.794,25657.06,0.1589196605,112.6075763,1.126075763,71.3956022
2.921,25611.12,0.1596979793,113.5142986,1.135142986,71.97048348
3.048,25553.25,0.1606804064,114.6588022,1.146588022,72.69612312
3.175,25482.83,0.1618788934,116.0550101,1.160550101,73.58134868
3.302,25467.61,0.1621383597,116.3572821,1.163572821,73.77299553
3.429,25447.66,0.1624786967,116.7537663,1.167537663,74.02437502
3.556,25330.23,0.1644874171,119.0938765,1.190938765,75.50805468
3.683,25305.95,0.1649039047,119.5790743,1.195790743,75.81568047
3.81,25241.53,0.1660108745,120.868667,1.20868667,76.6333097
3.937,25187.09,0.1669485563,121.9610434,1.219610434,77.32589961
4.064,25116.21,0.1681724447,123.3868435,1.233868435,78.22988723
4.191,25015.97,0.1699092029,125.4101243,1.254101243,79.51269034
4.318,24958.55,0.1709071995,126.5727659,1.265727659,80.24982988
4.445,24922.65,0.1715323318,127.3010297,1.273010297,80.71156467
4.572,24875.31,0.1723580486,128.2629696,1.282629696,81.32145506
4.699,24810.3,0.1734945347,129.586948,1.29586948,82.16088556
4.826,24746.33,0.1746157503,130.8931367,1.308931367,82.98903705
4.953,24734.41,0.1748249949,131.1369016,1.311369016,83.1435892
5.08,24655.09,0.1762199581,132.7619997,1.327619997,84.17393596
5.207,24642.95,0.1764338545,133.0111837,1.330111837,84.33192392
5.334,24578.38,0.1775732959,134.338605,1.34338605,85.17353734
5.461,24530.61,0.1784182024,135.3229005,1.353229005,85.79760164
5.588,24466.52,0.1795543486,136.6464829,1.366464829,86.63678108
5.715,24370.14,0.1812685262,138.643458,1.38643458,87.90290581
5.842,24365.32,0.1813544308,138.7435347,1.387435347,87.96635658
5.969,24327.86,0.1820226424,139.5219849,1.395219849,88.45991059
6.096,24343.86,0.1817371086,139.1893449,1.391893449,88.24900977
6.223,24284.84,0.1827913039,140.4174566,1.404174566,89.02765875
6.35,24257.94,0.1832726328,140.9781931,1.409781931,89.38317761
6.477,24279.62,0.182884665,140.5262201,1.405262201,89.09661711
6.604,24261.78,0.18320389,140.8981094,1.408981094,89.33240285
6.731,24223.98,0.1838810511,141.6869855,1.416869855,89.83256709
6.858,24197.66,0.1843531802,142.2370043,1.422370043,90.18129073
6.985,24166.22,0.1849178255,142.8948023,1.428948023,90.5983487
7.112,24172.73,0.1848008492,142.7585277,1.427585277,90.51194771
7.239,24148.34,0.1852392684,143.2692754,1.432692754,90.83577262
7.366,24143.91,0.1853189468,143.3620988,1.433620988,90.89462462
