Depth [mm],Signal,Net OD,Dose [cGy],Dose [Gy],PDD [%]
0,11062.17,0.5242862221,300,3,140.5189343
0.127,22025.99,0.2251911126,256.5510481,2.565510481,120.1675996
0.254,22107.63,0.2235843629,253.9871575,2.539871575,118.9666823
0.381,23067.31,0.2051295982,196.9348441,1.969348441,92.2435814
0.508,23936.31,0.1890693496,147.7312262,1.477312262,69.19678157
0.635,24084.71,0.1863851289,144.6041749,1.446041749,67.73208183
0.762,24277.37,0.1829249131,140.5731081,1.405731081,65.84394447
0.889,24385.27,0.1809989818,138.3294452,1.383294452,64.79302075
1.016,24455.25,0.1797544435,136.8795886,1.368795886,64.11391305
1.143,24522.94,0.1785540148,135.4811185,1.354811185,63.45887465
1.27,24530.63,0.1784178484,135.322488,1.35322488,63.38457266
1.397,24665.38,0.1760387397,132.5508846,1.325508846,62.08636346
1.524,24740.49,0.1747182535,131.0125505,1.310125505,61.36581325
1.651,24858.27,0.1726556495,128.6096673,1.286096673,60.24031131
1.778,24965.35,0.1707888913,126.4349397,1.264349397,59.22167663
1.905,25021.52,0.1698128618,125.2978892,1.252978892,58.6890862
2.032,25109.59,0.1682869289,123.5202147,1.235202147,57.85642979
2.159,25209.17,0.1665680034,121.5177085,1.215177085,56.91846301
2.286,25238.54,0.1660623221,120.9286023,1.209286023,56.64252772
2.413,25216.46,0.166442432,121.371421,1.21371421,56.84994245
2.54,25162.6,0.1673710365,122.4532225,1.224532225,57.35665441
2.667,25150.53,0.1675794089,122.6959713,1.226959713,57.47035707
2.794,25158.55,0.1674409432,122.5346621,1.225346621,57.39480042
2.921,25082.73,0.1687517471,124.0617165,1.240617165,58.11006731
3.048,25044.83,0.1694084622,124.8267736,1.248267736,58.46841732
3.175,24978.61,0.1705582831,126.1662868,1.261662868,59.09584053
3.302,24910.26,0.1717482898,127.5526155,1.275526155,59.745192
3.429,24864.77,0.172542104,128.4773896,1.284773896,60.17835288
3.556,24821.18,0.1733041263,129.3651269,1.293651269,60.5941659
3.683,24736.04,0.1747963758,131.1035611,1.311035611,61.40844229
3.81,24674.25,0.1758825896,132.3689736,1.323689736,62.00115702
3.937,24561.94,0.1778638842,134.6771333,1.346771333,63.08229082
4.064,24494.38,0.1790600992,136.0706945,1.360706945,63.73502995
4.191,24407.49,0.1806034303,137.8686375,1.378686375,64.57718002
4.318,24322.59,0.1821167313,139.6315961,1.396315961,65.40294357
4.445,24340.43,0.1817983041,139.2606362,1.392606362,65.22918729
4.572,24310.24,0.182337304,139.8885578,1.398885578,65.52330356
4.699,24215.2,0.18403849,141.8703979,1.418703979,66.45159042
4.826,24175.15,0.1847573729,142.7078789,1.427078789,66.84386355
4.953,24134.14,0.1854947226,143.5668733,1.435668733,67.24621347
5.08,24051.54,0.1869836612,145.3014504,1.453014504,68.05868319
5.207,23997.94,0.1879525872,146.4302254,1.464302254,68.5873974
5.334,23924.64,0.1892811388,147.9779555,1.479779555,69.31234868
5.461,23868.13,0.1903081557,149.1744051,1.491744051,69.87276144
5.588,23837.68,0.1908625649,149.8202782,1.498202782,70.1752861
5.715,23781.58,0.1918858455,152.8900674,1.528900674,71.61316445
5.842,23661.86,0.1940776699,160.1794226,1.601794226,75.02747253
5.969,23706.55,0.1932581944,157.4540911,1.574540911,73.75093695
6.096,23668.34,0.193958751,159.7839337,1.597839337,74.84222693
6.223,23649.72,0.1943005471,160.9206456,1.609206456,75.37465876
6.35,23605.45,0.1951142664,163.6268337,1.636268337,76.64222764
6.477,23553.4,0.1960729427,166.8151056,1.668151056,78.13560289
6.604,23536.41,0.1963863296,167.8573369,1.678573369,78.62378034
6.731,23544.9,0.1962297001,167.336434,1.67336434,78.37979125
6.858,23512.61,0.19682571,169.3185854,1.693185854,79.30822392
6.985,23421.17,0.198517964,174.946518,1.74946518,81.94432757
7.112,23371.77,0.1994349465,177.9961289,1.779961289,83.37275448
7.239,23365.77,0.1995464529,178.3669659,1.783669659,83.54645321
7.366,23342.81,0.1999734153,179.7869155,1.797869155,84.21155253
7.493,23357.19,0.1997059568,178.8974283,1.788974283,83.79491991
7.62,23327.11,0.200265613,180.7586783,1.807586783,84.66672277
7.747,23310.79,0.2005695584,181.7695099,1.817695099,85.14019274
7.874,23284.93,0.2010516137,183.3726822,1.833726822,85.89111293
8.001,23251.69,0.2016720262,185.4359895,1.854359895,86.85755873
8.128,23255.99,0.2015917183,185.1689094,1.851689094,86.73245938
8.255,23240.95,0.201872674,186.1032842,1.861032842,87.17011724
8.382,23217.27,0.2023153984,187.5756538,1.875756538,87.8597699
8.509,23129.41,0.2039619957,193.0517459,1.930517459,90.42475199
8.636,23124.71,0.2040502553,193.3452709,1.933452709,90.56223806
8.763,23112.72,0.2042754923,194.0943422,1.940943422,90.91310039
8.89,23116.2,0.204210107,193.8768903,1.938768903,90.81124671
9.017,23128.35,0.2039818995,193.1179399,1.931179399,90.45575705
9.144,23042.68,0.2055935616,198.4778482,1.984778482,92.96631904
9.271,23085.35,0.204790087,195.8057309,1.958057309,91.7147088
9.398,23060.06,0.2052661174,197.3888662,1.973888662,92.45624373
9.525,23037.52,0.2056908251,198.8013175,1.988013175,93.11783089
9.652,23050.45,0.2054471421,197.9909003,1.979909003,92.73823438
9.779,23044.97,0.2055504032,198.3343163,1.983343163,92.89908918
9.906,23045.94,0.2055321235,198.2735232,1.982735232,92.87061392
10.033,23056.25,0.2053378778,197.6275198,1.976275198,92.56802825
10.16,22993.43,0.2065227892,201.5681823,2.015681823,94.41382056
10.287,22988.01,0.206625173,201.9086802,2.019086802,94.57330854
10.414,22983.14,0.2067171878,202.2146941,2.022146941,94.7166444
10.541,22969.78,0.2069697147,203.0545234,2.030545234,95.11001745
10.668,22910.25,0.208096722,206.8026141,2.068026141,96.8656098
10.795,22899.97,0.2082916369,207.450843,2.07450843,97.16923792
10.922,22847.83,0.2092815916,210.7431374,2.107431374,98.7113369
11.049,22879.94,0.2086716691,208.7147168,2.087147168,97.7612319
11.176,22882.22,0.2086283936,208.5707952,2.085707952,97.69381954
11.303,22870.68,0.2088474729,209.2993879,2.092993879,98.03508979
11.43,22894.16,0.2084018367,207.8173346,2.078173346,97.34090127
11.557,22957.75,0.207197228,203.811165,2.03811165,95.46442568
11.684,22997.13,0.2064529101,201.3357852,2.013357852,94.30496659
11.811,22976.75,0.2068379514,202.616318,2.02616318,94.9047636
11.938,22911.08,0.2080809886,206.7502892,2.067502892,96.84110103
12.065,22930.65,0.2077101848,205.5171063,2.055171063,96.26348252
12.192,22949.58,0.2073518084,204.3252533,2.043252533,95.70522279
12.319,22896.7,0.2083536564,207.6571013,2.076571013,97.2658486
12.446,22917.19,0.207965185,206.365161,2.06365161,96.66070831
12.573,22907.96,0.2081401342,206.9469901,2.069469901,96.93323501
12.7,22908.17,0.208136153,206.9337498,2.069337498,96.92703329
12.827,22952.34,0.2072995817,204.1515628,2.041515628,95.62386681
12.954,22939.67,0.2075393843,204.9490748,2.049490748,95.99741858
13.081,22929.34,0.2077349962,205.5996217,2.055996217,96.30213244
13.208,22928.99,0.2077416254,205.6216686,2.056216686,96.31245912
13.335,22910.05,0.2081005133,206.8152228,2.068152228,96.87151567
13.462,22897.16,0.2083449314,207.6280846,2.076280846,97.25225727
13.589,22911.82,0.2080669616,206.7036398,2.067036398,96.81925058
13.716,22889.15,0.2084968851,208.1334373,2.081334373,97.48896265
13.843,22896.36,0.2083601055,207.6785489,2.076785489,97.27589453
