metric,mcc,csv_aligned_or_width,csv_minus_mcc
normalization_position_mm,-14.578900218392592,-14.578900218392592,0.0
normalization_dose_gy,1.6699746444280494,1.7345732804831773,0.06459863605512783
peak_position_mm,-15.0,-12.697251506635656,2.3027484933643443
peak_relative_dose,1.0004942323973027,1.009062875507144,0.00856864310984129
fwhm_mm,32.53141828111557,31.62776792513857,-0.9036503559769997
left_50_mm,-31.28203158800605,-30.959526836650433,0.3225047513556163
right_50_mm,1.24938669310952,0.668241088488136,-0.5811456046213841
left_penumbra_mm,11.787093212581532,10.83759143842148,-0.9495017741600513
right_penumbra_mm,9.316870723310231,8.511653156277522,-0.8052175670327095
flatness_percent,8.731798584560316,17.703340049657996,8.97154146509768
symmetry_percent,5.972032846468389,6.42283235951121,0.4507995130428206
