dose_cgy,net_od,mean_signal,source_files
0.0,0.0,36993.59608,9MeV_0cGy.tif
50.0,0.0529973716379681,32743.80752,9MeV_50cGy.tif
100.0,0.14809747931779305,26304.44064,9MeV_100cGy.tif
150.0,0.19101683575800063,23829.21384,9MeV_150cGy.tif
250.0,0.22108567423788378,22235.1916,9MeV_250cGy.tif
300.0,0.25241988446118124,20687.43592,9MeV_300cGy.tif
