crossplane_x_mm,dose_gy_at_y_-130_mm,dose_gy_at_y_-125_mm,dose_gy_at_y_-120_mm,dose_gy_at_y_-115_mm,dose_gy_at_y_-110_mm,dose_gy_at_y_-105_mm,dose_gy_at_y_-100_mm,dose_gy_at_y_-95_mm,dose_gy_at_y_-90_mm,dose_gy_at_y_-85_mm,dose_gy_at_y_-80_mm,dose_gy_at_y_-75_mm,dose_gy_at_y_-70_mm,dose_gy_at_y_-65_mm,dose_gy_at_y_-60_mm,dose_gy_at_y_-55_mm,dose_gy_at_y_-50_mm,dose_gy_at_y_-45_mm,dose_gy_at_y_-40_mm,dose_gy_at_y_-35_mm,dose_gy_at_y_-30_mm,dose_gy_at_y_-25_mm,dose_gy_at_y_-20_mm,dose_gy_at_y_-15_mm,dose_gy_at_y_-10_mm,dose_gy_at_y_-5_mm,dose_gy_at_y_0_mm,dose_gy_at_y_5_mm,dose_gy_at_y_10_mm,dose_gy_at_y_15_mm,dose_gy_at_y_20_mm,dose_gy_at_y_25_mm,dose_gy_at_y_30_mm,dose_gy_at_y_35_mm,dose_gy_at_y_40_mm,dose_gy_at_y_45_mm,dose_gy_at_y_50_mm,dose_gy_at_y_55_mm,dose_gy_at_y_60_mm,dose_gy_at_y_65_mm,dose_gy_at_y_70_mm,dose_gy_at_y_75_mm,dose_gy_at_y_80_mm,dose_gy_at_y_85_mm,dose_gy_at_y_90_mm,dose_gy_at_y_95_mm,dose_gy_at_y_100_mm,dose_gy_at_y_105_mm,dose_gy_at_y_110_mm,dose_gy_at_y_115_mm,dose_gy_at_y_120_mm,dose_gy_at_y_125_mm,dose_gy_at_y_130_mm
-125,0.0043295,0.00429,0.00447355,0.0046571,0.0050292,0.0054013,0.00565405,0.0059068,0.00629195,0.0066771,0.00710835,0.0075396,0.0078074,0.0080752,0.008446,0.0088168,0.0092189,0.009621,0.0100215,0.010422,0.010801,0.01118,0.0113215,0.011463,0.0115685,0.011674,0.011845,0.012016,0.011808,0.0116,0.0115215,0.011443,0.01105,0.010657,0.01007975,0.0095025,0.00930275,0.009103,0.0086777,0.0082524,0.0077181,0.0071838,0.00689305,0.0066023,0.00624775,0.0058932,0.0055387,0.0051842,0.004866,0.0045478,0.0043104,0.004073,0.00430065
-120,0.0046088,0.0046311,0.0046534,0.0049693,0.0052852,0.0057359,0.0061866,0.0064438,0.006701,0.0070873,0.0074736,0.0080576,0.0086416,0.00888425,0.0091269,0.0095599,0.0099929,0.01043545,0.010878,0.011253,0.011628,0.012014,0.0124,0.01257,0.01274,0.0127665,0.012793,0.012823,0.012853,0.0127225,0.012592,0.0122365,0.011881,0.0114595,0.011038,0.010642,0.010246,0.0096649,0.0090838,0.0088001,0.0085164,0.008008,0.0074996,0.0070132,0.0065268,0.00624795,0.0059691,0.00553435,0.0050996,0.00473865,0.0043777,0.00446035,0.004543
-115,0.00492005,0.0049503,0.00510825,0.0052662,0.0057668,0.0062674,0.006766,0.0072646,0.0075771,0.0078896,0.00845735,0.0090251,0.00951055,0.009996,0.0104595,0.010923,0.0113965,0.01187,0.012334,0.012798,0.0132165,0.013635,0.0138135,0.013992,0.014224,0.014456,0.0146475,0.014839,0.014638,0.014437,0.0142535,0.01407,0.013629,0.013188,0.0126085,0.012029,0.0115195,0.01101,0.0106185,0.010227,0.00964865,0.0090703,0.00846865,0.007867,0.007419,0.006971,0.0064342,0.0058974,0.00550515,0.0051129,0.00477565,0.0044384,0.00465675
-110,0.0052313,0.005276,0.0053207,0.00578015,0.0062396,0.0070703,0.007901,0.00823405,0.0085671,0.0091419,0.0097167,0.01053735,0.011358,0.0116235,0.011889,0.012364,0.012839,0.0135665,0.014294,0.0146755,0.015057,0.0154595,0.015862,0.016109,0.016356,0.0165635,0.016771,0.0168115,0.016852,0.0165695,0.016287,0.0159775,0.015668,0.015166,0.014664,0.0139535,0.013243,0.0127135,0.012184,0.011712,0.01124,0.0104048,0.0095696,0.0089786,0.0083876,0.007763,0.0071384,0.0064723,0.0058062,0.00555405,0.0053019,0.0050362,0.0047705
-105,0.00546305,0.0054036,0.00572665,0.0060497,0.00671645,0.0073832,0.00828145,0.0091797,0.00957335,0.009967,0.010635,0.011303,0.011767,0.012231,0.012571,0.012911,0.01357,0.014229,0.0147945,0.01536,0.0157,0.01604,0.0165205,0.017001,0.017117,0.017233,0.017337,0.017441,0.0173605,0.01728,0.016877,0.016474,0.016125,0.015776,0.0150415,0.014307,0.013691,0.013075,0.0126,0.012125,0.011431,0.010737,0.0102045,0.009672,0.0091063,0.0085406,0.00761195,0.0066833,0.00619595,0.0057086,0.0054953,0.005282,0.00514325
-100,0.0056948,0.00594095,0.0061871,0.0065548,0.0069225,0.0081064,0.0092903,0.00982865,0.010367,0.0109345,0.011502,0.011892,0.012282,0.012742,0.013202,0.0137,0.014198,0.0149175,0.015637,0.0161045,0.016572,0.0170335,0.017495,0.0178335,0.018172,0.018238,0.018304,0.0182515,0.018199,0.017978,0.017757,0.0173375,0.016918,0.016316,0.015714,0.0149975,0.014281,0.013623,0.012965,0.012476,0.011987,0.0115905,0.011194,0.0105866,0.0099792,0.00929165,0.0086041,0.00749265,0.0063812,0.0060979,0.0058146,0.0056653,0.005516
-95,0.00597285,0.0059779,0.00644455,0.0069112,0.0075493,0.0081874,0.0093307,0.010474,0.011107,0.01174,0.0121585,0.012577,0.01305,0.013523,0.0140805,0.014638,0.015302,0.015966,0.016663,0.01736,0.0179085,0.018457,0.018825,0.019193,0.019245,0.019297,0.0193315,0.019366,0.0193335,0.019301,0.0187945,0.018288,0.0177805,0.017273,0.0166595,0.016046,0.0151385,0.014231,0.0136305,0.01303,0.012579,0.012128,0.0114835,0.010839,0.01038095,0.0099229,0.0086959,0.0074689,0.00690155,0.0063342,0.00606425,0.0057943,0.00575375
-90,0.0062509,0.0063893,0.0065277,0.0069443,0.0073609,0.00872545,0.01009,0.0110265,0.011963,0.0125935,0.013224,0.0138085,0.014393,0.015274,0.016155,0.0168105,0.017466,0.0182535,0.019041,0.0199775,0.020914,0.021441,0.021968,0.022275,0.022582,0.022615,0.022648,0.0226505,0.022653,0.0222485,0.021844,0.0212505,0.020657,0.0199195,0.019182,0.018176,0.01717,0.01615,0.01513,0.014492,0.013854,0.0132255,0.012597,0.0117235,0.01085,0.01001,0.00917,0.00811585,0.0070617,0.00646715,0.0058726,0.00593205,0.0059915
-85,0.0064393,0.0064785,0.0067073,0.0069361,0.00796405,0.008992,0.010344,0.011696,0.012515,0.013334,0.014276,0.015218,0.016197,0.017176,0.018142,0.019108,0.0204535,0.021799,0.0230495,0.0243,0.0250255,0.025751,0.0264115,0.027072,0.0274655,0.027859,0.0278245,0.02779,0.027412,0.027034,0.0263675,0.025701,0.024911,0.024121,0.022696,0.021271,0.019943,0.018615,0.0173105,0.016006,0.0149725,0.013939,0.0132945,0.01265,0.0118465,0.011043,0.0095248,0.0080066,0.00728465,0.0065627,0.00633325,0.0061038,0.006005
-80,0.0066277,0.0066576,0.0066875,0.00732895,0.0079704,0.0092937,0.010617,0.0119875,0.013358,0.01401,0.014662,0.0159375,0.017213,0.0187365,0.02026,0.022323,0.024386,0.0266125,0.028839,0.030297,0.031755,0.032761,0.033767,0.034434,0.035101,0.0353565,0.035612,0.035428,0.035244,0.0345375,0.033831,0.0329515,0.032072,0.030383,0.028694,0.026502,0.02431,0.0219655,0.019621,0.017831,0.016041,0.0151165,0.014192,0.0133785,0.012565,0.01107745,0.0095899,0.008506,0.0074221,0.0068704,0.0063187,0.0061686,0.0060185
-75,0.0068986,0.00675,0.00710095,0.0074519,0.008208,0.0089641,0.01045105,0.011938,0.013279,0.01462,0.0155355,0.016451,0.018494,0.020537,0.0241795,0.027822,0.032086,0.03635,0.039807,0.043264,0.045082,0.0469,0.0478255,0.048751,0.049521,0.050291,0.0502285,0.050166,0.049591,0.049016,0.0482795,0.047543,0.0456695,0.043796,0.040389,0.036982,0.03249,0.027998,0.0241675,0.020337,0.0181575,0.015978,0.014846,0.013714,0.0124995,0.011285,0.0097626,0.0082402,0.0074134,0.0065866,0.00635955,0.0061325,0.00610935
-70,0.0071695,0.0070237,0.0068779,0.00752065,0.0081634,0.0096517,0.01114,0.01239,0.01364,0.014897,0.016154,0.018275,0.020396,0.0258855,0.031375,0.0407745,0.050174,0.058081,0.065988,0.0702075,0.074427,0.0764315,0.078436,0.0793195,0.080203,0.0808655,0.081528,0.081443,0.081358,0.080364,0.07937,0.077747,0.076124,0.0720435,0.067963,0.059509,0.051055,0.0415035,0.031952,0.026142,0.020332,0.017674,0.015016,0.0140905,0.013165,0.01178,0.010395,0.0086301,0.0068652,0.0066122,0.0063592,0.0062797,0.0062002
-65,0.0073044,0.0067359,0.00710635,0.0074768,0.0085012,0.0095256,0.0109953,0.012465,0.0141375,0.01581,0.0174115,0.019013,0.0262485,0.033484,0.052066,0.070648,0.092969,0.11529,0.12714,0.13899,0.143375,0.14776,0.14996,0.15216,0.153485,0.15481,0.155025,0.15524,0.155025,0.15481,0.15373,0.15265,0.14851,0.14437,0.132575,0.12078,0.097071,0.073362,0.0534865,0.033611,0.025932,0.018253,0.0165465,0.01484,0.012959,0.011078,0.009806,0.008534,0.00758665,0.0066393,0.0055158,0.0043923,0.00543645
-60,0.0074393,0.007481,0.0075227,0.00794785,0.008373,0.0099975,0.011622,0.013448,0.015274,0.0164925,0.017711,0.0241585,0.030606,0.057585,0.084564,0.148402,0.21224,0.254285,0.29633,0.309535,0.32274,0.32726,0.33178,0.334765,0.33775,0.339585,0.34142,0.341755,0.34209,0.34194,0.34179,0.339185,0.33658,0.32472,0.31286,0.26897,0.22508,0.1558945,0.086709,0.058298,0.029887,0.0235435,0.0172,0.015874,0.014548,0.012217,0.009886,0.00839495,0.0069039,0.0062717,0.0056395,0.0051561,0.0046727
-55,0.00758065,0.0072628,0.00767965,0.0080965,0.00909175,0.010087,0.011982,0.013877,0.016063,0.018249,0.022118,0.025987,0.0489915,0.071996,0.181628,0.29126,0.45417,0.61708,0.661665,0.70625,0.718905,0.73156,0.73629,0.74102,0.74519,0.74936,0.75187,0.75438,0.754625,0.75487,0.75363,0.75239,0.74466,0.73693,0.692995,0.64906,0.47526,0.30146,0.1869225,0.072385,0.048567,0.024749,0.0208965,0.017044,0.014905,0.012766,0.00983345,0.0069009,0.0056505,0.0044001,0.00456115,0.0047222,0.0047557
