metric,mcc,csv_aligned_or_width,csv_minus_mcc
normalization_position_mm,-4.65890247800697,-4.65890247800697,0.0
normalization_dose_gy,1.7512083182174465,1.8370029877917906,0.08579466957434412
peak_position_mm,0.0,-3.4511981303280064,-3.4511981303280064
peak_relative_dose,1.005134558629613,1.0043594156224385,-0.0007751430071745169
fwhm_mm,51.21787434502377,51.51146009970432,0.29358575468054937
left_50_mm,-30.851748583320003,-31.2779638348431,-0.4262152515230966
right_50_mm,20.366125761703767,20.233496264861216,-0.13262949684255076
left_penumbra_mm,12.244804877503885,11.607014602163524,-0.637790275340361
right_penumbra_mm,9.292496893521578,8.709658762526189,-0.5828381309953894
flatness_percent,11.378628490073556,12.917506975990069,1.5388784859165128
symmetry_percent,6.762565534561126,7.486101405192325,0.7235358706311983
