metric,mcc,csv,csv_minus_mcc
normalization_dose_gy,1.888386847474462,1.9637326365652774,0.07534578909081535
normalization_position_mm_after_alignment,-25.61184018769208,-25.61184018769208,0.0
fwhm_mm,54.4985858411443,53.20001423681603,-1.2985716043282665
left_80_20_penumbra_mm,12.551861871812186,11.71348536242143,-0.8383765093907556
right_80_20_penumbra_mm,10.743187668211473,9.986826037000913,-0.7563616312105594
