crossplane_x_mm_at_y0,dose_gy,relative_to_80_percent_midpoint,percent_of_80_percent_midpoint,directly_measured,interpolation_method
-125.0,0.00566335,0.003384620621391678,0.3384620621391678,0,vertical_offset_rows
-120.0,0.0060389,0.003609062740343119,0.3609062740343119,1,direct
-115.0,0.006675749999999999,0.003989667089841788,0.3989667089841788,0,vertical_offset_rows
-110.0,0.0070235,0.0041974949339780255,0.41974949339780254,1,direct
-105.0,0.00757145,0.004524969462215124,0.4524969462215124,0,vertical_offset_rows
-100.0,0.0080853,0.0048320646101932836,0.48320646101932835,1,direct
-95.0,0.008668450000000001,0.005180575918052512,0.5180575918052512,0,vertical_offset_rows
-90.0,0.0097011,0.005797724511143194,0.5797724511143194,1,direct
-85.0,0.010839,0.006477774270575613,0.6477774270575613,0,vertical_offset_rows
-80.0,0.012609,0.0075355896095292835,0.7535589609529283,1,direct
-75.0,0.015067,0.009004578368370032,0.9004578368370032,0,vertical_offset_rows
-70.0,0.017374,0.01038332412371812,1.038332412371812,1,direct
-65.0,0.0205265,0.01226737093504662,1.226737093504662,0,vertical_offset_rows
-60.0,0.027498,0.01643378880821923,1.643378880821923,1,direct
-55.0,0.037724,0.022545212342761734,2.2545212342761736,0,vertical_offset_rows
-50.0,0.057275,0.034229589569814395,3.4229589569814394,1,direct
-45.0,0.098397,0.058805568309053285,5.880556830905329,0,vertical_offset_rows
-40.0,0.20371,0.12174438570522725,12.174438570522724,1,direct
-35.0,0.46931999999999996,0.280482426484597,28.0482426484597,0,vertical_offset_rows
-30.0,0.95983,0.573628755247402,57.3628755247402,1,direct
-25.0,1.40075,0.8371383254459627,83.71383254459627,0,vertical_offset_rows
-20.0,1.6095,0.9618947955061766,96.18947955061766,1,direct
-15.0,1.6738499999999998,1.000352658252882,100.0352658252882,0,vertical_offset_rows
-10.0,1.6686,0.9972150703831044,99.72150703831045,1,direct
-5.0,1.518,0.9072111212043344,90.72111212043345,0,vertical_offset_rows
0.0,1.0275,0.6140707687993766,61.40707687993766,1,direct
5.0,0.40688,0.24316604808670592,24.31660480867059,0,vertical_offset_rows
10.0,0.15302,0.09145022777779133,9.145022777779133,1,direct
15.0,0.0758115,0.04530766529326904,4.530766529326904,0,vertical_offset_rows
20.0,0.047029,0.028106213319577498,2.81062133195775,1,direct
25.0,0.033905,0.020262841280917626,2.0262841280917625,0,vertical_offset_rows
30.0,0.026165,0.01563714030718802,1.5637140307188018,1,direct
35.0,0.0184575,0.011030862496461794,1.1030862496461795,0,vertical_offset_rows
40.0,0.014062,0.008403954404726844,0.8403954404726844,1,direct
45.0,0.011723500000000001,0.007006383122160089,0.7006383122160089,0,vertical_offset_rows
50.0,0.011094,0.006630171395679107,0.6630171395679108,1,direct
55.0,0.0108515,0.006485244717884608,0.6485244717884608,0,vertical_offset_rows
60.0,0.010258,0.006130547879653532,0.6130547879653533,1,direct
65.0,0.008635750000000001,0.0051610332278921815,0.5161033227892181,0,vertical_offset_rows
70.0,0.0077899,0.004655522999387118,0.4655522999387118,1,direct
75.0,0.00685425,0.004096345077414235,0.4096345077414235,0,vertical_offset_rows
80.0,0.005468,0.0032678724708467065,0.32678724708467066,1,direct
85.0,0.00413045,0.0024685047269950217,0.24685047269950217,0,vertical_offset_rows
90.0,0.0035251,0.0021067259047150193,0.21067259047150194,1,direct
95.0,0.0031348,0.001873468657938964,0.1873468657938964,0,vertical_offset_rows
100.0,0.0026799,0.0016016041394700234,0.16016041394700234,1,direct
105.0,0.0029468000000000003,0.0017611131304116818,0.17611131304116817,0,vertical_offset_rows
110.0,0.003133,0.0018723929135264687,0.18723929135264689,1,direct
115.0,0.00358195,0.0021407014990763276,0.21407014990763276,0,vertical_offset_rows
120.0,0.0044007,0.00263001579781549,0.26300157978154903,1,direct
125.0,0.004780400000000001,0.002856938105273518,0.2856938105273518,0,vertical_offset_rows
