metric,mcc,csv_aligned_or_width,csv_minus_mcc
normalization_position_mm,-14.751244935168737,-14.751244935168737,0.0
normalization_dose_gy,1.9286853213634547,1.9851227694620392,0.05643744809858453
peak_position_mm,0.0,-5.035994250718726,-5.035994250718726
peak_relative_dose,1.0075775340200204,1.0132241972989857,0.005646663278965347
fwhm_mm,74.2793934474305,72.39108934642144,-1.888304101009055
left_50_mm,-52.80807442590671,-52.16037971953235,0.6476947063743594
right_50_mm,21.47131902152378,20.230709626889094,-1.240609394634685
left_penumbra_mm,12.562222122427876,11.364364401524924,-1.1978577209029524
right_penumbra_mm,8.0043736172437,6.76595155487443,-1.2384220623692705
flatness_percent,8.090218872542206,8.598752814913116,0.5085339423709101
symmetry_percent,7.51238893513646,9.665442706785132,2.153053771648672
