x_mm,intensity,net_od,dose_cgy,dose_gy,normalized_percent,smoothed_percent
0,34801.7625,0.02712844743,18.49496364,0.1849496364,11.52584552,11.52584552
0.127,34855.2875,0.02646101702,18.0399394,0.180399394,11.24227972,11.24227972
0.254,34908.55,0.02579787649,17.58783981,0.1758783981,10.96053653,10.96053653
0.381,34779.2625,0.02740931786,18.68644856,0.1868644856,11.64517668,11.64517668
0.508,34810.5375,0.02701895718,18.42031808,0.1842031808,11.47932728,11.47932728
0.635,34770.025,0.0275246834,18.76509962,0.1876509962,11.69419111,11.69419111
0.762,34712.725,0.02824097858,19.25343768,0.1925343768,11.99851769,11.99851769
0.889,34749.6375,0.02777940785,18.93875938,0.1893875938,11.80241384,11.80241384
1.016,34792.3375,0.02724607883,18.57515947,0.1857515947,11.57582263,11.57582263
1.143,34707.3125,0.0283087002,19.29960726,0.1929960726,12.02729003,12.02729003
1.27,34674.4875,0.02871963556,19.57976463,0.1957976463,12.20188084,12.20188084
1.397,34614.8875,0.02946676187,20.08912197,0.2008912197,12.51930639,12.51930639
1.524,34622.55,0.02937063522,20.02358712,0.2002358712,12.47846583,12.47846583
1.651,34618.725,0.02941861748,20.05629928,0.2005629928,12.49885167,12.49885167
1.778,34572.65,0.02999701677,20.45062608,0.2045062608,12.74459153,12.74459153
1.905,34565.2,0.03009061221,20.51443527,0.2051443527,12.78435667,12.78435667
2.032,34529.0125,0.03054552826,20.82457671,0.2082457671,12.9776332,12.9776332
2.159,34548.2625,0.0303034756,20.65955602,0.2065955602,12.87479423,12.87479423
2.286,34520.25,0.03065575407,20.89972374,0.2089972374,13.02446395,13.02446395
2.413,34536.075,0.03045670756,20.76402272,0.2076402272,12.93989666,12.93989666
2.54,34507.0875,0.03082138124,21.01264095,0.2101264095,13.09483264,13.09483264
2.667,34501.35,0.03089359747,21.06187475,0.2106187475,13.12551457,13.12551457
2.794,34466.1625,0.03133675506,21.3639998,0.213639998,13.31379537,13.31379537
2.921,34430.6125,0.03178493773,21.66955072,0.2166955072,13.50421114,13.50421114
3.048,34542.825,0.03037183395,20.70615969,0.2070615969,12.90383709,12.90383709
3.175,34530.2625,0.03052980646,20.81385829,0.2081385829,12.9709536,12.9709536
3.302,34430.475,0.0317866721,21.67073314,0.2167073314,13.50494801,13.50494801
3.429,34454.4625,0.03148420716,21.46452606,0.2146452606,13.37644216,13.37644216
3.556,34495.5125,0.03096708469,21.11197506,0.2111197506,13.1567365,13.1567365
3.683,34462.15,0.03138731793,21.39847131,0.2139847131,13.33527761,13.33527761
3.81,34467.0125,0.03132604468,21.35669794,0.2135669794,13.30924494,13.30924494
3.937,34425.6625,0.03184737961,21.71212081,0.2171212081,13.53074032,13.53074032
4.064,34372.1625,0.03252283002,22.17261272,0.2217261272,13.81771351,13.81771351
4.191,34382.6,0.03239097155,22.08271751,0.2208271751,13.76169187,13.76169187
4.318,34373.1875,0.03250987927,22.16378348,0.2216378348,13.81221123,13.81221123
4.445,34392.6375,0.0322642041,21.99629313,0.2199629313,13.7078332,13.7078332
4.572,34333.15,0.03301603541,22.50885813,0.2250885813,14.02725773,14.02725773
4.699,34361.45,0.03265820424,22.26490482,0.2226490482,13.87522887,13.87522887
4.826,34343.225,0.03288861118,22.42198598,0.2242198598,13.97312002,13.97312002
4.953,34411.275,0.03202892203,21.83588832,0.2183588832,13.60787079,13.60787079
5.08,34406.35,0.03209108344,21.87826719,0.2187826719,13.63428081,13.63428081
5.207,34456.1875,0.03146246428,21.44970273,0.2144970273,13.36720444,13.36720444
5.334,34405.25,0.03210496842,21.88773335,0.2188773335,13.64018001,13.64018001
5.461,34416.6875,0.03196061784,21.78932158,0.2178932158,13.57885094,13.57885094
5.588,34320.5625,0.0331752892,22.61743025,0.2261743025,14.0949186,14.0949186
5.715,34445.1375,0.03160176361,21.54467079,0.2154467079,13.42638743,13.42638743
5.842,34448.475,0.03155968546,21.51598379,0.2151598379,13.40851002,13.40851002
5.969,34480.6,0.03115487193,21.24,0.2124,13.23652015,13.23652015
6.096,34408.525,0.03206363035,21.8595509,0.218595509,13.62261704,13.62261704
6.223,34463.45,0.03137093555,21.38730253,0.2138730253,13.32831736,13.32831736
6.35,34454.3875,0.03148515253,21.46517056,0.2146517056,13.37684381,13.37684381
6.477,34410.55,0.03203807213,21.84212645,0.2184212645,13.61175832,13.61175832
6.604,34421.7625,0.03189658257,21.74566519,0.2174566519,13.55164479,13.55164479
6.731,34458.05,0.0314389895,21.43369867,0.2143369867,13.3572309,13.3572309
6.858,34419.2375,0.0319284413,21.76738505,0.2176738505,13.56518035,13.56518035
6.985,34494.175,0.03098392399,21.12345534,0.2112345534,13.16389087,13.16389087
7.112,34444.425,0.03161074711,21.55079534,0.2155079534,13.43020418,13.43020418
7.239,34461.025,0.03140149549,21.40813693,0.2140813693,13.34130112,13.34130112
7.366,34429.5625,0.03179818223,21.67858023,0.2167858023,13.50983823,13.50983823
7.493,34511.1875,0.0307697831,20.97746364,0.2097746364,13.07291055,13.07291055
7.62,34441.1625,0.03165188448,21.57884096,0.2157884096,13.44768188,13.44768188
7.747,34481.4625,0.03114400859,21.23259387,0.2123259387,13.23190473,13.23190473
7.874,34485.8375,0.0310889089,21.19502936,0.2119502936,13.20849497,13.20849497
8.001,34457.0875,0.0314511206,21.44196912,0.2144196912,13.36238494,13.36238494
8.128,34491.8125,0.03101366976,21.14373468,0.2114373468,13.17652872,13.17652872
8.255,34485.5125,0.03109300178,21.1978197,0.211978197,13.21023388,13.21023388
8.382,34480.9875,0.03114999126,21.23667258,0.2123667258,13.23444654,13.23444654
8.509,34546.1625,0.03032987479,20.67755381,0.2067755381,12.88601024,12.88601024
8.636,34608.9625,0.02954110604,20.13980651,0.2013980651,12.5508924,12.5508924
8.763,34475.725,0.03121627849,21.28186426,0.2128186426,13.26260946,13.26260946
8.89,34496.55,0.03095402289,21.1030701,0.211030701,13.15118703,13.15118703
9.017,34499.1375,0.03092144877,21.08086252,0.2108086252,13.13734752,13.13734752
9.144,34521.3,0.03064254437,20.89071796,0.2089071796,13.01885165,13.01885165
