x_mm,intensity,net_od,dose_cgy,dose_gy,normalized_percent,smoothed_percent
0,35625.675,0.01696658466,11.56705953,0.1156705953,7.647747776,7.647747776
0.127,35579.475,0.01753015086,11.95127379,0.1195127379,7.901777224,7.901777224
0.254,35570.425,0.01764063212,12.02659498,0.1202659498,7.951577039,7.951577039
0.381,35545.8375,0.01794093519,12.2313282,0.122313282,8.086939705,8.086939705
0.508,35582.1625,0.01749734762,11.92891,0.1192891,7.886991045,7.886991045
0.635,35500.075,0.01850041576,12.61275706,0.1261275706,8.339127544,8.339127544
0.762,35321.2875,0.02069316063,14.10767256,0.1410767256,9.327515014,9.327515014
0.889,35464.2375,0.01893905962,12.91180485,0.1291180485,8.536847806,8.536847806
1.016,35478.625,0.01876290625,12.79171135,0.1279171135,8.457446057,8.457446057
1.143,35442.625,0.01920380662,13.09229753,0.1309229753,8.656183451,8.656183451
1.27,35418.675,0.01949737598,13.29244001,0.1329244001,8.788510874,8.788510874
1.397,35376.2875,0.02001743162,13.64699071,0.1364699071,9.022927782,9.022927782
1.524,35440.125,0.01923444133,13.11318291,0.1311318291,8.669992154,8.669992154
1.651,35407.9375,0.01962905635,13.3822138,0.133822138,8.847866261,8.847866261
1.778,35441.1875,0.01922142132,13.10430644,0.1310430644,8.664123337,8.664123337
1.905,35417.8125,0.01950795186,13.29965017,0.1329965017,8.793277988,8.793277988
2.032,35383.225,0.01993227224,13.58893285,0.1358893285,8.984541893,8.984541893
2.159,35446.8125,0.01915249833,13.05731783,0.1305731783,8.633056056,8.633056056
2.286,35448,0.01913794932,13.04739896,0.1304739896,8.626498038,8.626498038
2.413,35501.1,0.01848787648,12.60420834,0.1260420834,8.333475419,8.333475419
2.54,35415.8375,0.01953217006,13.31616105,0.1331616105,8.804194425,8.804194425
2.667,35478.675,0.0187622942,12.79129408,0.1279129408,8.457170173,8.457170173
2.794,35388.85,0.01986323636,13.54186726,0.1354186726,8.953423724,8.953423724
2.921,35450.2625,0.01911023097,13.02850183,0.1302850183,8.614003896,8.614003896
3.048,35469.4,0.01887584433,12.86870749,0.1286870749,8.508353291,8.508353291
3.175,35459.9,0.01899217982,12.94801983,0.1294801983,8.560791925,8.560791925
3.302,35473.8375,0.01882151408,12.83166755,0.1283166755,8.483863742,8.483863742
3.429,35467,0.01890523141,12.88874228,0.1288874228,8.52159962,8.52159962
3.556,35437.0125,0.01927258457,13.13918726,0.1313918726,8.687185351,8.687185351
3.683,35430.5875,0.0193513326,13.19287415,0.1319287415,8.722681304,8.722681304
3.81,35427.7375,0.01938626821,13.21669169,0.1321669169,8.738428651,8.738428651
3.937,35456.6875,0.01903152664,12.97484473,0.1297484473,8.578527642,8.578527642
4.064,35460.5,0.0189848314,12.94301,0.1294301,8.557479596,8.557479596
4.191,35427.2375,0.01939239755,13.2208704,0.132208704,8.741191475,8.741191475
4.318,35453.725,0.01906781461,12.99958425,0.1299958425,8.594884571,8.594884571
4.445,35481.825,0.01872373676,12.76500734,0.1276500734,8.439790271,8.439790271
4.572,35434.075,0.01930858627,13.16373161,0.1316373161,8.703413247,8.703413247
4.699,35405.9,0.01965404793,13.39925194,0.1339925194,8.859131306,8.859131306
4.826,35419.6625,0.01948526769,13.28418511,0.1328418511,8.783053017,8.783053017
4.953,35460.0125,0.01899080198,12.94708048,0.1294708048,8.560170859,8.560170859
5.08,35506.35,0.01842365657,12.56042607,0.1256042607,8.304528068,8.304528068
5.207,35450.05,0.01911283428,13.03027665,0.1303027665,8.615177345,8.615177345
5.334,35400.425,0.01972121036,13.44504028,0.1344504028,8.889405006,8.889405006
5.461,35494.45,0.01856923534,12.65967517,0.1265967517,8.370148209,8.370148209
5.588,35455.8,0.0190423974,12.98225593,0.1298225593,8.583427676,8.583427676
5.715,35471.8875,0.01884538794,12.84794368,0.1284794368,8.494624969,8.494624969
5.842,35496.9125,0.01853910631,12.63913455,0.1263913455,8.356567446,8.356567446
