X [mm],Dose [Gy]
-100.0,0.00758137314801102
-99.9,0.00758662936969927
-99.8,0.007591885591387522
-99.7,0.007597141813075771
-99.6,0.007602398034764021
-99.5,0.007617613599941171
-99.4,0.007632829165118321
-99.3,0.007648044730295471
-99.2,0.007663260295472622
-99.1,0.0076784758606497725
-99.0,0.007693691425826921
-98.9,0.00770890699100407
-98.8,0.0077241225561812225
-98.7,0.007739338121358371
-98.6,0.007754553686535524
-98.5,0.0077697692517126726
-98.4,0.007784984816889822
-98.3,0.007800200382066973
-98.2,0.007815415947244123
-98.1,0.007830631512421273
-98.0,0.007845847077598422
-97.9,0.007861062642775574
-97.8,0.007876278207952725
-97.7,0.007891493773129872
-97.6,0.007906709338307024
-97.5,0.007947109909152074
-97.4,0.007987510479997122
-97.3,0.008027911050842173
-97.2,0.008068311621687222
-97.1,0.008108712192532275
-97.0,0.008149112763377323
-96.9,0.008189513334222371
-96.8,0.008229913905067424
-96.7,0.008270314475912472
-96.6,0.008310715046757526
-96.5,0.008351115617602574
-96.4,0.008391516188447622
-96.3,0.008431916759292675
-96.2,0.008472317330137723
-96.1,0.008512717900982776
-96.0,0.008553118471827824
-95.9,0.008593519042672873
-95.8,0.008633919613517926
-95.7,0.008674320184362976
-95.6,0.008714720755208027
-95.5,0.008775290202862975
-95.4,0.00883585965051792
-95.3,0.008896429098172875
-95.2,0.008956998545827823
-95.1,0.009017567993482776
-95.0,0.009078137441137725
-94.9,0.009138706888792671
-94.8,0.009199276336447624
-94.7,0.00925984578410257
-94.6,0.009320415231757525
-94.5,0.009380984679412471
-94.4,0.009441554127067419
-94.3,0.009502123574722373
-94.2,0.00956269302237732
-94.1,0.009623262470032274
-94.0,0.00968383191768722
-93.9,0.009744401365342168
-93.8,0.009804970812997124
-93.7,0.009865540260652068
-93.6,0.009926109708307025
-93.5,0.009922007936189076
-93.4,0.009917906164071125
-93.3,0.009913804391953177
-93.2,0.00990970261983523
-93.1,0.009905600847717277
-93.0,0.009901499075599328
-92.9,0.009897397303481381
-92.8,0.00989329553136343
-92.7,0.00988919375924548
-92.6,0.009885091987127531
-92.5,0.009880990215009582
-92.4,0.009876888442891633
-92.3,0.009872786670773685
-92.2,0.009868684898655734
-92.1,0.009864583126537785
-92.0,0.009860481354419836
-91.9,0.009856379582301887
-91.8,0.009852277810183939
-91.7,0.009848176038065988
-91.6,0.00984407426594804
-91.5,0.009938716624418434
-91.4,0.010033358982888829
-91.3,0.010128001341359234
-91.2,0.010222643699829628
-91.1,0.010317286058300037
-91.0,0.010411928416770432
-90.9,0.010506570775240826
-90.8,0.010601213133711231
-90.7,0.010695855492181626
-90.6,0.010790497850652035
-90.5,0.01088514020912243
-90.4,0.010979782567592824
-90.3,0.011074424926063232
-90.2,0.011169067284533624
-90.1,0.011263709643004032
-90.0,0.011358352001474427
-89.9,0.01145299435994482
-89.8,0.011547636718415228
-89.7,0.011642279076885621
-89.6,0.01173692143535603
-89.5,0.011788992290507278
-89.4,0.011841063145658524
-89.3,0.011893134000809779
-89.2,0.011945204855961025
-89.1,0.011997275711112278
-89.0,0.012049346566263525
-88.9,0.012101417421414773
-88.8,0.012153488276566028
-88.7,0.012205559131717274
-88.6,0.012257629986868529
-88.5,0.012309700842019773
-88.4,0.01236177169717102
-88.3,0.012413842552322276
-88.2,0.012465913407473524
-88.1,0.012517984262624775
-88.0,0.012570055117776022
-87.9,0.01262212597292727
-87.8,0.012674196828078526
-87.7,0.01272626768322977
-87.6,0.012778338538381026
-87.5,0.012841434548788975
-87.4,0.012904530559196922
-87.3,0.012967626569604878
-87.2,0.013030722580012826
-87.1,0.01309381859042078
-87.0,0.013156914600828728
-86.9,0.013220010611236677
