x_aligned_mm,mcc_dose_gy,csv_dose_gy,dose_difference_gy,dose_difference_percent_of_mcc,dose_ratio_csv_to_mcc,mcc_relative,csv_relative,region
-99.0,0.00776811,0.0007851607954476191,-0.006982949204552381,-89.8925118793681,0.10107488120631906,0.004435857184545099,0.00042741400023058143,tail
-98.0,0.00786392,0.0008971328767246186,-0.0069667871232753815,-88.5917853090492,0.11408214690950806,0.0044905679799446575,0.0004883676742426187,tail
-97.0,0.00795973,0.0009677117036054529,-0.006992018296394547,-87.84240541318043,0.12157594586819565,0.004545278775344217,0.0005267883122872391,tail
-96.0,0.00805554,0.0009879430359434557,-0.0070675969640565444,-87.73585587132015,0.12264144128679837,0.004599989570743775,0.0005378015400677351,tail
-95.0,0.00815135,0.0009644864519996792,-0.00718686354800032,-88.16777034479345,0.11832229655206551,0.004654700366143334,0.0005250325984276494,tail
-94.0,0.00837446,0.0008878913275214256,-0.007486568672478574,-89.39762889163688,0.10602371108363114,0.004782103826759089,0.0004833368989719144,tail
-93.0,0.00859757,0.0009113640182342771,-0.007686205981765723,-89.39974878675862,0.10600251213241381,0.004909507287374845,0.000496114608572195,tail
-92.0,0.00882068,0.0010565513180722799,-0.0077641286819277195,-88.0218835954566,0.11978116404543414,0.0050369107479906,0.0005751494826594322,tail
-91.0,0.00904379,0.001213953973546281,-0.00782983602645372,-86.57693319342576,0.13423066806574246,0.005164314208606356,0.0006608339679433732,tail
-90.0,0.0092669,0.0013862144255427787,-0.007880685574457221,-85.04122818264167,0.14958771817358327,0.005291717669222111,0.0007546065165681128,tail
-89.0,0.00946752,0.001446873469797448,-0.008020646530202551,-84.71750289624475,0.15282497103755238,0.005406278568638242,0.0007876271728532644,tail
-88.0,0.00966814,0.0013717893513261986,-0.008296350648673801,-85.81123823893532,0.14188761761064678,0.005520839468054373,0.0007467540120744102,tail
-87.0,0.009868759999999999,0.001472407116124442,-0.008396352883875557,-85.08012033807245,0.1491987966192756,0.005635400367470502,0.0008015267944089634,tail
-86.0,0.01006938,0.0017867348135704431,-0.008282645186429556,-82.25576139175953,0.1774423860824046,0.005749961266886633,0.0009726357689370046,tail
-85.0,0.01027,0.002147247189436843,-0.008122752810563157,-79.09204294608722,0.20907957053912787,0.005864522166302764,0.001168886062628558,tail
-84.0,0.0106254,0.0025639349706598437,-0.008061465029340156,-75.86975576769021,0.24130244232309783,0.0060674677532457045,0.0013957162768373488,tail
-83.0,0.0109808,0.0034318198068743924,-0.007548980193125608,-68.74708758128376,0.31252912418716233,0.006270413340188645,0.0018681623436005873,tail
-82.0,0.0113362,0.004848505204806385,-0.0064876947951936145,-57.22989004422659,0.4277010995577341,0.006473358927131587,0.0026393561888729622,tail
-81.0,0.0116916,0.006555789081995193,-0.005135810918004807,-43.9273574019365,0.560726425980635,0.006676304514074528,0.0035687416545117988,tail
-80.0,0.012047,0.008616534062012704,-0.003430465937987296,-28.475686378246003,0.71524313621754,0.006879250101017469,0.004690538948099587,tail
-79.0,0.0125608,0.00976629957451781,-0.0027945004254821913,-22.247790152555503,0.777522098474445,0.007172647519619841,0.0053164309690413745,tail
-78.0,0.0130746,0.009808021410866318,-0.003266578589133682,-24.984156984792513,0.7501584301520748,0.007466044938222212,0.005339142873499766,tail
-77.0,0.0135884,0.010307366743298981,-0.003281033256701019,-24.145839515329392,0.7585416048467061,0.007759442356824585,0.005610968959658131,tail
-76.0,0.0141022,0.011363329254251986,-0.0027388707457480146,-19.4215848998597,0.805784151001403,0.008052839775426956,0.006185797916372212,tail
-75.0,0.014616,0.011851380079332053,-0.0027646199206679475,-18.915024087766472,0.8108497591223353,0.008346237194029328,0.006451475668843774,tail
-74.0,0.0150788,0.01164866785805579,-0.0034301321419442105,-22.74804455224693,0.7725195544775306,0.00861051186380196,0.006341126245014072,tail
-73.0,0.015541600000000001,0.011820612642086371,-0.0037209873579136295,-23.942112510382646,0.7605788748961735,0.00887478653357459,0.006434726955069134,tail
-72.0,0.016004400000000002,0.012448260699640369,-0.003556139300359633,-22.219760193194574,0.7778023980680543,0.009139061203347221,0.006776396545007296,tail
-71.0,0.0164672,0.013276997641559676,-0.0031902023584403257,-19.373071065149663,0.8062692893485034,0.009403335873119851,0.007227531871093785,tail
-70.0,0.01693,0.014350323264796686,-0.0025796767352033144,-15.237310899015442,0.8476268910098456,0.009667610542892483,0.007811812697183909,tail
-69.0,0.01755,0.015073854984454326,-0.002476145015545673,-14.109088407667654,0.8589091159233234,0.01002165180317561,0.008205677989982032,tail
-68.0,0.01817,0.015371924949328817,-0.0027980750506711814,-15.399422403253615,0.8460057759674638,0.010375693063458737,0.008367936825082127,tail
-67.0,0.01879,0.015702307101651308,-0.0030876928983486936,-16.432639160982934,0.8356736083901707,0.010729734323741864,0.00854778528179021,tail
-66.0,0.01941,0.01607199125389956,-0.003338008746100442,-17.197366028338184,0.8280263397166181,0.01108377558402499,0.00874902836887557,tail
-65.0,0.02003,0.016468514406486296,-0.003561485593513703,-17.780756832320037,0.8221924316767997,0.011437816844308118,0.008964881666459689,tail
-64.0,0.0214396,0.016897682405263296,-0.004541917594736704,-21.184712376801357,0.7881528762319864,0.01224274678059053,0.009198505673404226,tail
-63.0,0.0228492,0.01823826226200822,-0.004610937737991781,-20.17986510683867,0.7982013489316133,0.013047676716872944,0.009928270331194136,tail
-62.0,0.0242588,0.02068741172060498,-0.0035713882793950193,-14.722031919942532,0.8527796808005746,0.013852606653155356,0.0112615014009709,tail
-61.0,0.0256684,0.023055611787730777,-0.0026127882122692243,-10.179006920062116,0.8982099307993788,0.014657536589437768,0.012550666461052018,tail
-60.0,0.027078,0.025325351390590528,-0.0017526486094094733,-6.472592545274663,0.9352740745472534,0.015462466525720182,0.013786233097548424,tail
-59.0,0.029135,0.026947164087662154,-0.0021878359123378467,-7.509304658787872,0.9249069534121213,0.01663708406185307,0.014669091050338779,tail
-58.0,0.031192,0.02778088952681715,-0.0034111104731828525,-10.9358504526252,0.890641495473748,0.017811701597985962,0.015122941939366015,tail
-57.0,0.033249,0.030032154814438987,-0.003216845185561014,-9.67501334043434,0.9032498665956566,0.018986319134118853,0.01634845180656989,tail
-56.0,0.035306000000000004,0.03400760392925802,-0.001298396070741982,-3.6775507583469715,0.9632244924165303,0.020160936670251744,0.018512546879489618,tail
-55.0,0.037363,0.03739631047196834,3.331047196834108e-05,0.08915363318882606,1.0008915363318882,0.021335554206384635,0.020357239874128564,tail
-54.0,0.0412572,0.04007134956141304,-0.0011858504385869606,-2.8742872482547543,0.9712571275174524,0.02355927594153714,0.02181343733663802,tail
-53.0,0.0451514,0.044081691044009344,-0.0010697089559906572,-2.369160105756759,0.9763083989424324,0.025782997676689644,0.02399652659084605,tail
-52.0,0.0490456,0.04971618919012362,0.0006705891901236175,1.3672769629153634,1.0136727696291536,0.02800671941184215,0.027063749770971274,tail
-51.0,0.0529398,0.05501040385422144,0.002070603854221441,3.9112423058293397,1.0391124230582933,0.030230441146994656,0.029945734557758067,tail
-50.0,0.056834,0.05989072449129092,0.0030567244912909144,5.378337775435328,1.0537833777543533,0.03245416288214716,0.032602409952138325,tail
-49.0,0.0650906,0.06638167875783568,0.0012910787578356842,1.9835103038467676,1.0198351030384676,0.03716896460739501,0.0361358578069768,tail
-48.0,0.0733472,0.07483168091886093,0.0014844809188609281,2.023909459203525,1.0202390945920352,0.04188376633264286,0.04073574262871177,tail
-47.0,0.0816038,0.08375246911390799,0.002148669113907986,2.6330503161715337,1.0263305031617154,0.046598568057890706,0.04559190685616928,tail
-46.0,0.0898604,0.0932458843619502,0.003385484361950186,3.767493091450946,1.0376749309145095,0.05131336978313855,0.05075978916835537,tail
-45.0,0.09811700000000001,0.10582891286592518,0.007711912865925166,7.859915066629804,1.078599150666298,0.056028171508386404,0.05760954857952579,tail
-44.0,0.1191576,0.12216990359857041,0.0030123035985704094,2.5279995556896155,1.025279995556896,0.06804307560695602,0.06650501083040011,tail
-43.0,0.1401982,0.14097514608536144,0.0007769460853614407,0.5541769333425399,1.0055417693334254,0.08005797970552564,0.0767419253110871,tail
-42.0,0.16123880000000002,0.16277771032309715,0.0015389103230971368,0.9544292832104535,1.0095442928321046,0.09207288380409524,0.08861047663224961,tail
-41.0,0.1822794,0.19093635223852262,0.008656952238522614,4.749276242143991,1.0474927624214398,0.10408778790266486,0.10393905372360979,low_dose
-40.0,0.20332,0.22682602644071906,0.023506026440719058,11.561098977335757,1.1156109897733575,0.11610269200123448,0.1234761336525534,low_dose
-39.0,0.256457,0.2677602812555393,0.01130328125553931,4.407476206747841,1.0440747620674784,0.1464457411103708,0.14575930634571607,low_dose
-38.0,0.30959400000000004,0.3148303666198045,0.005236366619804478,1.6913656659381244,1.0169136566593813,0.1767887902195071,0.17138260999686952,low_dose
-37.0,0.362731,0.371242899613118,0.00851189961311799,2.3466148779999476,1.0234661487799994,0.20713183932864343,0.20209161448309815,penumbra_or_shoulder
-36.0,0.415868,0.43901885009756125,0.023150850097561237,5.566874608664585,1.0556687460866458,0.23747488843777975,0.23898646491876063,penumbra_or_shoulder
-35.0,0.469005,0.5190207881658652,0.05001578816586516,10.664233465712552,1.1066423346571255,0.2678179375469161,0.28253671421066406,penumbra_or_shoulder
-34.0,0.567022,0.6138934546206798,0.046871454620679764,8.266249743516083,1.0826624974351609,0.32378900562622454,0.33418206649659493,penumbra_or_shoulder
-33.0,0.6650389999999999,0.7187648034052808,0.05372580340528088,8.078594399017334,1.0807859439901732,0.379760073705533,0.3912703507735105,penumbra_or_shoulder
-32.0,0.763056,0.8357977618863892,0.07274176188638926,9.53295195718129,1.095329519571813,0.4357311417848415,0.4549789888426246,penumbra_or_shoulder
-31.0,0.861073,0.948146959398222,0.08707395939822205,10.11226218894589,1.101122621889459,0.49170220986415,0.516137951706852,penumbra_or_shoulder
-30.0,0.95909,1.0547991989568686,0.09570919895686858,9.979167644003022,1.0997916764400302,0.5476732779434584,0.5741956904625467,penumbra_or_shoulder
-29.0,1.047382,1.1586186213872935,0.11123662138729351,10.62044424930861,1.1062044424930861,0.5980910375449389,0.6307113429249432,penumbra_or_shoulder
-28.0,1.135674,1.2589924281737077,0.12331842817370764,10.858611553465838,1.1085861155346584,0.6485087971464193,0.6853513230738437,penumbra_or_shoulder
-27.0,1.2239659999999999,1.3491433562275563,0.12517735622755644,10.22719227720022,1.1022719227720021,0.6989265567478996,0.7344263265730033,penumbra_or_shoulder
-26.0,1.312258,1.4268599797381138,0.11460197973811392,8.733189642441802,1.087331896424418,0.74934431634938,0.776732530769208,penumbra_or_shoulder
-25.0,1.40055,1.496610210704781,0.09606021070478099,6.85874911318989,1.0685874911318989,0.7997620759508605,0.8147021102583039,high_dose
-24.0,1.44322,1.5566707492087384,0.11345074920873843,7.860946301238788,1.078609463012388,0.8241281091384105,0.847396961003296,high_dose
-23.0,1.48589,1.603637888011359,0.11774788801135916,7.924401403290901,1.079244014032909,0.8484941423259605,0.8729642241567864,high_dose
-22.0,1.52856,1.6346792466445617,0.10611924664456174,6.942432527644433,1.0694243252764444,0.8728601755135105,0.8898620511279426,high_dose
-21.0,1.57123,1.6645523088190126,0.09332230881901271,5.939442908995673,1.0593944290899566,0.8972262087010605,0.9061238984809296,high_dose
-20.0,1.6139,1.6930043471952758,0.07910434719527593,4.901440435917711,1.0490144043591771,0.9215922418886106,0.9216121903156992,high_dose
-19.0,1.62987,1.720417163084893,0.09054716308489308,5.555483755446329,1.0555548375544632,0.930711659512355,0.9365347658758889,high_dose
-18.0,1.64584,1.7465659505902122,0.10072595059021228,6.120032967373031,1.0612003296737302,0.9398310771360995,0.9507692487151095,high_dose
-17.0,1.66181,1.7655006277470868,0.10369062774708682,6.2396199172641165,1.0623961991726412,0.9489504947598438,0.9610766228907147,high_dose
-16.0,1.67778,1.7756606292545556,0.09788062925455554,5.833937062937664,1.0583393706293767,0.9580699123835883,0.966607371384315,high_dose
-15.0,1.69375,1.7815130572954654,0.0877630572954653,5.181582718551456,1.0518158271855145,0.9671893300073328,0.9697932279560263,high_dose
-14.0,1.7026400000000002,1.7821260922332198,0.07948609223321967,4.668402729480082,1.0466840272948008,0.9722658248523601,0.9701269426760505,high_dose
-13.0,1.71153,1.7874232069035247,0.07589320690352475,4.434231763598929,1.0443423176359894,0.9773423196973876,0.9730105061245087,high_dose
-12.0,1.72042,1.7984176672455578,0.07799766724555779,4.533641043789179,1.0453364104378917,0.982418814542415,0.9789955047418757,high_dose
-11.0,1.72931,1.81115464941351,0.0818446494135101,4.73279223583453,1.0473279223583454,0.9874953093874425,0.9859290711283207,high_dose
-10.0,1.7382,1.826011097890672,0.0878110978906721,5.051840863575658,1.0505184086357566,0.9925718042324698,0.9940164006405174,high_dose
-9.0,1.74067,1.8364781700048736,0.09580817000487363,5.504097273169161,1.0550409727316916,0.9939822589306946,0.999714307602979,high_dose
-8.0,1.74314,1.8416063504154767,0.0984663504154768,5.648791859258396,1.056487918592584,0.9953927136289192,1.002505909165243,high_dose
-7.0,1.74561,1.8415620467747909,0.09595204677479074,5.4967631243399575,1.0549676312433995,0.996803168327144,1.0024817918170512,high_dose
-6.0,1.74808,1.8352263409154546,0.08714634091545448,4.985260452350835,1.0498526045235084,0.9982136230253686,0.9990328557502938,high_dose
-5.0,1.75055,1.8347411780333227,0.08419117803332266,4.809412929269239,1.0480941292926924,0.9996240777235934,0.9987687500926785,high_dose
-4.0,1.75248,1.841372154843861,0.08889215484386104,5.072363441743188,1.050723634417432,1.0007261739047972,1.0023784213096587,high_dose
-3.0,1.75441,1.8414488257216772,0.0870388257216772,4.961145098447752,1.0496114509844776,1.0018282700860013,1.0024201582465746,high_dose
-2.0,1.75634,1.8335533550756224,0.07721335507562244,4.396264679710217,1.0439626467971022,1.002930366267205,0.9981221409333064,high_dose
-1.0,1.75827,1.829151669567887,0.0708816695678871,4.031330203432186,1.0403133020343218,1.0040324624484092,0.9957260177168566,high_dose
0.0,1.7602,1.8289995491342521,0.06879954913425212,3.9086211302267997,1.039086211302268,1.005134558629613,0.9956432086878861,high_dose
1.0,1.75557,1.8284319435409782,0.07286194354097808,4.150329724304817,1.0415032972430482,1.0024906698633052,0.9953342241097194,high_dose
2.0,1.75094,1.8273589745228485,0.07641897452284852,4.36445420875921,1.0436445420875922,0.9998467810969973,0.9947501374069428,high_dose
3.0,1.74631,1.827594734316748,0.08128473431674799,4.654656636951514,1.046546566369515,0.9972028923306894,0.9948784767702791,high_dose
4.0,1.74168,1.829422328763006,0.08774232876300614,5.03779849128463,1.0503779849128463,0.9945590035643815,0.9958733550902403,high_dose
5.0,1.73705,1.828071541537265,0.09102154153726505,5.240006996762618,1.0524000699676261,0.9919151147980737,0.9951380338987571,high_dose
6.0,1.72588,1.8228548211728903,0.09697482117289025,5.618862329529876,1.0561886232952988,0.9855366617700696,0.9922982342908938,high_dose
7.0,1.71471,1.8165791644396785,0.10186916443967853,5.940897553503422,1.0594089755350342,0.9791582087420655,0.9888819868623824,high_dose
8.0,1.70354,1.8090155009085238,0.10547550090852376,6.191548241222616,1.061915482412226,0.9727797557140615,0.9847645937054736,high_dose
9.0,1.69237,1.7979809737037982,0.10561097370379824,6.240418685263756,1.0624041868526375,0.9664013026860574,0.978757784093264,high_dose
10.0,1.6812,1.782724761289411,0.10152476128941101,6.038827105008982,1.0603882710500898,0.9600228496580533,0.9704528371139853,high_dose
