Depth [mm],Dose [Gy],PDD [%]
0,1.397339028,82.46940616
0.09523809524,1.401110973,82.6920222
0.1904761905,1.404882918,82.91463824
0.2857142857,1.408654863,83.13725427
0.380952381,1.412426809,83.35987031
0.4761904762,1.416198754,83.58248635
0.5714285714,1.419970699,83.80510239
0.6666666667,1.423742644,84.02771843
0.7619047619,1.427514589,84.25033447
0.8571428571,1.431286534,84.47295051
0.9523809524,1.43505848,84.69556655
1.047619048,1.438830425,84.91818258
1.142857143,1.44260237,85.14079862
1.238095238,1.446374315,85.36341466
1.333333333,1.45014626,85.5860307
1.428571429,1.453918206,85.80864674
1.523809524,1.457690151,86.03126278
1.619047619,1.461462096,86.25387882
1.714285714,1.465145123,86.471247
1.80952381,1.467611366,86.61680194
1.904761905,1.470077609,86.76235689
2,1.472543852,86.90791183
2.095238095,1.475010095,87.05346678
2.19047619,1.477476338,87.19902172
2.285714286,1.479942581,87.34457667
2.380952381,1.482408825,87.49013161
2.476190476,1.484875068,87.63568656
2.571428571,1.487341311,87.7812415
2.666666667,1.489807554,87.92679645
2.761904762,1.492273797,88.07235139
2.857142857,1.49474004,88.21790634
2.952380952,1.497206283,88.36346128
3.047619048,1.499672526,88.50901623
3.142857143,1.50213877,88.65457117
3.238095238,1.504605013,88.80012612
3.333333333,1.507071256,88.94568106
3.428571429,1.509537499,89.09123601
3.523809524,1.512003742,89.23679095
3.619047619,1.514469985,89.3823459
3.714285714,1.516895542,89.52549958
3.80952381,1.518764334,89.63579363
3.904761905,1.520633126,89.74608769
4,1.522501919,89.85638175
4.095238095,1.524370711,89.96667581
4.19047619,1.526239503,90.07696987
4.285714286,1.528108296,90.18726392
4.380952381,1.529977088,90.29755798
4.476190476,1.53184588,90.40785204
4.571428571,1.533714673,90.5181461
4.666666667,1.535583465,90.62844015
4.761904762,1.537452257,90.73873421
4.857142857,1.539321049,90.84902827
4.952380952,1.541189842,90.95932233
5.047619048,1.543058634,91.06961638
5.142857143,1.544927426,91.17991044
5.238095238,1.546796219,91.2902045
5.333333333,1.548665011,91.40049856
5.428571429,1.550533803,91.51079261
5.523809524,1.552402596,91.62108667
5.619047619,1.554271388,91.73138073
5.714285714,1.556088286,91.83861203
5.80952381,1.557195045,91.90393174
5.904761905,1.558301804,91.96925145
6,1.559408564,92.03457117
6.095238095,1.560515323,92.09989088
6.19047619,1.561622082,92.16521059
6.285714286,1.562728841,92.2305303
6.380952381,1.563835601,92.29585001
6.476190476,1.56494236,92.36116972
6.571428571,1.566049119,92.42648943
6.666666667,1.567155879,92.49180914
6.761904762,1.568262638,92.55712885
6.857142857,1.569369397,92.62244856
6.952380952,1.570476156,92.68776827
7.047619048,1.571582916,92.75308798
7.142857143,1.572689675,92.81840769
7.238095238,1.573796434,92.8837274
7.333333333,1.574903193,92.94904711
7.428571429,1.576009953,93.01436682
7.523809524,1.577116712,93.07968653
7.619047619,1.578223471,93.14500624
7.714285714,1.579307526,93.20898597
7.80952381,1.580080888,93.25462894
7.904761905,1.58085425,93.30027191
8,1.581627612,93.34591489
8.095238095,1.582400974,93.39155786
8.19047619,1.583174337,93.43720084
8.285714286,1.583947699,93.48284381
8.380952381,1.584721061,93.52848679
8.476190476,1.585494423,93.57412976
8.571428571,1.586267785,93.61977273
