Depth [mm],Dose [Gy],PDD [%]
0,1.485044669,82.19143522
0.09523809524,1.488813605,82.40003114
0.1904761905,1.492582541,82.60862707
0.2857142857,1.496351478,82.81722299
0.380952381,1.500120414,83.02581892
0.4761904762,1.50388935,83.23441485
0.5714285714,1.507658286,83.44301077
0.6666666667,1.511427222,83.6516067
0.7619047619,1.515196158,83.86020262
0.8571428571,1.518965094,84.06879855
0.9523809524,1.52273403,84.27739447
1.047619048,1.526502966,84.4859904
1.142857143,1.530271903,84.69458633
1.238095238,1.534040839,84.90318225
1.333333333,1.537809775,85.11177818
1.428571429,1.541578711,85.3203741
1.523809524,1.545347647,85.52897003
1.619047619,1.549116583,85.73756596
1.714285714,1.552805963,85.94175877
1.80952381,1.555406678,86.0856982
1.904761905,1.558007393,86.22963762
2,1.560608108,86.37357705
2.095238095,1.563208822,86.51751648
2.19047619,1.565809537,86.6614559
2.285714286,1.568410252,86.80539533
2.380952381,1.571010966,86.94933475
2.476190476,1.573611681,87.09327418
2.571428571,1.576212396,87.2372136
2.666666667,1.578813111,87.38115303
2.761904762,1.581413825,87.52509245
2.857142857,1.58401454,87.66903188
2.952380952,1.586615255,87.8129713
3.047619048,1.58921597,87.95691073
3.142857143,1.591816684,88.10085015
3.238095238,1.594417399,88.24478958
3.333333333,1.597018114,88.388729
3.428571429,1.599618828,88.53266843
3.523809524,1.602219543,88.67660786
3.619047619,1.604820258,88.82054728
3.714285714,1.607395293,88.96306544
3.80952381,1.609618922,89.08613465
3.904761905,1.611842551,89.20920385
4,1.61406618,89.33227306
4.095238095,1.61628981,89.45534226
4.19047619,1.618513439,89.57841147
4.285714286,1.620737068,89.70148067
4.380952381,1.622960697,89.82454988
4.476190476,1.625184326,89.94761908
4.571428571,1.627407955,90.07068829
4.666666667,1.629631584,90.19375749
4.761904762,1.631855213,90.3168267
4.857142857,1.634078842,90.4398959
4.952380952,1.636302471,90.56296511
5.047619048,1.6385261,90.68603431
5.142857143,1.64074973,90.80910352
5.238095238,1.642973359,90.93217272
5.333333333,1.645196988,91.05524193
5.428571429,1.647420617,91.17831113
5.523809524,1.649644246,91.30138034
5.619047619,1.651867875,91.42444954
5.714285714,1.654030452,91.54413975
5.80952381,1.655357573,91.6175907
5.904761905,1.656684693,91.69104165
6,1.658011814,91.76449261
6.095238095,1.659338934,91.83794356
6.19047619,1.660666055,91.91139452
6.285714286,1.661993176,91.98484547
6.380952381,1.663320296,92.05829642
6.476190476,1.664647417,92.13174738
6.571428571,1.665974537,92.20519833
6.666666667,1.667301658,92.27864928
6.761904762,1.668628779,92.35210024
6.857142857,1.669955899,92.42555119
6.952380952,1.67128302,92.49900214
7.047619048,1.67261014,92.5724531
7.142857143,1.673937261,92.64590405
7.238095238,1.675264382,92.71935501
7.333333333,1.676591502,92.79280596
7.428571429,1.677918623,92.86625691
7.523809524,1.679245743,92.93970787
7.619047619,1.680572864,93.01315882
7.714285714,1.68187965,93.08548434
7.80952381,1.682908175,93.14240917
7.904761905,1.683936699,93.19933399
8,1.684965224,93.25625881
8.095238095,1.685993748,93.31318363
8.19047619,1.687022273,93.37010845
8.285714286,1.688050797,93.42703327
8.380952381,1.689079322,93.48395809
8.476190476,1.690107846,93.54088291
8.571428571,1.69113637,93.59780773
8.666666667,1.692164895,93.65473256
8.761904762,1.693193419,93.71165738
8.857142857,1.694221944,93.7685822
8.952380952,1.695250468,93.82550702
9.047619048,1.696278993,93.88243184
9.142857143,1.697307517,93.93935666
9.238095238,1.698336042,93.99628148
9.333333333,1.699364566,94.0532063
9.428571429,1.700393091,94.11013113
9.523809524,1.701421615,94.16705595
9.619047619,1.70245014,94.22398077
9.714285714,1.703448261,94.27922287
9.80952381,1.704030331,94.3114382
9.904761905,1.704612401,94.34365353
10,1.705194472,94.37586886
10.0952381,1.705776542,94.40808419
10.19047619,1.706358613,94.44029953
10.28571429,1.706940683,94.47251486
10.38095238,1.707522754,94.50473019
10.47619048,1.708104824,94.53694552
10.57142857,1.708686895,94.56916085
