Depth [mm],Dose [Gy],PDD [%]
0,1.45924045,81.59433341
0.09523809524,1.463173268,81.81423937
0.1904761905,1.467106086,82.03414533
0.2857142857,1.471038904,82.25405128
0.380952381,1.474971722,82.47395724
0.4761904762,1.478904541,82.6938632
0.5714285714,1.482837359,82.91376915
0.6666666667,1.486770177,83.13367511
0.7619047619,1.490702995,83.35358107
0.8571428571,1.494635813,83.57348702
0.9523809524,1.498568631,83.79339298
1.047619048,1.502501449,84.01329894
1.142857143,1.506434267,84.23320489
1.238095238,1.510367085,84.45311085
1.333333333,1.514299903,84.6730168
1.428571429,1.518232721,84.89292276
1.523809524,1.522165539,85.11282872
1.619047619,1.526098357,85.33273467
1.714285714,1.529966741,85.54903778
1.80952381,1.532953396,85.71603842
1.904761905,1.535940051,85.88303906
2,1.538926705,86.05003969
2.095238095,1.54191336,86.21704033
2.19047619,1.544900014,86.38404097
2.285714286,1.547886669,86.55104161
2.380952381,1.550873323,86.71804225
2.476190476,1.553859978,86.88504289
2.571428571,1.556846632,87.05204352
2.666666667,1.559833287,87.21904416
2.761904762,1.562819941,87.3860448
2.857142857,1.565806596,87.55304544
2.952380952,1.568793251,87.72004608
3.047619048,1.571779905,87.88704672
3.142857143,1.57476656,88.05404736
3.238095238,1.577753214,88.22104799
3.333333333,1.580739869,88.38804863
3.428571429,1.583726523,88.55504927
3.523809524,1.586713178,88.72204991
3.619047619,1.589699832,88.88905055
3.714285714,1.592622071,89.05244934
3.80952381,1.594662826,89.16655943
3.904761905,1.596703581,89.28066952
4,1.598744337,89.39477961
4.095238095,1.600785092,89.50888969
4.19047619,1.602825847,89.62299978
4.285714286,1.604866602,89.73710987
4.380952381,1.606907357,89.85121996
4.476190476,1.608948112,89.96533005
4.571428571,1.610988868,90.07944014
4.666666667,1.613029623,90.19355022
4.761904762,1.615070378,90.30766031
4.857142857,1.617111133,90.4217704
4.952380952,1.619151888,90.53588049
5.047619048,1.621192643,90.64999058
5.142857143,1.623233399,90.76410067
5.238095238,1.625274154,90.87821075
5.333333333,1.627314909,90.99232084
5.428571429,1.629355664,91.10643093
5.523809524,1.631396419,91.22054102
5.619047619,1.633437174,91.33465111
5.714285714,1.635430124,91.4460881
5.80952381,1.636768882,91.52094561
5.904761905,1.638107641,91.59580313
6,1.639446399,91.67066065
6.095238095,1.640785158,91.74551817
6.19047619,1.642123917,91.82037568
6.285714286,1.643462675,91.8952332
6.380952381,1.644801434,91.97009072
6.476190476,1.646140192,92.04494824
6.571428571,1.647478951,92.11980575
6.666666667,1.64881771,92.19466327
6.761904762,1.650156468,92.26952079
6.857142857,1.651495227,92.34437831
6.952380952,1.652833986,92.41923582
7.047619048,1.654172744,92.49409334
7.142857143,1.655511503,92.56895086
7.238095238,1.656850261,92.64380838
7.333333333,1.65818902,92.71866589
7.428571429,1.659527779,92.79352341
7.523809524,1.660866537,92.86838093
7.619047619,1.662205296,92.94323845
7.714285714,1.663521752,93.01684892
7.80952381,1.664533018,93.07339448
7.904761905,1.665544284,93.12994004
8,1.66655555,93.18648559
8.095238095,1.667566816,93.24303115
8.19047619,1.668578082,93.29957671
8.285714286,1.669589348,93.35612227
8.380952381,1.670600614,93.41266783
8.476190476,1.671611879,93.46921338
8.571428571,1.672623145,93.52575894
8.666666667,1.673634411,93.5823045
8.761904762,1.674645677,93.63885006
8.857142857,1.675656943,93.69539562
8.952380952,1.676668209,93.75194118
9.047619048,1.677679475,93.80848673
9.142857143,1.678690741,93.86503229
9.238095238,1.679702007,93.92157785
9.333333333,1.680713272,93.97812341
9.428571429,1.681724538,94.03466897
9.523809524,1.682735804,94.09121453
9.619047619,1.68374707,94.14776008
9.714285714,1.684746879,94.20366502
9.80952381,1.685589909,94.25080355
9.904761905,1.686432938,94.29794208
10,1.687275968,94.34508061
10.0952381,1.688118998,94.39221913
10.19047619,1.688962028,94.43935766
10.28571429,1.689805057,94.48649619
10.38095238,1.690648087,94.53363472
10.47619048,1.691491117,94.58077324
10.57142857,1.692334146,94.62791177
10.66666667,1.693177176,94.6750503
10.76190476,1.694020206,94.72218883
10.85714286,1.694863235,94.76932735
10.95238095,1.695706265,94.81646588
11.04761905,1.696549295,94.86360441
11.14285714,1.697392325,94.91074294
11.23809524,1.698235354,94.95788146
11.33333333,1.699078384,95.00501999
11.42857143,1.699921414,95.05215852
11.52380952,1.700764443,95.09929705
11.61904762,1.701607473,95.14643557
11.71428571,1.702448704,95.19347353
11.80952381,1.703265323,95.23913529
11.9047619,1.704081942,95.28479705
12,1.704898561,95.3304588
12.0952381,1.70571518,95.37612056
12.19047619,1.706531799,95.42178231
12.28571429,1.707348418,95.46744407
12.38095238,1.708165037,95.51310583
12.47619048,1.708981656,95.55876758
12.57142857,1.709798275,95.60442934
12.66666667,1.710614894,95.6500911
12.76190476,1.711431513,95.69575285
12.85714286,1.712248132,95.74141461
12.95238095,1.713064751,95.78707637
13.04761905,1.71388137,95.83273812
13.14285714,1.714697989,95.87839988
13.23809524,1.715514608,95.92406164
13.33333333,1.716331227,95.96972339
13.42857143,1.717147846,96.01538515
13.52380952,1.717964465,96.06104691
13.61904762,1.718781084,96.10670866
13.71428571,1.719604115,96.15272895
13.80952381,1.720514888,96.20365539
13.9047619,1.721425661,96.25458184
14,1.722336434,96.30550828
14.0952381,1.723247207,96.35643473
14.19047619,1.724157981,96.40736117
14.28571429,1.725068754,96.45828761
14.38095238,1.725979527,96.50921406
14.47619048,1.7268903,96.5601405
14.57142857,1.727801073,96.61106695
14.66666667,1.728711846,96.66199339
14.76190476,1.72962262,96.71291984
14.85714286,1.730533393,96.76384628
14.95238095,1.731444166,96.81477273
15.04761905,1.732354939,96.86569917
15.14285714,1.733265712,96.91662562
15.23809524,1.734176485,96.96755206
15.33333333,1.735087258,97.01847851
15.42857143,1.735998032,97.06940495
15.52380952,1.736908805,97.1203314
15.61904762,1.737819578,97.17125784
15.71428571,1.738754911,97.22355755
15.80952381,1.740026322,97.2946493
15.9047619,1.741297733,97.36574105
16,1.742569144,97.4368328
16.0952381,1.743840556,97.50792455
16.19047619,1.745111967,97.5790163
16.28571429,1.746383378,97.65010806
16.38095238,1.74765479,97.72119981
16.47619048,1.748926201,97.79229156
16.57142857,1.750197612,97.86338331
16.66666667,1.751469024,97.93447506
16.76190476,1.752740435,98.00556681
16.85714286,1.754011846,98.07665857
16.95238095,1.755283258,98.14775032
17.04761905,1.756554669,98.21884207
17.14285714,1.75782608,98.28993382
17.23809524,1.759097492,98.36102557
17.33333333,1.760368903,98.43211732
