Depth [mm],Dose [Gy],PDD [%]
0,1.442791174,84.58349568
0.09523809524,1.44619274,84.78291218
0.1904761905,1.449594306,84.98232868
0.2857142857,1.452995873,85.18174518
0.380952381,1.456397439,85.38116169
0.4761904762,1.459799005,85.58057819
0.5714285714,1.463200572,85.77999469
0.6666666667,1.466602138,85.97941119
0.7619047619,1.470003704,86.17882769
0.8571428571,1.47340527,86.37824419
0.9523809524,1.476806837,86.57766069
1.047619048,1.480208403,86.77707719
1.142857143,1.483609969,86.97649369
1.238095238,1.487011535,87.17591019
1.333333333,1.490413102,87.37532669
1.428571429,1.493814668,87.57474319
1.523809524,1.497216234,87.77415969
1.619047619,1.500617801,87.97357619
1.714285714,1.503931349,88.16783264
1.80952381,1.506040431,88.2914774
1.904761905,1.508149514,88.41512217
2,1.510258596,88.53876693
2.095238095,1.512367679,88.6624117
2.19047619,1.514476762,88.78605646
2.285714286,1.516585844,88.90970123
2.380952381,1.518694927,89.033346
2.476190476,1.520804009,89.15699076
2.571428571,1.522913092,89.28063553
2.666666667,1.525022174,89.40428029
2.761904762,1.527131257,89.52792506
2.857142857,1.52924034,89.65156983
2.952380952,1.531349422,89.77521459
3.047619048,1.533458505,89.89885936
3.142857143,1.535567587,90.02250412
3.238095238,1.53767667,90.14614889
3.333333333,1.539785753,90.26979365
3.428571429,1.541894835,90.39343842
3.523809524,1.544003918,90.51708319
3.619047619,1.546113,90.64072795
3.714285714,1.548185863,90.76224935
3.80952381,1.549763088,90.85471402
3.904761905,1.551340313,90.94717868
4,1.552917538,91.03964334
4.095238095,1.554494763,91.132108
4.19047619,1.556071988,91.22457267
4.285714286,1.557649213,91.31703733
4.380952381,1.559226438,91.40950199
4.476190476,1.560803663,91.50196666
4.571428571,1.562380888,91.59443132
4.666666667,1.563958113,91.68689598
4.761904762,1.565535338,91.77936065
4.857142857,1.567112563,91.87182531
4.952380952,1.568689788,91.96428997
5.047619048,1.570267013,92.05675463
5.142857143,1.571844238,92.1492193
5.238095238,1.573421462,92.24168396
5.333333333,1.574998687,92.33414862
5.428571429,1.576575912,92.42661329
5.523809524,1.578153137,92.51907795
5.619047619,1.579730362,92.61154261
5.714285714,1.581279529,92.70236236
5.80952381,1.582444738,92.77067266
5.904761905,1.583609948,92.83898295
6,1.584775157,92.90729325
6.095238095,1.585940367,92.97560354
6.19047619,1.587105576,93.04391384
6.285714286,1.588270786,93.11222413
6.380952381,1.589435995,93.18053443
6.476190476,1.590601205,93.24884472
6.571428571,1.591766414,93.31715502
6.666666667,1.592931624,93.38546531
