metric,mcc,csv_aligned_or_width,csv_minus_mcc
normalization_position_mm,-14.438010555371195,-14.438010555371195,0.0
normalization_dose_gy,1.6732599110831397,1.7528083774070384,0.07954846632389878
peak_position_mm,-15.0,-14.676367558297603,0.32363244170239724
peak_relative_dose,1.000352658252882,1.0002839834978643,-6.867475501781684e-05
fwhm_mm,32.79357303123213,31.589862230826,-1.203710800406128
left_50_mm,-31.255836215963285,-30.79580424003281,0.46003197593047673
right_50_mm,1.5377368152688462,0.7940579907931895,-0.7436788244756567
left_penumbra_mm,11.830384086584008,10.929652212913773,-0.9007318736702352
right_penumbra_mm,9.593930128391404,8.477801464973993,-1.1161286634174115
flatness_percent,8.882456254472126,17.758105209852985,8.875648955380859
symmetry_percent,6.303901102292764,6.5420420469634255,0.23814094467066127
