filename,group,n_pixels_profile,roi_x_min,roi_x_max,roi_y_min,roi_y_max,profile_axis,pixel_size_mm,reference_mode,od_mode,normalization_method,smoothing_window_pixels,calibration_used,normalization_value_od,normalization_dose_cgy,min_od,max_od,max_dose_cgy,max_normalized_percent,left_80_mm,left_20_mm,right_20_mm,right_80_mm,left_penumbra_80_20_mm,right_penumbra_80_20_mm,field_width_20_20_mm,field_width_50_50_mm,field_width_80_80_mm,status,warning
Profile_6MeV_10_105_4_CC_3mm.tif,6 MeV,1430,100,200,50,1480,y,0.127,scalar_roi_mean,od,midpoint_20_20,1,True,0.38705526436777016,300.0,0.22309476984649215,0.39051206369370356,300.0,100.0,58.64404142429298,,,163.2641765581199,,,,,104.62013513382693,ok,Could not find both temporary 20% crossings for midpoint normalization; used geometric center instead.; 769/1430 profile points exceeded 300 cGy calibration and were clipped
Profile_6MeV_10_105_4_Lead_3mm.tif,6 MeV,1430,100,200,50,1480,y,0.127,scalar_roi_mean,od,midpoint_20_20,1,True,0.3812936899314741,300.0,0.21433905143257606,0.3822335404921799,300.0,100.0,56.9528205926641,,,164.00547421534225,,,,,107.05265362267815,ok,Could not find both temporary 20% crossings for midpoint normalization; used geometric center instead.; 793/1430 profile points exceeded 300 cGy calibration and were clipped
Profile_6MeV_10_105_4_copper_3mm.tif,6 MeV,1430,100,200,50,1480,y,0.127,scalar_roi_mean,od,midpoint_20_20,1,True,0.3858440719094044,300.0,0.21841434095751394,0.38945615548965484,300.0,100.0,58.58889671209125,,,165.0593812430746,,,,,106.47048453098336,ok,Could not find both temporary 20% crossings for midpoint normalization; used geometric center instead.; 787/1430 profile points exceeded 300 cGy calibration and were clipped
