dose_cgy,net_od,mean_signal,source_file
0.0,0.0,61208.16111111111,6MeV_0cGy.tif
50.0,0.07212538829197175,51842.26214814815,6MeV_50cGy.tif
100.0,0.1375446247171052,44592.79637037037,6MeV_100cGy.tif
150.0,0.17947126720932627,40489.09455555556,6MeV_150cGy.tif
200.0,0.22022526870146772,36862.4387037037,6MeV_200cGy.tif
250.0,0.25869230335528604,33737.820925925924,6MeV_250cGy.tif
300.0,0.2920677217939295,31242.20014814815,6MeV_300cGy.tif
