x_aligned_mm,mcc_dose_gy,csv_dose_gy,mcc_relative,csv_relative,difference_percent_points,abs_difference_percent_points,region
-99.0,0.0184071,0.008114816875496512,0.009743000501286072,0.004113990137183755,-0.5629010364102316,0.5629010364102316,tail
-98.0,0.0186112,0.0088576739321727,0.009851031989261499,0.004490598340596379,-0.5360433648665119,0.5360433648665119,tail
-97.0,0.0188153,0.00961569928842871,0.009959063477236928,0.004874896456896339,-0.5084167020340589,0.5084167020340589,tail
-96.0,0.019019400000000002,0.00993950139937343,0.010067094965212355,0.005039055268027163,-0.5028039697185193,0.5028039697185193,tail
-95.0,0.0192235,0.010133674990138432,0.010175126453187782,0.005137495966020104,-0.5037630487167678,0.5037630487167678,tail
-94.0,0.0198604,0.010346649584993236,0.010512241860789692,0.0052454682586973505,-0.5266773602092341,0.5266773602092341,tail
-93.0,0.0204973,0.010565236837310222,0.0108493572683916,0.0053562860151474805,-0.5493071253244118,0.5493071253244118,tail
-92.0,0.021134200000000002,0.010849507593858497,0.011186472675993509,0.005500403511164027,-0.5686069164829481,0.5686069164829481,tail
-91.0,0.0217711,0.011153386824954497,0.011523588083595417,0.005654461967294922,-0.5869126116300495,0.5869126116300495,tail
-90.0,0.022408,0.012311065272867808,0.011860703491197326,0.006241373266689358,-0.5619330224507968,0.5619330224507968,tail
-89.0,0.023461,0.013723628115390813,0.012418063397312587,0.006957503980598577,-0.546055941671401,0.546055941671401,tail
-88.0,0.024514,0.01456436708687655,0.012975423303427849,0.007383735636802982,-0.5591687666624867,0.5591687666624867,tail
-87.0,0.025567,0.015234399669410542,0.013532783209543112,0.007723423824278925,-0.5809359385264187,0.5809359385264187,tail
-86.0,0.026619999999999998,0.015894987717423127,0.014090143115658373,0.008058323891151839,-0.6031819224506534,0.6031819224506534,tail
-85.0,0.027673,0.016552756291704128,0.014647503021773634,0.008391794561982708,-0.6255708459790926,0.6255708459790926,tail
-84.0,0.0292392,0.01834928413978465,0.015476503102455233,0.009302585028554635,-0.6173918073900598,0.6173918073900598,tail
-83.0,0.0308054,0.02048576541296965,0.01630550318313683,0.010385722580641799,-0.5919780602495033,0.5919780602495033,tail
-82.0,0.0323716,0.021040492207016637,0.017134503263818428,0.010666953888082883,-0.6467549375735545,0.6467549375735545,tail
-81.0,0.033937800000000004,0.021123018365486624,0.017963503344500028,0.010708792392538895,-0.7254710951961132,0.7254710951961132,tail
-80.0,0.035504,0.022480459122194166,0.018792503425181625,0.011396977717061623,-0.7395525708120002,0.7395525708120002,tail
-79.0,0.0384024,0.024218499707468165,0.02032664582963032,0.012278116741582717,-0.8048529088047602,0.8048529088047602,tail
-78.0,0.0413008,0.027217706397724462,0.021860788234079012,0.013798632476244318,-0.8062155757834694,0.8062155757834694,tail
-77.0,0.0441992,0.03059340858345444,0.023394930638527708,0.01551002112631944,-0.7884909512208268,0.7884909512208268,tail
-76.0,0.0470976,0.034986235938594915,0.024929073042976403,0.01773706440907906,-0.7192008633897344,0.7192008633897344,tail
-75.0,0.049996,0.039682705330341926,0.026463215447425095,0.02011804589685298,-0.6345169550572117,0.6345169550572117,tail
-74.0,0.0562786,0.045587721154254475,0.029788637428583446,0.02311172736030607,-0.6676910068277377,0.6676910068277377,tail
-73.0,0.0625612,0.051853523940315456,0.0331140594097418,0.026288317942557028,-0.6825741467184769,0.6825741467184769,tail
-72.0,0.0688438,0.058577962094696526,0.03643948139090014,0.029697424108435008,-0.6742057282465134,0.6742057282465134,tail
-71.0,0.0751264,0.06543931651217352,0.03976490337205849,0.03317594307371917,-0.6588960298339324,0.6588960298339324,tail
-70.0,0.081409,0.0727036958702784,0.04309032535321684,0.03685878465727322,-0.6231540695943623,0.6231540695943623,tail
-69.0,0.09612219999999999,0.08008839012910136,0.05087812000721026,0.04060262260371564,-1.0275497403494622,1.0275497403494622,tail
-68.0,0.11083539999999999,0.09144613647059302,0.058665914661203675,0.04636068925468644,-1.2305225406517233,1.2305225406517233,tail
-67.0,0.12554859999999998,0.10398995672137998,0.06645370931519709,0.05272006292708196,-1.3733646388115133,1.3733646388115133,tail
-66.0,0.1402618,0.12059292290700417,0.0742415039691905,0.06113731253155613,-1.3104191437634374,1.3104191437634374,tail
-65.0,0.15497499999999997,0.13840766457081408,0.08202929862318392,0.07016889914969607,-1.1860399473487853,1.1860399473487853,tail
-64.0,0.19218599999999997,0.1607541423793089,0.10172532850585725,0.08149795200639635,-2.0227376499460896,2.0227376499460896,low_dose
-63.0,0.229397,0.1844534778632591,0.12142135838853056,0.09351286669081608,-2.7908491697714477,2.7908491697714477,low_dose
-62.0,0.266608,0.21670150109026579,0.14111738827120388,0.10986173217170973,-3.125565609949414,3.125565609949414,low_dose
-61.0,0.303819,0.2515015612097617,0.1608134181538772,0.12750441053421413,-3.330900761966307,3.330900761966307,low_dose
-60.0,0.34103,0.30068091348246073,0.18050944803655053,0.15243699660573778,-2.8072451430812744,2.8072451430812744,low_dose
-59.0,0.422788,0.35415291103193464,0.22378450141183215,0.17954583638723803,-4.423866502459411,4.423866502459411,penumbra_or_shoulder
-58.0,0.5045459999999999,0.4236548375478925,0.2670595547871138,0.21478141158121627,-5.2278143205897525,5.2278143205897525,penumbra_or_shoulder
-57.0,0.5863039999999999,0.4979421733963735,0.31033460816239544,0.25244305837957465,-5.789154978282079,5.789154978282079,penumbra_or_shoulder
-56.0,0.6680619999999999,0.5900503642215582,0.35360966153767703,0.299139391078452,-5.447027045922503,5.447027045922503,penumbra_or_shoulder
