dose_cgy,net_od,mean_signal,source_files
0.0,0.0,37045.00744,6MeV_0cGy.tif
50.0,0.07334009397726077,31288.84936,6MeV_50cGy.tif
100.0,0.132026428890566,27334.00424,6MeV_100cGy.tif
150.0,0.17253756010485544,24899.586,6MeV_150cGy.tif
200.0,0.21203056348278548,22735.218,6MeV_200cGy.tif
250.0,0.24831512485837143,20912.91448,6MeV_250cGy.tif
300.0,0.27883596603282446,19493.67496,6MeV_300cGy.tif
