metric,mcc,csv,csv_minus_mcc
normalization_dose_gy,1.9133792961467362,1.9956786575264251,0.08229936137968896
normalization_position_mm_after_alignment,-15.421826322807416,-15.421826322807416,0.0
fwhm_mm,74.61677043131715,73.63063991646018,-0.986130514856967
left_80_20_penumbra_mm,12.75834579032464,11.85653971868728,-0.9018060716373597
right_80_20_penumbra_mm,10.91571370353514,10.029574680072665,-0.8861390234624746
