scan_number,inplane_y_mm,crossplane_x_mm,dose_gy
1,-130.0,-130.0,0.0028056
1,-130.0,-120.0,0.0034811
1,-130.0,-110.0,0.004243
1,-130.0,-100.0,0.0046682
1,-130.0,-90.0,0.0053418
1,-130.0,-80.0,0.0058754
1,-130.0,-70.0,0.0067375
1,-130.0,-60.0,0.0070708
1,-130.0,-50.0,0.0074324
1,-130.0,-40.0,0.0081445
1,-130.0,-30.0,0.0083656
1,-130.0,-20.0,0.0084533
1,-130.0,-10.0,0.0087311
1,-130.0,0.0,0.0087737
1,-130.0,10.0,0.0085274
1,-130.0,20.0,0.0081537
1,-130.0,30.0,0.0083136
1,-130.0,40.0,0.0080677
1,-130.0,50.0,0.0075261
1,-130.0,60.0,0.0071987
1,-130.0,70.0,0.0067847
1,-130.0,80.0,0.0062163
1,-130.0,90.0,0.0054268
1,-130.0,100.0,0.0049452
1,-130.0,110.0,0.0041576
1,-130.0,120.0,0.003627
1,-130.0,130.0,0.003258
2,-125.0,-125.0,0.0029375
2,-125.0,-115.0,0.0034557
2,-125.0,-105.0,0.003902
2,-125.0,-95.0,0.0043278
2,-125.0,-85.0,0.0047151
2,-125.0,-75.0,0.0051999
2,-125.0,-65.0,0.0051768
2,-125.0,-55.0,0.0059983
2,-125.0,-45.0,0.0063159
2,-125.0,-35.0,0.006655
2,-125.0,-25.0,0.0067133
2,-125.0,-15.0,0.0070181
2,-125.0,-5.0,0.006759
2,-125.0,5.0,0.0071239
2,-125.0,15.0,0.0068461
2,-125.0,25.0,0.006376
2,-125.0,35.0,0.0063694
2,-125.0,45.0,0.0060228
2,-125.0,55.0,0.0058147
2,-125.0,65.0,0.0051547
2,-125.0,75.0,0.0048763
2,-125.0,85.0,0.0046511
2,-125.0,95.0,0.0042693
2,-125.0,105.0,0.0037583
2,-125.0,115.0,0.0031679
2,-125.0,125.0,0.0030882
3,-120.0,-130.0,0.0030892
3,-120.0,-120.0,0.0031794
3,-120.0,-110.0,0.0036008
3,-120.0,-100.0,0.0041316
3,-120.0,-90.0,0.0044568
3,-120.0,-80.0,0.0044997
3,-120.0,-70.0,0.0048114
3,-120.0,-60.0,0.0055749
3,-120.0,-50.0,0.0056547
3,-120.0,-40.0,0.0060368
3,-120.0,-30.0,0.0066438
3,-120.0,-20.0,0.0066393
3,-120.0,-10.0,0.0068832
3,-120.0,0.0,0.0067463
3,-120.0,10.0,0.0066678
3,-120.0,20.0,0.0064912
3,-120.0,30.0,0.00615
3,-120.0,40.0,0.0057287
3,-120.0,50.0,0.0053978
3,-120.0,60.0,0.0049656
3,-120.0,70.0,0.0044135
3,-120.0,80.0,0.0044109
3,-120.0,90.0,0.0042837
3,-120.0,100.0,0.0039644
3,-120.0,110.0,0.0037496
3,-120.0,120.0,0.0030748
3,-120.0,130.0,0.002956
4,-115.0,-125.0,0.0030851
4,-115.0,-115.0,0.0035436
4,-115.0,-105.0,0.0037539
4,-115.0,-95.0,0.0044695
4,-115.0,-85.0,0.0043016
4,-115.0,-75.0,0.004863
4,-115.0,-65.0,0.0051988
4,-115.0,-55.0,0.0058384
4,-115.0,-45.0,0.006414
4,-115.0,-35.0,0.0069473
4,-115.0,-25.0,0.0070822
4,-115.0,-15.0,0.0072617
4,-115.0,-5.0,0.00715
4,-115.0,5.0,0.0071092
4,-115.0,15.0,0.0072541
4,-115.0,25.0,0.0068097
4,-115.0,35.0,0.0065474
4,-115.0,45.0,0.0057238
4,-115.0,55.0,0.0052019
4,-115.0,65.0,0.0045807
4,-115.0,75.0,0.0046031
4,-115.0,85.0,0.0041707
4,-115.0,95.0,0.0041371
4,-115.0,105.0,0.0036839
4,-115.0,115.0,0.003439
4,-115.0,125.0,0.0030475
5,-110.0,-130.0,0.0029812
5,-110.0,-120.0,0.0034188
5,-110.0,-110.0,0.0039911
5,-110.0,-100.0,0.0043828
5,-110.0,-90.0,0.0043083
5,-110.0,-80.0,0.0051385
5,-110.0,-70.0,0.0055105
5,-110.0,-60.0,0.0059029
5,-110.0,-50.0,0.0067292
