crossplane_x_mm_at_y0,dose_gy,relative_to_80_percent_midpoint,percent_of_80_percent_midpoint,directly_measured,interpolation_method
-125.0,0.012395,0.006478067377943151,0.6478067377943151,0,vertical_offset_rows
-120.0,0.013149,0.006872134566565107,0.6872134566565107,1,direct
-115.0,0.014294,0.007470552246899508,0.7470552246899508,0,vertical_offset_rows
-110.0,0.015381,0.008038657066570682,0.8038657066570682,1,direct
-105.0,0.016877,0.008820519817470477,0.8820519817470477,0,vertical_offset_rows
-100.0,0.019641,0.010265084418731862,1.0265084418731862,1,direct
-95.0,0.023218000000000003,0.012134551704807109,1.2134551704807108,0,vertical_offset_rows
-90.0,0.028332,0.014807309798457876,1.4807309798457875,1,direct
-85.0,0.034528500000000004,0.018045820851900776,1.8045820851900776,0,vertical_offset_rows
-80.0,0.043535,0.02275293774092417,2.275293774092417,1,direct
-75.0,0.0594145,0.031052128618540006,3.1052128618540005,0,vertical_offset_rows
-70.0,0.090516,0.04730687751366699,4.730687751366699,1,direct
-65.0,0.16373,0.08557111511017605,8.557111511017606,0,vertical_offset_rows
-60.0,0.35408,0.1850547879937161,18.50547879937161,1,direct
-55.0,0.77501,0.40504776107944507,40.50477610794451,0,vertical_offset_rows
-50.0,1.3201,0.6899311614056276,68.99311614056276,1,direct
-45.0,1.6600000000000001,0.8675749776027134,86.75749776027133,0,vertical_offset_rows
-40.0,1.7955,0.9383920917383565,93.83920917383564,1,direct
-35.0,1.85045,0.967110914039121,96.71109140391209,0,vertical_offset_rows
-30.0,1.8778,0.9814049957484187,98.14049957484187,1,direct
-25.0,1.8944999999999999,0.9901330090773134,99.01330090773133,0,vertical_offset_rows
-20.0,1.9061,0.9961955812099589,99.61955812099589,1,direct
-15.0,1.91405,1.0003505336629357,100.03505336629357,0,vertical_offset_rows
-10.0,1.9208,1.003878323481501,100.3878323481501,1,direct
-5.0,1.9205999999999999,1.0037737963757658,100.37737963757658,0,vertical_offset_rows
0.0,1.9191,1.0029898430827513,100.29898430827512,1,direct
5.0,1.89645,0.9911521483582323,99.11521483582322,0,vertical_offset_rows
10.0,1.8368,0.959976939072689,95.9976939072689,1,direct
15.0,1.64205,0.8581936698629732,85.81936698629733,0,vertical_offset_rows
20.0,1.116,0.5832612500027881,58.32612500027881,1,direct
25.0,0.495285,0.2588535378204577,25.885353782045772,0,vertical_offset_rows
30.0,0.21006,0.10978481915375057,10.978481915375058,1,direct
35.0,0.11685,0.061069961525829546,6.106996152582955,0,vertical_offset_rows
40.0,0.079295,0.04144238424638985,4.144238424638985,1,direct
45.0,0.0597535,0.031229302062761283,3.1229302062761284,0,vertical_offset_rows
50.0,0.047547,0.02484975148197362,2.484975148197362,1,direct
55.0,0.035375500000000004,0.01848849314468963,1.848849314468963,0,vertical_offset_rows
60.0,0.026871,0.014043739291061752,1.4043739291061752,1,direct
65.0,0.0223705,0.011691618094253915,1.1691618094253915,0,vertical_offset_rows
70.0,0.019609,0.01024836008181422,1.024836008181422,1,direct
75.0,0.019055000000000002,0.009958819998927533,0.9958819998927534,0,vertical_offset_rows
80.0,0.017825,0.009315978298655641,0.931597829865564,1,direct
85.0,0.016918000000000002,0.008841947874146208,0.8841947874146208,0,vertical_offset_rows
90.0,0.015341,0.00801775164542363,0.801775164542363,1,direct
95.0,0.01281,0.00669496112234383,0.669496112234383,0,vertical_offset_rows
100.0,0.010362,0.005415549348144166,0.5415549348144166,1,direct
105.0,0.008206100000000001,0.00428879941187086,0.42887994118708594,0,vertical_offset_rows
110.0,0.0069501,0.003632369187853384,0.3632369187853384,1,direct
115.0,0.00609685,0.0031864304230103026,0.31864304230103024,0,vertical_offset_rows
120.0,0.0059333,0.0031009533822952884,0.31009533822952884,1,direct
125.0,0.0058911,0.003078898162985147,0.3078898162985147,0,vertical_offset_rows
