metric,mcc,csv,csv_minus_mcc
normalization_dose_gy,1.9058930720186018,2.01057654051846,0.10468346849985832
normalization_position_mm_after_alignment,-17.918653224027437,-17.918653224027437,0.0
fwhm_mm,69.7297774169021,67.93703462425651,-1.7927427926455834
left_80_20_penumbra_mm,12.719735919431592,12.245794583905472,-0.4739413355261206
right_80_20_penumbra_mm,10.933414636105933,10.07561468230874,-0.8577999537971941
