Depth [mm],Signal,Net OD,Dose [cGy],Dose [Gy],PDD [%]
0,61969.5,-0.2288810144,0,0,0
0.127,9321.89,0.5937930038,300,3,114.1228578
0.254,17229.14,0.3270333777,300,3,114.1228578
0.381,23238.92,0.1970810368,232.8708996,2.328708996,88.58630855
0.508,21449.33,0.2318832467,290.9655221,2.909655221,110.6860563
0.635,23103.5,0.1996192006,240.2398016,2.402398016,91.38950907
0.762,23232.6,0.1971991625,233.2138471,2.332138471,88.71676904
0.889,23233.29,0.1971862643,233.1764006,2.331764006,88.70252401
1.016,23300.43,0.1959330418,229.5379933,2.295379933,87.31843922
1.143,23440.23,0.1933351089,221.9955671,2.219955671,84.44922844
1.27,23505.58,0.1921260058,218.4852489,2.184852489,83.11386997
1.397,23498.28,0.1922609032,218.8768887,2.188768887,83.26285347
1.524,23587.67,0.1906119344,214.0895344,2.140895344,81.4416983
1.651,23651.68,0.1894349832,210.6725608,2.106725608,80.14184899
1.778,23752.67,0.1875845426,205.3002853,2.053002853,78.09818421
1.905,23838.64,0.1860155025,200.7449832,2.007449832,76.36530389
2.032,23892.66,0.1850324747,197.0920599,1.970920599,74.97569709
2.159,23864.85,0.1855382687,199.1167988,1.991167988,75.74592703
2.286,23886.86,0.1851379135,197.514141,1.97514141,75.13626074
2.413,23953.9,0.1839207455,192.6417081,1.926417081,73.28274084
2.54,24005.67,0.182983146,188.888413,1.88888413,71.85495166
2.667,24089.23,0.1814740594,182.8474039,1.828474039,69.55689424
2.794,24162.82,0.180149359,177.544509,1.77544509,67.53962251
2.921,24175.58,0.1799200756,176.6266667,1.766266667,67.19046656
3.048,24183.32,0.1797810551,176.0701551,1.760701551,66.97876425
3.175,24178.26,0.1798719342,176.4339526,1.764339526,67.11715628
3.302,24141.77,0.1805278696,179.0597209,1.790597209,68.11602355
3.429,24150.29,0.1803746275,178.4462789,1.784462789,67.88266437
3.556,24144.81,0.1804731855,178.8408154,1.788408154,68.03274979
3.683,24109.85,0.1811024692,181.3598949,1.813598949,68.99103167
3.81,24021.94,0.1826888998,187.7105189,1.877105189,71.40686953
3.937,23969.31,0.1836414454,191.5236447,1.915236447,72.8574189
4.064,23914.85,0.1846293164,195.4781813,1.954781813,74.3617623
4.191,23931.13,0.1843337717,194.2950891,1.942950891,73.91170274
4.318,23895.28,0.1849848538,196.9014293,1.969014293,74.90317939
4.445,23842.84,0.1859389933,200.5228584,2.005228584,76.28080551
4.572,23764.01,0.1873772512,204.6984683,2.046984683,77.86924731
4.699,23715.35,0.1882674391,207.2828988,2.072828988,78.85238926
4.826,23713.56,0.1883002203,207.3780703,2.073780703,78.88859344
4.953,23710.71,0.1883524189,207.5296154,2.075296154,78.9462426
5.08,23636.94,0.1897057249,211.4585893,2.114585893,80.44086173
5.207,23615.28,0.1901038784,212.6145251,2.126145251,80.88059071
5.334,23585.19,0.1906575984,214.222108,2.14222108,81.49213055
5.461,23551.49,0.1912785894,216.0249946,2.160249946,82.17796581
5.588,23558.31,0.1911528454,215.6599293,2.156599293,82.03909149
5.715,23538.29,0.1915220685,216.7318731,2.167318731,82.4468691
5.842,23482.42,0.1925541262,219.7281858,2.197281858,83.586695
5.969,23455.47,0.1930528379,221.1760662,2.211760662,84.13748251
6.096,23456.2,0.1930393217,221.1368253,2.211368253,84.12255488
6.223,23414.97,0.193803372,223.3550477,2.233550477,84.96638784
6.35,23439.31,0.1933521548,222.0450553,2.220450553,84.46805423
6.477,23382.7,0.19440232,225.0939383,2.250939383,85.62787837
6.604,23343.82,0.1951250519,227.1922034,2.271922034,86.42607841
6.731,23347.48,0.1950569656,226.9945326,2.269945326,86.35088255
6.858,23279.55,0.1963223966,230.6683842,2.306683842,87.7484507
6.985,23284.88,0.1962229735,230.379735,2.30379735,87.6386458
