Depth [mm],Signal,Net OD,Dose [cGy],Dose [Gy],PDD [%]
18.161,23378.54,0.1944795919,225.3182773,2.253182773,89.05536374
18.288,23424.01,0.1936357329,222.868351,2.22868351,88.08704869
18.415,23352.18,0.1949695481,226.7407385,2.267407385,89.61758088
18.542,23411.35,0.1938705199,223.5499945,2.235499945,88.35646319
18.669,23425.44,0.1936092207,222.7913797,2.227913797,88.05662635
18.796,23390.82,0.1942515307,224.6561608,2.246561608,88.79366715
18.923,23384.73,0.1943646177,224.9844797,2.249844797,88.92343273
19.05,23413.97,0.1938219201,223.4088974,2.234088974,88.30069563
19.177,23423.98,0.1936362891,222.8699658,2.228699658,88.08768694
19.304,23380.78,0.1944379822,225.1974744,2.251974744,89.0076173
19.431,23389.73,0.1942717691,224.7149177,2.247149177,88.81689036
19.558,23373.86,0.1945665392,225.5707064,2.255707064,89.15513444
19.685,23345.15,0.1951003089,227.1203686,2.271203686,89.76762687
19.812,23369.16,0.1946538756,225.8242651,2.258242651,89.25535163
19.939,23351.47,0.1949827526,226.7790743,2.267790743,89.63273283
20.066,23305.55,0.1958376211,229.2609639,2.292609639,90.61368115
20.193,23342.88,0.1951425402,227.2429763,2.272429763,89.81608664
20.32,23352.45,0.1949645268,226.7261604,2.267261604,89.61181899
20.447,23386.58,0.1943302614,224.884735,2.24884735,88.8840094
20.574,23314.01,0.1956799992,228.8033496,2.288033496,90.4328125
20.701,23352.38,0.1949658286,226.7299398,2.267299398,89.61331281
20.828,23353.16,0.1949513228,226.6878261,2.266878261,89.59666767
20.955,23339.62,0.1952031968,227.419077,2.27419077,89.88568911
21.082,23317.79,0.1956095909,228.5989373,2.285989373,90.35202006
21.209,23283.93,0.1962406927,230.431178,2.30431178,91.0761995
21.336,23333.43,0.1953183932,227.7535198,2.277535198,90.01787514
21.463,23284.45,0.1962309937,230.4030195,2.304030195,91.06507006
21.59,23249.74,0.1968788771,232.2839813,2.322839813,91.80850615
21.717,23265.33,0.1965877606,231.4388,2.314388,91.47445455
21.844,23258.88,0.1967081796,231.7884054,2.317884054,91.61263347
21.971,23274.71,0.1964126992,230.9305545,2.309305545,91.27357432
22.098,23258.69,0.1967117274,231.7987053,2.317987053,91.61670444
22.225,23235.13,0.197151871,233.0765484,2.330765484,92.12176237
22.352,23233.01,0.1971914983,233.1915961,2.331915961,92.16723412
22.479,23231.65,0.1972169215,233.2654059,2.332654059,92.19640687
22.606,23215.2,0.1975245482,234.1585203,2.341585203,92.54940366
22.733,23249.13,0.1968902718,232.3170628,2.323170628,91.82158135
22.86,23208.66,0.1976469114,234.5137702,2.345137702,92.68981352
22.987,23217.48,0.1974818976,234.0346952,2.340346952,92.50046273
23.114,23198.32,0.1978404428,235.0756387,2.350756387,92.91188784
23.241,23185.34,0.1980835087,235.7813176,2.357813176,93.19080215
23.368,23213.6,0.1975544809,234.2454223,2.342454223,92.58375104
23.495,23222.2,0.1973936166,233.7783943,2.337783943,92.3991617
23.622,23179.52,0.1981925393,236.0978597,2.360978597,93.31591305
23.749,23239.17,0.1970763647,232.8573356,2.328573356,92.03512015
23.876,23050.63,0.200614178,243.1284613,2.431284613,96.09470576
24.003,22813.55,0.2051041069,253.0092156,2.530092156,100
24.13,23049.21,0.2006409329,243.2061372,2.432061372,96.12540658
24.257,23209.16,0.1976375552,234.4866069,2.344866069,92.67907742
24.384,23209.36,0.1976338127,234.4757417,2.344757417,92.67478305
24.511,23202.65,0.1977593887,234.840319,2.34840319,92.81887949
24.638,23211.71,0.1975898417,234.3480831,2.343480831,92.62432693
24.765,23205.77,0.1977009942,234.6707856,2.346707856,92.75187268
24.892,23190.35,0.1979896744,235.5088939,2.355088939,93.08312874
25.019,23230.37,0.1972408506,233.3348778,2.333348778,92.22386512
25.146,23165.6,0.1984534245,236.8552725,2.368552725,93.61527482
25.273,23161.53,0.1985297331,237.0768147,2.370768147,93.70283771
25.4,23136.71,0.1989953746,238.4286843,2.384286843,94.23715404
25.527,23165.73,0.1984509874,236.8481969,2.368481969,93.61247822
25.654,23134.4,0.1990387373,238.5545767,2.385545767,94.28691207
25.781,23123.08,0.1992512959,239.1716857,2.391716857,94.5308198
25.908,23151.24,0.1987227205,237.6371037,2.376371037,93.92428774
26.035,23165.43,0.1984566116,236.8645254,2.368645254,93.61893193
26.162,23150.36,0.1987392288,237.6850311,2.376850311,93.94323069
26.289,23178,0.1982210191,236.1805435,2.361805435,93.34859323
26.416,23139.85,0.1989364383,238.257578,2.38257578,94.16952555
26.543,23126.89,0.1991797429,238.9639501,2.389639501,94.44871385
26.67,23133.57,0.1990543189,238.5998138,2.385998138,94.30479171
26.797,23103.92,0.1996113056,240.2168806,2.402168806,94.94392525
26.924,23144.52,0.1988487994,238.0031411,2.380031411,94.0689613
27.051,23187.37,0.1980454856,235.6709272,2.356709272,93.1471712
27.178,23141.21,0.1989109142,238.1834754,2.381834754,94.14023708
27.305,23140.17,0.1989304325,238.2401417,2.382401417,94.16263399
27.432,23171.69,0.198339268,236.5238484,2.365238484,93.48428191
27.559,23174.62,0.198284356,236.3644258,2.363644258,93.42127132
27.686,23168.31,0.1984026221,236.7077808,2.367077808,93.5569798
27.813,23181.78,0.1981501977,235.9749318,2.359749318,93.26732673
27.94,23168.48,0.1983994354,236.6985291,2.366985291,93.55332314
28.067,23187.75,0.1980383683,235.6502641,2.356502641,93.13900425
28.194,23187.49,0.198043238,235.664402,2.35664402,93.14459215
28.321,23183.69,0.1981144167,235.8710508,2.358710508,93.22626854
28.448,23219.31,0.1974476678,233.9353181,2.339353181,92.46118467
28.575,23234.46,0.1971643943,233.1129067,2.331129067,92.13613271
28.702,23210.07,0.1976205274,234.4371711,2.344371711,92.65953832
28.829,23256.22,0.1967578505,231.932612,2.31932612,91.66963005
28.956,23235.65,0.1971421516,233.0483308,2.330483308,92.11060956
29.083,23237.03,0.197116359,232.9734485,2.329734485,92.08101291
29.21,23244.34,0.1969797583,232.5768639,2.325768639,91.9242658
29.337,23243.64,0.1969928372,232.6148351,2.326148351,91.93927365
29.464,23236.59,0.1971245826,232.9973235,2.329973235,92.09044934
29.591,23272.57,0.1964526324,231.0464901,2.310464901,91.319397
29.718,23279.18,0.1963292993,230.6884242,2.306884242,91.17787416
29.845,23314.05,0.1956792541,228.8011863,2.288011863,90.43195749
29.972,23356.38,0.1948914452,226.5139869,2.265139869,89.52795903
30.099,23340.91,0.1951791936,227.34939,2.2734939,89.85814586
30.226,23354.2,0.1949319826,226.6316767,2.266316767,89.57447503
30.353,23407.38,0.193944172,223.7638243,2.237638243,88.44097784
30.48,23412.37,0.1938515987,223.4950617,2.234950617,88.33475141
30.607,23367.33,0.1946878858,225.9230049,2.259230049,89.29437781
30.734,23417.83,0.1937503287,223.2010503,2.232010503,88.21854563
30.861,23414.85,0.1938055977,223.3615096,2.233615096,88.28196594
30.988,23364.34,0.1947434602,226.0843506,2.260843506,89.35814849
31.115,23372.78,0.1945866064,225.6289664,2.256289664,89.17816129
31.242,23405.21,0.1939844355,223.8807189,2.238807189,88.48717956
31.369,23410.01,0.1938953784,223.6221647,2.236221647,88.38498794
31.496,23429.63,0.1935315474,222.5658753,2.225658753,87.96749745
31.623,23440.69,0.1933265862,221.9708237,2.219708237,87.73230774
31.75,23416.75,0.1937703583,223.259201,2.23259201,88.24152924
31.877,23433.2,0.1934653785,222.373771,2.22373771,87.89156965
32.004,23456.37,0.1930361741,221.1276872,2.211276872,87.39906434
32.131,23450.48,0.1931452411,221.444335,2.21444335,87.52421701
32.258,23471.21,0.1927614985,220.3302376,2.203302376,87.08387838
32.385,23519.18,0.1918748017,217.7559429,2.177559429,86.06640765
32.512,23528.8,0.1916971995,217.2403208,2.172403208,85.86261186
32.639,23541.69,0.1914593411,216.5497604,2.165497604,85.58967304
32.766,23561.07,0.1911019681,215.5122203,2.155122203,85.17959308
32.893,23602.39,0.1903409954,213.302933,2.13302933,84.30638877
33.02,23575.55,0.1908351444,214.7375667,2.147375667,84.87341701
33.147,23583.39,0.1906907447,214.3183394,2.143183394,84.70772059
33.274,23618.83,0.1900385974,212.4249986,2.124249986,83.95939176
33.401,23657.49,0.1893283125,210.36287,2.1036287,83.14435089
33.528,23623.94,0.1899446467,212.1522371,2.121522371,83.85158484
33.655,23643.27,0.1895894359,211.1209743,2.111209743,83.44398593
33.782,23665.92,0.1891735856,209.9136605,2.099136605,82.96680417
33.909,23670.77,0.1890845921,209.6552909,2.096552909,82.86468555
34.036,23677.55,0.1889602153,209.294195,2.09294195,82.72196509
34.163,23695.7,0.1886274348,208.3280531,2.083280531,82.34010473
34.29,23733.54,0.187934457,206.3161712,2.063161712,81.54492343
34.417,23754.84,0.1875448681,205.1851006,2.051851006,81.09787623
34.544,23733.34,0.1879381168,206.3267964,2.063267964,81.54912296
34.671,23793.18,0.1868444875,203.1517268,2.031517268,80.29420047
34.798,23839.43,0.1860011104,200.7031996,2.007031996,79.32643839
34.925,23822.22,0.1863147466,201.613761,2.01613761,79.686331
35.052,23874.67,0.1853596003,198.4015731,1.984015731,78.41673774
35.179,23936.45,0.1842372368,193.9086511,1.939086511,76.64094393
35.306,23918.96,0.1845546851,195.1794254,1.951794254,77.14320798
35.433,23975.4,0.1835311161,191.0819866,1.910819866,75.52372592
35.56,23969.83,0.1836320237,191.485929,1.91485929,75.68338113
35.687,23948.19,0.1840242826,193.0561763,1.930561763,76.30400965
35.814,23988.4,0.1832956957,190.1395776,1.901395776,75.15124581
35.941,24002.09,0.1830479178,189.1477003,1.891477003,74.75921375
36.068,24020.57,0.1827136688,187.8096716,1.878096716,74.23036792
36.195,24037.18,0.182413462,186.6079168,1.866079168,73.75538332
36.322,24060.8,0.1819869145,184.9004089,1.849004089,73.08050356
36.449,24094.84,0.1813729309,182.4425773,1.824425773,72.10906403
36.576,24137.61,0.1806027117,179.3593206,1.793593206,70.89042986
36.703,24157.47,0.1802455288,177.9294852,1.779294852,70.32529814
36.83,24187.89,0.1796989928,175.7416525,1.757416525,69.46057361
36.957,24198.57,0.1795072753,174.9741902,1.749741902,69.15723987
37.084,24227.62,0.1789862243,172.8883763,1.728883763,68.33283757
37.211,24293.85,0.177800632,168.1423437,1.681423437,66.45700365
37.338,24303.14,0.177634589,167.4776585,1.674776585,66.1942918
37.465,24371.1,0.176421846,162.6229392,1.626229392,64.27550031
37.592,24381.54,0.1762358444,161.8783581,1.618783581,63.9812102
37.719,24402.63,0.1758603426,160.3751907,1.603751907,63.38709454
37.846,24390.75,0.1760718229,161.2217652,1.612217652,63.72169679
37.973,24448.17,0.1750506209,157.133802,1.57133802,62.10595988
38.1,24443.33,0.1751366066,157.4780105,1.574780105,62.24200573
38.227,24427.41,0.1754195558,158.6106816,1.586106816,62.68968551
38.354,24481.1,0.1744660498,154.7937112,1.547937112,61.18105649
38.481,24538.26,0.1734532139,150.739238,1.50739238,59.5785563
38.608,24583.1,0.1726603299,149.5759724,1.495759724,59.1187843
38.735,24573.44,0.1728310207,149.6949721,1.496949721,59.165818
38.862,24663.04,0.1712503704,148.5929984,1.485929984,58.73027115
38.989,24688.88,0.1707955889,148.2759407,1.482759407,58.60495648
39.116,24721.25,0.1702265511,147.8792277,1.478792277,58.44815861
39.243,24757.34,0.1695929967,147.4375358,1.474375358,58.27358322
39.37,24804.16,0.1687724535,146.8654821,1.468654821,58.04748326
39.497,24818.49,0.1685216229,146.6906118,1.466906118,57.97836709
39.624,24873.85,0.1675539666,146.015996,1.46015996,57.71173022
39.751,24937.16,0.1664499859,145.2463395,1.452463395,57.40752925
39.878,24921.67,0.1667198366,145.4344699,1.454344699,57.4818864
40.005,25021.17,0.164989364,144.2280454,1.442280454,57.00505613
40.132,25012.07,0.1651473422,144.3381822,1.443381822,57.04858689
40.259,25085.38,0.1638762934,143.4520518,1.434520518,56.69835047
40.386,25119.32,0.1632890991,143.0426806,1.430426806,56.53654957
40.513,25124.22,0.16320439,142.9836244,1.429836244,56.51320805
40.64,25207.56,0.1617661681,141.9809468,1.419809468,56.1169072
40.767,25221.64,0.1615236551,141.8118753,1.418118753,56.05008297
40.894,25305.85,0.1600760482,140.8026548,1.408026548,55.6511961
41.021,25370.56,0.1589669242,140.0294126,1.400294126,55.34557792
41.148,25432.54,0.1579072414,139.2906391,1.392906391,55.05358322
41.275,25446.99,0.1576605585,139.1186605,1.391186605,54.98560995
41.402,25519.9,0.1564180094,138.252399,1.38252399,54.64322659
41.529,25548.45,0.1559324206,137.9138636,1.379138636,54.50942301
41.656,25627,0.1545992088,136.9843953,1.369843953,54.14205761
41.783,25701.34,0.1533412108,136.1073634,1.361073634,53.79541733
41.91,25774.47,0.152107234,135.2470783,1.352470783,53.45539607
42.037,25797.57,0.1517181781,134.9758423,1.349758423,53.34819204
42.164,25854.91,0.1507539473,134.3036145,1.343036145,53.08249906
42.291,25912.12,0.1497940314,133.634395,1.33634395,52.81799505
42.418,25916.05,0.1497281685,133.5884777,1.335884777,52.79984658
42.545,25976.92,0.1487093208,132.878173,1.32878173,52.51910395
42.672,26021.71,0.1479611451,132.3565713,1.323565713,52.31294477
42.799,26102.01,0.1466230259,131.4236817,1.314236817,51.94422716
42.926,26126.74,0.1462117542,131.1369576,1.311369576,51.8309016
43.053,26164.17,0.1455900154,130.7035032,1.307035032,51.65958198
43.18,26270.56,0.1438276471,129.4748421,1.294748421,51.17396288
43.307,26305.09,0.1432571856,129.0771365,1.290771365,51.01677271
43.434,26398.45,0.1417185499,128.0044539,1.280044539,50.59280293
43.561,26472.95,0.1404946383,127.1511858,1.271511858,50.25555511
43.688,26506.44,0.1399455748,126.7683981,1.267683981,50.10426113
43.815,26529.33,0.1395706957,126.5070456,1.265070456,50.00096351
43.942,26570.28,0.1389008466,126.0400504,1.260400504,49.81638716
44.069,26558.62,0.1390914726,126.1729481,1.261729481,49.86891398
44.196,26638.43,0.1377883526,125.2644588,1.252644588,49.50984038
44.323,26677.75,0.1371477792,124.8178736,1.248178736,49.33333093
44.45,26759.27,0.1358227161,123.8940863,1.238940863,48.96821089
44.577,26811.6,0.1349742461,123.3025629,1.233025629,48.7344157
44.704,26912.18,0.1333480988,122.1688703,1.221688703,48.28633219
44.831,26969.61,0.1324223114,121.523444,1.21523444,48.03123224
44.958,27007.88,0.1318064823,121.0941097,1.210941097,47.86154108
45.085,27088.11,0.1305182733,120.1960157,1.201960157,47.50657616
45.212,27140.45,0.1296799335,119.6115548,1.196115548,47.27557233
45.339,27242.79,0.128045395,118.4720121,1.184720121,46.82517663
45.466,27293.43,0.1272388602,117.9097245,1.179097245,46.60293665
45.593,27346.25,0.1263991978,117.3243415,1.173243415,46.37156839
45.72,27376.86,0.1259133426,116.9856203,1.169856203,46.23769139
45.847,27470.01,0.1244381601,115.9571751,1.159571751,45.83120611
45.974,27548.04,0.1232062727,115.0983466,1.150983466,45.49176058
46.101,27588.74,0.1225651113,114.6513515,1.146513515,45.31508908
46.228,27680.44,0.1211239884,113.6466514,1.136466514,44.91798888
46.355,27724.7,0.1204301222,113.1629123,1.131629123,44.72679463
46.482,27848.01,0.1185028114,111.8192591,1.118192591,44.19572578
46.609,27942.46,0.1170323398,110.7940981,1.107940981,43.79053855
46.736,27990.4,0.1162878728,110.275082,1.10275082,43.58540131
46.863,28060.42,0.1152028105,109.5186148,1.095186148,43.28641331
46.99,28124.6,0.1142106232,108.8268968,1.088268968,43.01301694
47.117,28215.53,0.1128087652,107.8495708,1.078495708,42.62673614
47.244,28272.92,0.1119263133,107.2343564,1.072343564,42.38357728
47.371,28389.44,0.1101401518,105.9891075,1.059891075,41.89140197
47.498,28451.35,0.1091940994,105.3295532,1.053295532,41.63071804
47.625,28495.65,0.1085184098,104.8584862,1.048584862,41.44453232
47.752,28570.09,0.1073853692,104.0685702,1.040685702,41.13232395
47.879,28674.69,0.1057982462,102.962084,1.02962084,40.69499354
48.006,28752.6,0.1046198551,102.1405512,1.021405512,40.37028887
48.133,28847.82,0.1031839781,101.1395084,1.011395084,39.97463418
48.26,28956.2,0.10155541,100.0041281,1.000041281,39.52588362
48.387,29031.72,0.1004242111,98.90231841,0.9890231841,39.09040157
48.514,29081.26,0.09968375845,98.18002451,0.9818002451,38.80492031
48.641,29127.86,0.09898839912,97.50171804,0.9750171804,38.53682475
48.768,29261.56,0.09699950203,95.56159627,0.9556159627,37.77000614
48.895,29302.5,0.09639230304,94.96928811,0.9496928811,37.53590077
49.022,29392.98,0.09505335852,93.66317959,0.9366317959,37.01967114
49.149,29455.63,0.09412866176,92.76115991,0.9276115991,36.66315461
49.276,29587.99,0.09218151441,90.86176402,0.9086176402,35.91243259
49.403,29640.06,0.09141789922,90.11687557,0.9011687557,35.61802101
49.53,29742.88,0.08991395875,88.64981745,0.8864981745,35.03817725
49.657,29776.07,0.0894296009,88.17733789,0.8817733789,34.85143324
49.784,29882.48,0.08788034015,86.66607091,0.8666607091,34.25411627
49.911,30003.69,0.086122308,84.95115239,0.8495115239,33.57630756
50.038,30089.81,0.08487753223,83.73690325,0.8373690325,33.09638467
50.165,30149.04,0.08402348969,82.90380508,0.8290380508,32.76710885
50.292,30279.13,0.08215358509,81.07975765,0.8107975765,32.04616774
50.419,30313.51,0.08166075144,80.59901016,0.8059901016,31.85615589
50.546,30409.04,0.08029426779,79.26603787,0.7926603787,31.32930857
50.673,30463.43,0.07951817695,78.50897973,0.7850897973,31.030087
50.8,30596.72,0.0776221055,76.65940717,0.7665940717,30.29905728
50.927,30617.13,0.07733249945,76.37690336,0.7637690336,30.18739976
51.054,30725.79,0.07579391968,74.87605542,0.7487605542,29.59420084
51.181,30811.76,0.07458047128,73.69236538,0.7369236538,29.1263562
51.308,30920.01,0.07305735196,72.20659873,0.7220659873,28.53911805
51.435,30928.79,0.07293404785,72.08631851,0.7208631851,28.49157819
51.562,31024.85,0.07158728723,70.77258558,0.7077258558,27.97233508
51.689,31173.35,0.06951350203,68.74965748,0.6874965748,27.17278788
51.816,31240.62,0.06857733338,67.83644724,0.6783644724,26.81184836
51.943,31314.28,0.06755454711,66.83874358,0.6683874358,26.41751345
52.07,31380.48,0.06663739533,65.94408385,0.6594408385,26.06390589
