metric,mcc,csv,csv_minus_mcc
normalization_dose_gy,1.8927184515566053,1.9907130674734814,0.09799461591687608
normalization_position_mm_after_alignment,-25.38643639503725,-25.38643639503725,0.0
fwhm_mm,54.391695489858826,52.59300828169268,-1.7986872081661431
left_80_20_penumbra_mm,12.573497101825971,11.770106454279606,-0.8033906475463652
right_80_20_penumbra_mm,9.953638489704277,9.097328345699935,-0.8563101440043415
