metric,mcc,csv_aligned_or_width,csv_minus_mcc
normalization_position_mm,-14.867427359567998,-14.867427359567998,0.0
normalization_dose_gy,1.912286549819645,1.9937808385147122,0.08149428869506714
peak_position_mm,0.0,-8.630499099158603,-8.630499099158603
peak_relative_dose,1.0028308781342763,1.006725543266543,0.0038946651322666614
fwhm_mm,75.28904140194138,73.23514548616903,-2.053895915772344
left_50_mm,-53.12848416475153,-52.165330167282264,0.9631539974692629
right_50_mm,22.160557237189856,21.069815318886764,-1.0907419183030918
left_penumbra_mm,12.728550394330114,11.684719780128724,-1.04383061420139
right_penumbra_mm,10.493174030748268,8.82814925316272,-1.665024777585547
flatness_percent,7.328949209458522,8.22205048052948,0.8931012710709583
symmetry_percent,4.524159724072208,5.740084300999515,1.215924576927307
