x_aligned_mm,mcc_dose_gy,csv_dose_gy,mcc_relative,csv_relative,difference_percent_points,abs_difference_percent_points,region
-99.0,0.018462,0.008117601749852902,0.009654410842214635,0.004071461412930517,-0.5582949429284118,0.5582949429284118,tail
-98.0,0.018671,0.00846657988809405,0.00976370408595978,0.004246494762383871,-0.5517209323575909,0.5517209323575909,tail
-97.0,0.01888,0.00902078959199505,0.009872997329704924,0.004524463982066946,-0.5348533347637978,0.5348533347637978,tail
-96.0,0.019089000000000002,0.009330875753680771,0.00998229057345007,0.004679990685752555,-0.5302299887697515,0.5302299887697515,tail
-95.0,0.019298000000000003,0.009497894512279774,0.010091583817195215,0.0047637605542218625,-0.5327823262973352,0.5327823262973352,tail
-94.0,0.0199414,0.010102065755176092,0.010428039668992469,0.005066788465427189,-0.536125120356528,0.536125120356528,tail
-93.0,0.0205848,0.010962428064750345,0.010764495520789723,0.005498311475857557,-0.5266184044932166,0.5266184044932166,tail
-92.0,0.021228200000000003,0.011078072673019327,0.011100951372586975,0.0055563141439718385,-0.5544637228615136,0.5544637228615136,tail
-91.0,0.0218716,0.010757279129557323,0.011437407224384228,0.00539541704973505,-0.6041990174649179,0.6041990174649179,tail
-90.0,0.022515,0.011341742542006924,0.011773863076181482,0.00568856030859243,-0.6085302767589053,0.6085302767589053,tail
-89.0,0.0235829,0.012456727347982173,0.012332304487642916,0.006247791686704112,-0.6084512800938804,0.6084512800938804,tail
-88.0,0.0246508,0.013650062104629325,0.01289074589910435,0.006846320237884361,-0.604442566121999,0.604442566121999,tail
-87.0,0.025718699999999997,0.014889313465111092,0.013449187310565786,0.007467878704363033,-0.5981308606202753,0.5981308606202753,tail
-86.0,0.026786599999999997,0.015982928949731464,0.01400762872202722,0.008016392093344678,-0.5991236628682542,0.5991236628682542,tail
-85.0,0.027854499999999997,0.01699119524448396,0.014566070133488655,0.008522097773364963,-0.6043972360123692,0.6043972360123692,tail
-84.0,0.0294262,0.01792873362825035,0.015387965785135755,0.00899232918779907,-0.6395636597336685,0.6395636597336685,tail
-83.0,0.0309979,0.0188248222671101,0.016209861436782855,0.009441771083091481,-0.6768090353691374,0.6768090353691374,tail
-82.0,0.0325696,0.019904525457225666,0.017031757088429952,0.009983306626646964,-0.7048450461782988,0.7048450461782988,tail
-81.0,0.0341413,0.021091835053420414,0.017853652740077053,0.010578813200518566,-0.7274839539558486,0.7274839539558486,tail
-80.0,0.035713,0.023533061474501932,0.018675548391724153,0.01180323384591916,-0.6872314545804994,0.6872314545804994,tail
-79.0,0.0386135,0.02670913969314219,0.020192318982550906,0.013396226494502497,-0.6796092488048409,0.6796092488048409,tail
-78.0,0.041514,0.03002403627715846,0.021709089573377662,0.015058844832476761,-0.6650244740900901,0.6650244740900901,tail
-77.0,0.044414499999999996,0.03342028668250171,0.023225860164204415,0.016762266963804555,-0.646359320039986,0.646359320039986,tail
-76.0,0.047314999999999996,0.03679858909076933,0.02474263075503117,0.018456687104176816,-0.6285943650854355,0.6285943650854355,tail
-75.0,0.050215499999999996,0.040166373163488825,0.026259401345857924,0.02014583167195607,-0.6113569673901854,0.6113569673901854,tail
-74.0,0.056476399999999996,0.044333156872461726,0.02953343995716881,0.022235722209813277,-0.7297717747355534,0.7297717747355534,tail
-73.0,0.0627373,0.04896819039457724,0.0328074785684797,0.024560467955473283,-0.8247010613006419,0.8247010613006419,tail
-72.0,0.0689982,0.05484742622638198,0.03608151717979059,0.027509255363915092,-0.85722618158755,0.85722618158755,tail
-71.0,0.0752591,0.06145582071181945,0.039355555791101476,0.03082375932432052,-0.8531796466780955,0.8531796466780955,tail
-70.0,0.08152,0.06941134967243948,0.04262959440241237,0.034813931567397434,-0.7815662835014934,0.7815662835014934,tail
-69.0,0.09621099999999999,0.07815636017680594,0.05031202044958901,0.03920007588949914,-1.1111944560089868,1.1111944560089868,tail
-68.0,0.110902,0.09057726599710678,0.05799444649676566,0.04542990094366804,-1.256454555309762,1.256454555309762,tail
-67.0,0.125593,0.10515241221592529,0.0656768725439423,0.052740206037018435,-1.293666650692387,1.293666650692387,tail
-66.0,0.140284,0.12063634972241233,0.07335929859111895,0.06050632416162733,-1.285297442949162,1.285297442949162,tail
-65.0,0.154975,0.136652879900195,0.08104172463829559,0.0685395692748236,-1.250215536347199,1.250215536347199,tail
-64.0,0.192158,0.1565482272467969,0.10048598627549996,0.0785182725316084,-2.196771374389156,2.196771374389156,low_dose
-63.0,0.22934100000000002,0.17871673634730215,0.1199302479127043,0.08963710197979384,-3.0293145932910464,3.0293145932910464,low_dose
-62.0,0.26652400000000004,0.21119330521109025,0.13937450954990865,0.10592603817399555,-3.34484713759131,3.34484713759131,low_dose
-61.0,0.30370700000000006,0.24971086187889374,0.15881877118711302,0.1252448900376224,-3.357388114949061,3.357388114949061,low_dose
-60.0,0.34089,0.297491823727668,0.17826303282431738,0.14920989207082944,-2.9053140753487945,2.9053140753487945,low_dose
-59.0,0.42293200000000003,0.3507015586925265,0.2211655988690023,0.17589774759485866,-4.526785127414365,4.526785127414365,penumbra_or_shoulder
-58.0,0.504974,0.41263171578467167,0.26406816491368723,0.2069594149034284,-5.710875001025883,5.710875001025883,penumbra_or_shoulder
-57.0,0.587016,0.4796724334407411,0.3069707309583722,0.24058433312965233,-6.638639782871985,6.638639782871985,penumbra_or_shoulder
