Depth [mm],Signal,Net OD,Dose [cGy],Dose [Gy],PDD [%]
0,19801.67,0.2705030579,286.3561958,2.863561958,142.0155574
0.127,22611.99,0.2128660918,198.4723839,1.984723839,98.4304396
0.254,23120.19,0.2032134778,186.8659474,1.868659474,92.67434083
0.381,24106.62,0.1850685545,165.048241,1.65048241,81.85406251
0.508,24338.41,0.1809126737,160.0511525,1.600511525,79.37580527
0.635,24438,0.1791392161,157.9187226,1.579187226,78.31824748
0.762,24613.6,0.176029738,154.1798432,1.541798432,76.46398679
0.889,24733.05,0.1739272011,151.6517237,1.516517237,75.21019065
1.016,24936.98,0.1703610195,147.4591103,1.474591103,73.13090495
1.143,25053.19,0.1683418445,145.1190957,1.451190957,71.97039758
1.27,25226.62,0.1653458112,141.6470037,1.416470037,70.24844752
1.397,25421.62,0.1620016539,137.771472,1.37771472,68.32641543
1.524,25571.89,0.1594420489,134.8051552,1.348051552,66.85529959
1.651,25723.26,0.1568788691,131.8346955,1.318346955,65.38212913
1.778,25801.47,0.1555604266,130.3067573,1.303067573,64.62436311
1.905,25874.24,0.1543372743,128.8892507,1.288892507,63.92136454
2.032,25888.38,0.1541000018,128.6142764,1.286142764,63.78499373
2.159,25895.29,0.1539840975,128.4799553,1.284799553,63.71837851
2.286,25867,0.1544588134,129.0301019,1.290301019,63.99121833
2.413,25780.74,0.1559094975,130.7112943,1.307112943,64.82498929
2.54,25735.9,0.1566655161,131.5874416,1.315874416,65.25950594
2.667,25605.04,0.1588794179,134.1531242,1.341531242,66.53193118
2.794,25459.95,0.1613473301,137.0131786,1.370131786,67.95034721
2.921,25359.33,0.1630671013,139.0062152,1.390062152,68.93877423
3.048,25221.72,0.1654301765,141.7447743,1.417447743,70.29693587
3.175,25106.48,0.1674190489,144.0496712,1.440496712,71.44002697
3.302,24966.79,0.1698421682,146.8578153,1.468578153,72.83269859
3.429,24817.46,0.172447546,149.877178,1.49877178,74.33012205
3.556,24678.62,0.1748840057,152.8021989,1.528021989,75.78075755
3.683,24561.46,0.1769506976,155.2872178,1.552872178,77.0131784
3.81,24421.02,0.1794410772,158.2816846,1.582816846,78.49825496
3.937,24313.88,0.1813506076,160.5777303,1.605777303,79.63695639
4.064,24142.37,0.184424975,164.2743921,1.642743921,81.47027971
4.191,24081.3,0.1855249484,165.5970154,1.655970154,82.1262218
4.318,23969.38,0.1875480759,168.0296519,1.680296519,83.33266409
4.445,23852.8,0.1896655098,170.5756836,1.705756836,84.59534363
