Depth [mm],Signal,Net OD,Dose [cGy],Dose [Gy],PDD [%]
0,13027.33,0.452349462,300,3,148.7222673
0.127,22904.72,0.2072798894,191.755457,1.91755457,95.06102109
0.254,23411.31,0.1977791608,180.3316497,1.803316497,89.39777266
0.381,24141.15,0.184446922,164.3007815,1.643007815,81.4506158
0.508,24344.76,0.1807993791,159.9149255,1.599149255,79.27636763
0.635,24498.18,0.1780710552,156.6343512,1.566343512,77.65005282
0.762,24587.36,0.1764929765,154.7368475,1.547368475,76.70938263
0.889,24767.13,0.1733291928,150.9326703,1.509326703,74.82349645
1.016,24982.28,0.1695728049,146.5456512,1.465456512,72.64867168
1.143,25108.72,0.1673803028,144.0047686,1.440047686,71.38905226
1.27,25132.64,0.1669667661,143.5255223,1.435255223,71.1514703
1.397,25216.38,0.165522136,141.8513459,1.418513459,70.32151258
1.524,25248.75,0.1649649943,141.2056764,1.412056764,70.00142781
1.651,25340.5,0.1633896967,139.3800698,1.393800698,69.09639996
1.778,25449.93,0.1615182844,137.2112969,1.372112969,68.02125055
1.905,25495.34,0.1607440685,136.314061,1.36314061,67.57645402
2.032,25542.89,0.1599348434,135.376253,1.35376253,67.11154424
2.159,25442,0.1616536282,137.3681464,1.373681464,68.09900726
2.286,25431.94,0.1618253862,137.5671961,1.375671961,68.19768433
2.413,25319.51,0.1637495798,139.797137,1.39797137,69.30315725
2.54,25205.36,0.1657119718,142.0713459,1.420713459,70.43057557
2.667,25142.19,0.1668017725,143.3343119,1.433343119,71.05667946
2.794,25051.72,0.1683673275,145.1486279,1.451486279,71.95611008
2.921,24914.11,0.1707594989,147.9209065,1.479209065,73.33044198
3.048,24784.28,0.1730285696,150.5711969,1.505711969,74.64429929
3.175,24661.94,0.1751776397,153.1552684,1.531552684,75.9253292
3.302,24503.18,0.1779824262,156.5277824,1.565277824,77.5972223
3.429,24363.74,0.1804609203,159.507958,1.59507958,79.07461719
3.556,24300.66,0.1815868074,160.8617403,1.608617403,79.74574242
3.683,24183.53,0.1836851827,163.3848556,1.633848556,80.99655387
3.81,24060.27,0.1859043799,166.0532491,1.660532491,82.31938562
3.937,23948.8,0.1879211194,168.4782044,1.684782044,83.52153516
4.064,23857.1,0.1895872256,170.4815535,1.704815535,84.51467723
4.191,23835.13,0.1899873516,170.9626706,1.709626706,84.75318661
4.318,23746.07,0.1916131328,172.9175324,1.729175324,85.72229156
4.445,23656.6,0.1932525499,174.8887902,1.748887902,86.69952464
4.572,23569.7,0.1948508218,176.8105743,1.768105743,87.65223163
4.699,23542.4,0.1953541422,177.4157737,1.774157737,87.95225372
4.826,23460.13,0.1968744622,179.2438275,1.792438275,88.85849474
4.953,23428.53,0.1974598364,179.9476896,1.799476896,89.20742797
5.08,23354.53,0.1988337448,181.599696,1.81599696,90.02639509
5.207,23299.59,0.1998565977,182.8295884,1.828295884,90.63610304
5.334,23277.5,0.2002685412,183.324915,1.83324915,90.8816567
5.461,23283.63,0.2001541872,183.1874142,1.831874142,90.81349193
5.588,23198.5,0.2017449719,185.1001957,1.851001957,91.76173593
5.715,23220.36,0.2013359279,184.6083556,1.846083556,91.51791066
5.842,23152.01,0.2026161752,186.1477426,1.861477426,92.28104772
5.969,23130.32,0.2030232354,186.6371974,1.866371974,92.5236905
6.096,23108.96,0.2034244757,187.1196543,1.871196543,92.7628641
6.223,23091.75,0.2037480295,187.5086999,1.875086999,92.95572991
6.35,23016.25,0.2051703104,189.21887,1.8921887,93.80353118
6.477,23035.13,0.204814209,188.7906888,1.887906888,93.59126423
6.604,23011.77,0.2052548519,189.3205239,1.893205239,93.85392516
6.731,22959.47,0.206243018,190.5087085,1.905087085,94.44295686
6.858,22930.82,0.2067852913,191.1607454,1.911607454,94.76619819
6.985,22984.8,0.2057641474,189.9329079,1.899329079,94.15750894
7.112,22947.14,0.2064763112,190.7892235,1.907892235,94.58201963
7.239,22929.57,0.2068089661,191.1892123,1.911892123,94.78031041
7.366,22921.14,0.2069686627,191.3812337,1.913812337,94.8755033
7.493,22878.09,0.2077851124,192.3629441,1.923629441,95.36217727
7.62,22870.12,0.2079364332,192.5448943,1.925448943,95.45237741
7.747,22860.4,0.2081210513,192.7668817,1.927668817,95.56242566
7.874,22853.51,0.208251965,192.9242942,1.929242942,95.64046146
8.001,22855.52,0.2082137699,192.8783678,1.928783678,95.61769387
8.128,22842.62,0.2084589614,193.1731895,1.931731895,95.76384905
8.255,22822.05,0.208850224,193.643649,1.93643649,95.99707507
8.382,22792.53,0.2094123414,194.3195468,1.943195468,96.33214522
8.509,22825.81,0.2087786786,193.5576218,1.935576218,95.95442788
8.636,22753.21,0.2101622014,195.2211887,1.952211887,96.77912601
8.763,22771.98,0.2098040828,194.790582,1.94790582,96.56565666
8.89,22803.65,0.2092005099,194.0648376,1.940648376,96.20587546
9.017,22757.21,0.2100858594,195.1293941,1.951293941,96.73361965
9.144,22737.08,0.2104701867,195.5915145,1.955915145,96.96271164
9.271,22721.06,0.210776288,195.9595749,1.959595749,97.14517425
9.398,22744.88,0.2103212266,195.4124029,1.954124029,96.8739187
9.525,22723.29,0.2107336654,195.908325,1.95908325,97.11976757
9.652,22741.79,0.2103802316,195.4833513,1.954833513,96.90909073
9.779,22715.02,0.210891753,196.0984117,1.960984117,97.21400129
9.906,22546.14,0.2141326771,199.9953436,1.999953436,99.1458698
10.033,22669.72,0.2117587205,197.1408653,1.971408653,97.7307882
