crossplane_x_mm,dose_gy_at_y_-130_mm,dose_gy_at_y_-125_mm,dose_gy_at_y_-120_mm,dose_gy_at_y_-115_mm,dose_gy_at_y_-110_mm,dose_gy_at_y_-105_mm,dose_gy_at_y_-100_mm,dose_gy_at_y_-95_mm,dose_gy_at_y_-90_mm,dose_gy_at_y_-85_mm,dose_gy_at_y_-80_mm,dose_gy_at_y_-75_mm,dose_gy_at_y_-70_mm,dose_gy_at_y_-65_mm,dose_gy_at_y_-60_mm,dose_gy_at_y_-55_mm,dose_gy_at_y_-50_mm,dose_gy_at_y_-45_mm,dose_gy_at_y_-40_mm,dose_gy_at_y_-35_mm,dose_gy_at_y_-30_mm,dose_gy_at_y_-25_mm,dose_gy_at_y_-20_mm,dose_gy_at_y_-15_mm,dose_gy_at_y_-10_mm,dose_gy_at_y_-5_mm,dose_gy_at_y_0_mm,dose_gy_at_y_5_mm,dose_gy_at_y_10_mm,dose_gy_at_y_15_mm,dose_gy_at_y_20_mm,dose_gy_at_y_25_mm,dose_gy_at_y_30_mm,dose_gy_at_y_35_mm,dose_gy_at_y_40_mm,dose_gy_at_y_45_mm,dose_gy_at_y_50_mm,dose_gy_at_y_55_mm,dose_gy_at_y_60_mm,dose_gy_at_y_65_mm,dose_gy_at_y_70_mm,dose_gy_at_y_75_mm,dose_gy_at_y_80_mm,dose_gy_at_y_85_mm,dose_gy_at_y_90_mm,dose_gy_at_y_95_mm,dose_gy_at_y_100_mm,dose_gy_at_y_105_mm,dose_gy_at_y_110_mm,dose_gy_at_y_115_mm,dose_gy_at_y_120_mm,dose_gy_at_y_125_mm,dose_gy_at_y_130_mm
-125,0.00423615,0.0042328,0.00443015,0.0046275,0.00502175,0.005416,0.005631,0.005846,0.00627495,0.0067039,0.00712715,0.0075504,0.0077505,0.0079506,0.0083821,0.0088136,0.00922095,0.0096283,0.01001465,0.010401,0.010753,0.011105,0.011293,0.011481,0.0116375,0.011794,0.011857,0.01192,0.011753,0.011586,0.0115485,0.011511,0.011028,0.010545,0.01004355,0.0095421,0.0093484,0.0091547,0.0086602,0.0081657,0.0076261,0.0070865,0.00689185,0.0066972,0.00625885,0.0058205,0.00551755,0.0052146,0.004912,0.0046094,0.00431575,0.0040221,0.00431335
-120,0.0044851,0.00459955,0.004714,0.00503305,0.0053521,0.0057029,0.0060537,0.00637725,0.0067008,0.0071254,0.00755,0.00801545,0.0084809,0.0087964,0.0091119,0.00956295,0.010014,0.01041,0.010806,0.0111785,0.011551,0.011996,0.012441,0.012521,0.012601,0.012691,0.012781,0.012813,0.012845,0.012707,0.012569,0.0121635,0.011758,0.0113965,0.011035,0.010675,0.010315,0.0096952,0.0090754,0.0087461,0.0084168,0.00794115,0.0074655,0.00699415,0.0065228,0.0062296,0.0059364,0.0055477,0.005159,0.0047873,0.0044156,0.0044443,0.004473
-115,0.0048345,0.0049684,0.00513385,0.0052993,0.005733,0.0061667,0.00673665,0.0073066,0.00765735,0.0080081,0.00843185,0.0088556,0.0094226,0.0099896,0.0104573,0.010925,0.01136,0.011795,0.0122715,0.012748,0.013125,0.013502,0.013694,0.013886,0.014144,0.014402,0.014574,0.014746,0.0145965,0.014447,0.014268,0.014089,0.0135935,0.013098,0.012587,0.012076,0.011466,0.010856,0.0105225,0.010189,0.00971365,0.0092383,0.00856805,0.0078978,0.00742115,0.0069445,0.00644445,0.0059444,0.00549205,0.0050397,0.0047259,0.0044121,0.00466005
-110,0.0051839,0.0052042,0.0052245,0.0056989,0.0061733,0.0070482,0.0079231,0.0082049,0.0084867,0.0090572,0.0096277,0.01045435,0.011281,0.011621,0.011961,0.0124035,0.012846,0.0135555,0.014265,0.014641,0.015017,0.015407,0.015797,0.0160805,0.016364,0.0165865,0.016809,0.016768,0.016727,0.0164705,0.016214,0.015984,0.015754,0.015177,0.0146,0.013897,0.013194,0.012683,0.012172,0.011648,0.011124,0.0103059,0.0094878,0.00891645,0.0083451,0.0077613,0.0071775,0.00650145,0.0058254,0.00557905,0.0053327,0.0050899,0.0048471
-105,0.00542985,0.0054473,0.00569075,0.0059342,0.0066857,0.0074372,0.00820915,0.0089811,0.00946125,0.0099414,0.0106217,0.011302,0.011693,0.012084,0.012506,0.012928,0.013583,0.014238,0.0147905,0.015343,0.015667,0.015991,0.0164305,0.01687,0.017073,0.017276,0.017319,0.017362,0.0172255,0.017089,0.0167655,0.016442,0.0160205,0.015599,0.014933,0.014267,0.0136305,0.012994,0.0125555,0.012117,0.0114725,0.010828,0.01027075,0.0097135,0.0091581,0.0086027,0.00764745,0.0066922,0.00616325,0.0056343,0.00549155,0.0053488,0.0051802
-100,0.0056758,0.0058767,0.0060776,0.00649365,0.0069097,0.0080628,0.0092159,0.00978295,0.01035,0.0109415,0.011533,0.011935,0.012337,0.01275,0.013163,0.0136905,0.014218,0.014892,0.015566,0.0160155,0.016465,0.016933,0.017401,0.0178055,0.01821,0.0182065,0.018203,0.018195,0.018187,0.017966,0.017745,0.017294,0.016843,0.0162475,0.015652,0.014932,0.014212,0.013586,0.01296,0.012471,0.011982,0.01149,0.010998,0.01045045,0.0099029,0.00922875,0.0085546,0.00746975,0.0063849,0.006095,0.0058051,0.0056592,0.0055133
-95,0.005966,0.0059099,0.0063798,0.0068497,0.0074758,0.0081019,0.00924895,0.010396,0.0109885,0.011581,0.0121355,0.01269,0.013132,0.013574,0.014059,0.014544,0.015169,0.015794,0.01662,0.017446,0.0179235,0.018401,0.0187345,0.019068,0.019127,0.019186,0.0192235,0.019261,0.0192315,0.019202,0.018765,0.018328,0.017757,0.017186,0.016565,0.015944,0.015104,0.014264,0.0136755,0.013087,0.0125645,0.012042,0.011403,0.010764,0.0103225,0.009881,0.0086628,0.0074446,0.0068985,0.0063524,0.0060291,0.0057058,0.00570755
-90,0.0062562,0.0064366,0.006617,0.00698675,0.0073565,0.00870025,0.010044,0.010947,0.01185,0.0125435,0.013237,0.0138225,0.014408,0.015152,0.015896,0.0166795,0.017463,0.0182815,0.0191,0.019935,0.02077,0.0213135,0.021857,0.0221895,0.022522,0.022465,0.022408,0.022516,0.022624,0.0222175,0.021811,0.0211485,0.020486,0.0198045,0.019123,0.018096,0.017069,0.016048,0.015027,0.0144135,0.0138,0.013219,0.012638,0.01177,0.010902,0.01001975,0.0091375,0.0080809,0.0070243,0.0064516,0.0058789,0.00589035,0.0059018
-85,0.00641745,0.0063564,0.0066814,0.0070064,0.0079074,0.0088084,0.0102887,0.011769,0.012564,0.013359,0.014234,0.015109,0.0161405,0.017172,0.018108,0.019044,0.020381,0.021718,0.022964,0.02421,0.024931,0.025652,0.026289,0.026926,0.027289,0.027652,0.027673,0.027694,0.0273285,0.026963,0.026278,0.025593,0.0247235,0.023854,0.0225045,0.021155,0.019781,0.018407,0.0172205,0.016034,0.0149645,0.013895,0.013187,0.012479,0.01179,0.011101,0.0095428,0.0079846,0.0072594,0.0065342,0.0062884,0.0060426,0.0060139
-80,0.0065787,0.00661735,0.006656,0.00729975,0.0079435,0.00927825,0.010613,0.0119865,0.01336,0.0139955,0.014631,0.015909,0.017187,0.0186945,0.020202,0.02218,0.024158,0.026426,0.028694,0.0301755,0.031657,0.032592,0.033527,0.0342695,0.035012,0.035258,0.035504,0.0352575,0.035011,0.034317,0.033623,0.032791,0.031959,0.0302865,0.028614,0.026382,0.02415,0.021811,0.019472,0.0176925,0.015913,0.015043,0.014173,0.0133505,0.012528,0.0110731,0.0096182,0.0085042,0.0073902,0.00685255,0.0063149,0.00622045,0.006126
-75,0.00692045,0.0067151,0.00704755,0.00738,0.00817775,0.0089755,0.01042225,0.011869,0.0131855,0.014502,0.0154195,0.016337,0.018338,0.020339,0.024102,0.027865,0.032105,0.036345,0.03969,0.043035,0.0448835,0.046732,0.047649,0.048566,0.049313,0.05006,0.049996,0.049932,0.049398,0.048864,0.048137,0.04741,0.0455765,0.043743,0.0403575,0.036972,0.032397,0.027822,0.0241025,0.020383,0.018165,0.015947,0.0148055,0.013664,0.012437,0.01121,0.0097413,0.0082726,0.00744905,0.0066255,0.006348,0.0060705,0.0062077
-70,0.0072622,0.0071343,0.0070064,0.00755645,0.0081065,0.00961625,0.011126,0.012374,0.013622,0.0147645,0.015907,0.0180725,0.020238,0.025814,0.03139,0.0406115,0.049833,0.0578225,0.065812,0.0700645,0.074317,0.0762115,0.078106,0.0791305,0.080155,0.080782,0.081409,0.081301,0.081193,0.0801665,0.07914,0.0775695,0.075999,0.0719465,0.067894,0.059468,0.051042,0.0414925,0.031943,0.026112,0.020281,0.01761,0.014939,0.0139975,0.013056,0.011769,0.010482,0.00860695,0.0067319,0.00653775,0.0063436,0.0063165,0.0062894
-65,0.0073915,0.0066508,0.0070345,0.0074182,0.0084935,0.0095688,0.0109269,0.012285,0.0140195,0.015754,0.01733,0.018906,0.0261805,0.033455,0.0520045,0.070554,0.092777,0.115,0.12696,0.13892,0.14331,0.1477,0.14984,0.15198,0.15336,0.15474,0.154975,0.15521,0.155055,0.1549,0.153735,0.15257,0.14844,0.14431,0.132525,0.12074,0.097043,0.073346,0.0534265,0.033507,0.0257885,0.01807,0.016431,0.014792,0.012965,0.011138,0.0098522,0.0085664,0.00753345,0.0065005,0.00544445,0.0043884,0.00547545
-60,0.0075208,0.0074982,0.0074756,0.0078864,0.0082972,0.0099241,0.011551,0.0133285,0.015106,0.0163555,0.017605,0.024106,0.030607,0.0574475,0.084288,0.147984,0.21168,0.25381,0.29594,0.30919,0.32244,0.32689,0.33134,0.334275,0.33721,0.33912,0.34103,0.3414,0.34177,0.34155,0.34133,0.33883,0.33633,0.324405,0.31248,0.26861,0.22474,0.1557285,0.086717,0.0582095,0.029702,0.0233285,0.016955,0.015712,0.014469,0.01219835,0.0099277,0.00840985,0.006892,0.00624985,0.0056077,0.0051346,0.0046615
-55,0.00765535,0.0073676,0.00770795,0.0080483,0.00904715,0.010046,0.0119735,0.013901,0.0159655,0.01803,0.0219095,0.025789,0.048766,0.071743,0.1809415,0.29014,0.452485,0.61483,0.659555,0.70428,0.716985,0.72969,0.734345,0.739,0.743175,0.74735,0.74982,0.75229,0.75255,0.75281,0.751595,0.75038,0.74263,0.73488,0.69107,0.64726,0.47418,0.3011,0.1867545,0.072409,0.0485305,0.024652,0.0208525,0.017053,0.014876,0.012699,0.00977045,0.0068419,0.00562945,0.004417,0.0044914,0.0045658,0.0047297
-50,0.0077899,0.0077166,0.0076433,0.00823615,0.008829,0.0106375,0.012446,0.014572,0.016698,0.0197715,0.022845,0.036325,0.049805,0.1336325,0.21746,0.54096,0.86446,1.03283,1.2012,1.23095,1.2607,1.2709,1.2811,1.28535,1.2896,1.2923,1.295,1.2964,1.2978,1.29535,1.2929,1.2868,1.2807,1.2552,1.2297,1.0547,0.8797,0.548875,0.21805,0.133418,0.048786,0.0345345,0.020283,0.0177895,0.015296,0.012893,0.01049,0.0073825,0.004275,0.00461465,0.0049543,0.0048761,0.0047979
-45,0.0080694,0.0077228,0.00811685,0.0085109,0.00956045,0.01061,0.012643,0.014676,0.017139,0.019602,0.027094,0.034586,0.076753,0.11892,0.37658,0.63424,1.03247,1.4307,1.51575,1.6008,1.61645,1.6321,1.63755,1.643,1.647,1.651,1.6508,1.6506,1.648,1.6454,1.6408,1.6362,1.6197,1.6032,1.5182,1.4332,1.032685,0.63217,0.375265,0.11836,0.075906,0.033452,0.0249925,0.016533,0.014755,0.012977,0.01091475,0.0088525,0.00575095,0.0026494,0.00281825,0.0029871,0.00466105
-40,0.0083489,0.00822235,0.0080958,0.00881215,0.0095285,0.01141375,0.013299,0.0154765,0.017654,0.0221775,0.026701,0.046205,0.065709,0.1862945,0.30688,0.76439,1.2219,1.4576,1.6933,1.7312,1.7691,1.7776,1.7861,1.7896,1.7931,1.79445,1.7958,1.79365,1.7915,1.7871,1.7827,1.7727,1.7627,1.7244,1.6861,1.45,1.2139,0.75899,0.30408,0.1843985,0.064717,0.044938,0.025159,0.0196495,0.01414,0.012964,0.011788,0.00882545,0.0058629,0.00400505,0.0021472,0.0033357,0.0045242
-35,0.00854395,0.0082154,0.00857725,0.0089391,0.01014605,0.011353,0.013439,0.015525,0.018367,0.021209,0.031195,0.041181,0.0920355,0.14289,0.43342,0.72395,1.165775,1.6076,1.7044,1.8012,1.8206,1.84,1.8442,1.8484,1.8503,1.8522,1.8522,1.8522,1.84835,1.8445,1.83775,1.831,1.81135,1.7917,1.69385,1.596,1.158895,0.72179,0.43142,0.14105,0.0905015,0.039953,0.0297505,0.019548,0.015579,0.01161,0.010428,0.009246,0.00658475,0.0039235,0.002251785,0.00058007,0.0031938
