x_mm,intensity,net_od,dose_cgy,dose_gy,normalized_percent,smoothed_percent
0,34708.5625,0.02829305916,19.2889439,0.192889439,11.89093403,11.89093403
0.127,34638.15,0.02917499775,19.89021023,0.1989021023,12.26159291,12.26159291
0.254,34500.175,0.03090838833,21.0719585,0.210719585,12.99009784,12.99009784
0.381,34504.3625,0.03085567852,21.0360233,0.210360233,12.96794509,12.96794509
0.508,34485.5375,0.03109268694,21.19760506,0.2119760506,13.06755438,13.06755438
0.635,34465.8125,0.03134116529,21.3670065,0.213670065,13.17198422,13.17198422
0.762,34395.525,0.0322277436,21.97143599,0.2197143599,13.54459307,13.54459307
0.889,34319.85,0.03318430531,22.62357703,0.2262357703,13.94661436,13.94661436
1.016,34285.175,0.03362331579,22.92287476,0.2292287476,14.13112056,14.13112056
1.143,34289.75,0.03356536757,22.88336826,0.2288336826,14.10676623,14.10676623
1.27,34179.2375,0.03496731646,23.83915439,0.2383915439,14.6959737,14.6959737
1.397,34195.3125,0.03476310938,23.69993512,0.2369993512,14.61015007,14.61015007
1.524,34239.975,0.03419624743,23.31347397,0.2331347397,14.37191079,14.37191079
1.651,34240.4375,0.03419038119,23.30947463,0.2330947463,14.36944534,14.36944534
1.778,34279.9125,0.03368998163,22.96832456,0.2296832456,14.1591387,14.1591387
1.905,34223.95,0.0343995536,23.45207903,0.2345207903,14.45735578,14.45735578
2.032,34223.1125,0.03441018142,23.45932461,0.2345932461,14.46182242,14.46182242
2.159,34202.325,0.03467405688,23.63922311,0.2363922311,14.57272332,14.57272332
2.286,34194.7125,0.03477072969,23.70513031,0.2370513031,14.61335271,14.61335271
2.413,34100.0125,0.03597514815,24.52624901,0.2452624901,15.1195426,15.1195426
2.54,34131.825,0.03557017608,24.25015715,0.2425015715,14.94934198,14.94934198
2.667,34148.925,0.03535264959,24.1018573,0.241018573,14.85792051,14.85792051
2.794,34014.4125,0.03706671215,25.27042859,0.2527042859,15.57830231,15.57830231
2.921,34088.3875,0.03612322827,24.62720343,0.2462720343,15.18177734,15.18177734
3.048,34074.0125,0.03630640795,24.75208715,0.2475208715,15.25876362,15.25876362
3.175,34074.9,0.03629509636,24.74437541,0.2474437541,15.25400961,15.25400961
3.302,33986.0875,0.03742851514,25.5170897,0.255170897,15.73035994,15.73035994
3.429,34003.4625,0.03720654377,25.36575954,0.2536575954,15.63707038,15.63707038
3.556,34007.825,0.0371508292,25.32777584,0.2532777584,15.61365481,15.61365481
3.683,33987.525,0.03741014629,25.50456665,0.2550456665,15.72263993,15.72263993
3.81,33990.2375,0.0373754872,25.48093763,0.2548093763,15.70807349,15.70807349
3.937,34020.75,0.03698580278,25.21526819,0.2521526819,15.54429793,15.54429793
4.064,33999.1375,0.03726178647,25.40342154,0.2540342154,15.66028764,15.66028764
4.191,33962.7375,0.0377269979,25.72058192,0.2572058192,15.8558055,15.8558055
4.318,33942.0625,0.03799145752,25.90087867,0.2590087867,15.96695191,15.96695191
4.445,33983.075,0.03746701236,25.54333539,0.2554333539,15.74653945,15.74653945
4.572,33956.3125,0.0378091646,25.7765995,0.257765995,15.89033831,15.89033831
4.699,33907.9125,0.03842863256,26.19892509,0.2619892509,16.15068671,16.15068671
4.826,33880.1875,0.0387838812,26.44111774,0.2644111774,16.29998969,16.29998969
4.953,33869.6375,0.03891913784,26.53332968,0.2653332968,16.35683501,16.35683501
5.08,33894.0625,0.03860606039,26.31988746,0.2631988746,16.22525562,16.22525562
5.207,33900.5,0.03852358266,26.26365783,0.2626365783,16.1905921,16.1905921
5.334,33888.15,0.03868182558,26.37154078,0.2637154078,16.25709802,16.25709802
5.461,33884.7,0.0387260414,26.40168515,0.2640168515,16.27568093,16.27568093
5.588,33947.2625,0.03792492773,25.85552163,0.2585552163,15.93899094,15.93899094
5.715,33937.2875,0.03805255876,25.94253477,0.2594253477,15.99263138,15.99263138
5.842,33908.4375,0.03842190838,26.19434084,0.2619434084,16.14786069,16.14786069
5.969,33927.0625,0.0381834275,26.03175523,0.2603175523,16.04763256,16.04763256
6.096,33926.2,0.03819446835,26.03928239,0.2603928239,16.05227278,16.05227278
6.223,33942.8875,0.03798090163,25.89368214,0.2589368214,15.96251551,15.96251551
6.35,33901.1125,0.03851573608,26.25830838,0.2625830838,16.18729436,16.18729436
6.477,33961.3125,0.0377452203,25.73300514,0.2573300514,15.86346397,15.86346397
6.604,33902.7625,0.03849459906,26.2438981,0.262438981,16.17841094,16.17841094
6.731,33911.725,0.03837980459,26.16563636,0.2616563636,16.13016542,16.13016542
6.858,33915.25,0.03833466361,26.13486125,0.2613486125,16.11119368,16.11119368
6.985,33954.8375,0.03782802997,25.78946107,0.2578946107,15.898267,15.898267
7.112,33910,0.03840189656,26.18069768,0.2618069768,16.13945018,16.13945018
7.239,33982.5875,0.03747324253,25.54758284,0.2554758284,15.74915785,15.74915785
7.366,33938.7875,0.03803336372,25.92944845,0.2592944845,15.98456414,15.98456414
7.493,33959.65,0.03776648074,25.74749955,0.2574749955,15.87239925,15.87239925
