crossplane_x_mm_at_y0,dose_gy,relative_to_80_percent_midpoint,percent_of_80_percent_midpoint,directly_measured,interpolation_method
-125.0,0.012327000000000001,0.0065283349628893865,0.6528334962889386,0,vertical_offset_rows
-120.0,0.013249,0.007016622854167395,0.7016622854167395,1,direct
-115.0,0.014354,0.007601826888725095,0.7601826888725095,0,vertical_offset_rows
-110.0,0.015542,0.008230987425426044,0.8230987425426044,1,direct
-105.0,0.016871,0.008934821056129376,0.8934821056129376,0,vertical_offset_rows
-100.0,0.019585,0.010372145716572453,1.0372145716572454,1,direct
-95.0,0.023237,0.012306231810875368,1.2306231810875368,0,vertical_offset_rows
-90.0,0.02832,0.01499817036984079,1.499817036984079,1,direct
-85.0,0.0345085,0.01827557776156959,1.827557776156959,0,vertical_offset_rows
-80.0,0.043718,0.023152895912030354,2.3152895912030353,1,direct
-75.0,0.059436,0.03147709230585654,3.147709230585654,0,vertical_offset_rows
-70.0,0.090518,0.04793800796388589,4.793800796388589,1,direct
-65.0,0.163925,0.08681409173291493,8.681409173291494,0,vertical_offset_rows
-60.0,0.35431,0.18764130451053285,18.764130451053283,1,direct
-55.0,0.77565,0.41078145647482367,41.078145647482366,0,vertical_offset_rows
-50.0,1.3206,0.6993850208478724,69.93850208478723,1,direct
-45.0,1.6599,0.879077083223825,87.9077083223825,0,vertical_offset_rows
-40.0,1.7953,0.9507844373225695,95.07844373225694,1,direct
-35.0,1.8504,0.9799651995887498,97.99651995887498,0,vertical_offset_rows
-30.0,1.8767,0.9938935852076345,99.38935852076345,1,direct
-25.0,1.8899,1.000884257837645,100.08842578376449,0,vertical_offset_rows
-20.0,1.8922,1.0021023295837832,100.21023295837833,1,direct
-15.0,1.87605,0.9935493475402476,99.35493475402475,0,vertical_offset_rows
-10.0,1.819,0.9633358722719065,96.33358722719065,1,direct
-5.0,1.61265,0.8540536527868554,85.40536527868554,0,vertical_offset_rows
0.0,1.0671,0.5651323305669882,56.51323305669882,1,direct
5.0,0.455965,0.24147742770778444,24.147742770778443,0,vertical_offset_rows
10.0,0.19061,0.10094637197017488,10.094637197017487,1,direct
15.0,0.106325,0.05630933843832351,5.630933843832351,0,vertical_offset_rows
20.0,0.07351,0.038930632199399594,3.8930632199399593,1,direct
25.0,0.0579085,0.030668133787497363,3.0668133787497363,0,vertical_offset_rows
30.0,0.049674,0.026307172138116928,2.630717213811693,1,direct
35.0,0.0449495,0.023805093892625657,2.3805093892625657,0,vertical_offset_rows
40.0,0.041279,0.021861210264712497,2.1861210264712496,1,direct
45.0,0.037819000000000005,0.020028806681391557,2.0028806681391558,0,vertical_offset_rows
50.0,0.033895,0.017950670363197512,1.7950670363197512,1,direct
55.0,0.027153,0.014380131357778493,1.4380131357778494,0,vertical_offset_rows
60.0,0.021687,0.011485357373260495,1.1485357373260496,1,direct
65.0,0.018612499999999997,0.009857113206520537,0.9857113206520538,0,vertical_offset_rows
70.0,0.016557,0.008768527782960944,0.8768527782960944,1,direct
75.0,0.016127500000000003,0.008541066124279921,0.8541066124279921,0,vertical_offset_rows
80.0,0.015168,0.008032918367575744,0.8032918367575744,1,direct
85.0,0.014328,0.007588057382029619,0.7588057382029619,0,vertical_offset_rows
90.0,0.01309,0.006932417024760449,0.6932417024760449,1,direct
95.0,0.0109725,0.005810996623696258,0.5810996623696258,0,vertical_offset_rows
100.0,0.0090282,0.004781302321080389,0.4781302321080389,1,direct
105.0,0.007918999999999999,0.004193873981594957,0.4193873981594957,0,vertical_offset_rows
110.0,0.0078608,0.004163051470453548,0.41630514704535476,1,direct
115.0,0.0086213,0.0045658095412962,0.45658095412962,0,vertical_offset_rows
120.0,0.0094798,0.005020468060452568,0.5020468060452568,1,direct
125.0,0.010029650000000001,0.005311666647241303,0.5311666647241303,0,vertical_offset_rows
