crossplane_x_mm,dose_gy_at_y_-130_mm,dose_gy_at_y_-125_mm,dose_gy_at_y_-120_mm,dose_gy_at_y_-115_mm,dose_gy_at_y_-110_mm,dose_gy_at_y_-105_mm,dose_gy_at_y_-100_mm,dose_gy_at_y_-95_mm,dose_gy_at_y_-90_mm,dose_gy_at_y_-85_mm,dose_gy_at_y_-80_mm,dose_gy_at_y_-75_mm,dose_gy_at_y_-70_mm,dose_gy_at_y_-65_mm,dose_gy_at_y_-60_mm,dose_gy_at_y_-55_mm,dose_gy_at_y_-50_mm,dose_gy_at_y_-45_mm,dose_gy_at_y_-40_mm,dose_gy_at_y_-35_mm,dose_gy_at_y_-30_mm,dose_gy_at_y_-25_mm,dose_gy_at_y_-20_mm,dose_gy_at_y_-15_mm,dose_gy_at_y_-10_mm,dose_gy_at_y_-5_mm,dose_gy_at_y_0_mm,dose_gy_at_y_5_mm,dose_gy_at_y_10_mm,dose_gy_at_y_15_mm,dose_gy_at_y_20_mm,dose_gy_at_y_25_mm,dose_gy_at_y_30_mm,dose_gy_at_y_35_mm,dose_gy_at_y_40_mm,dose_gy_at_y_45_mm,dose_gy_at_y_50_mm,dose_gy_at_y_55_mm,dose_gy_at_y_60_mm,dose_gy_at_y_65_mm,dose_gy_at_y_70_mm,dose_gy_at_y_75_mm,dose_gy_at_y_80_mm,dose_gy_at_y_85_mm,dose_gy_at_y_90_mm,dose_gy_at_y_95_mm,dose_gy_at_y_100_mm,dose_gy_at_y_105_mm,dose_gy_at_y_110_mm,dose_gy_at_y_115_mm,dose_gy_at_y_120_mm,dose_gy_at_y_125_mm,dose_gy_at_y_130_mm
-125,0.0044115,0.004667,0.0048152,0.0049634,0.0053315,0.0056996,0.0061234,0.0065472,0.0068417,0.0071362,0.0075745,0.0080128,0.0083514,0.00869,0.00906365,0.0094373,0.00979165,0.010146,0.010567,0.010988,0.0113615,0.011735,0.0118655,0.011996,0.012068,0.01214,0.012327,0.012514,0.012275,0.012036,0.0119715,0.011907,0.011607,0.011307,0.010671,0.010035,0.00977725,0.0095195,0.00920965,0.0088998,0.0082872,0.0076746,0.00743615,0.0071977,0.00681595,0.0064342,0.00606635,0.0056985,0.0053376,0.0049767,0.00468085,0.004385,0.0043533
-120,0.0047958,0.0049501,0.0051044,0.00542995,0.0057555,0.00623445,0.0067134,0.007023,0.0073326,0.0076481,0.0079636,0.00855265,0.0091417,0.00941955,0.0096974,0.0100102,0.010323,0.0108715,0.01142,0.0117135,0.012007,0.0124355,0.012864,0.0130335,0.013203,0.013226,0.013249,0.013226,0.013203,0.013111,0.013019,0.0126705,0.012322,0.0118645,0.011407,0.0110835,0.01076,0.01014985,0.0095397,0.0092678,0.0089959,0.00844055,0.0078852,0.0075445,0.0072038,0.0068488,0.0064938,0.0060072,0.0055206,0.00515485,0.0047891,0.0046974,0.0046057
-115,0.00510605,0.0051694,0.0055141,0.0058588,0.00631015,0.0067615,0.00718145,0.0076014,0.00803705,0.0084727,0.0087804,0.0090881,0.00952915,0.0099702,0.0104731,0.010976,0.0113355,0.011695,0.012233,0.012771,0.013118,0.013465,0.0136375,0.01381,0.014042,0.014274,0.014354,0.014434,0.014283,0.014132,0.013952,0.013772,0.013273,0.012774,0.012303,0.011832,0.011361,0.01089,0.01042145,0.0099529,0.00957275,0.0091926,0.0087322,0.0082718,0.0077235,0.0071752,0.00684545,0.0065157,0.00601185,0.005508,0.00521595,0.0049239,0.004869
-110,0.0054163,0.0056336,0.0058509,0.0063597,0.0068685,0.00745255,0.0080366,0.0083671,0.0086976,0.00908745,0.0094773,0.00995615,0.010435,0.0107555,0.011076,0.0115395,0.012003,0.0125705,0.013138,0.0135835,0.014029,0.01435,0.014671,0.014854,0.015037,0.0152895,0.015542,0.015465,0.015388,0.0151785,0.014969,0.0146745,0.01438,0.0139375,0.013495,0.012844,0.012193,0.0117295,0.011266,0.010757,0.010248,0.00979575,0.0093435,0.0089218,0.0085001,0.0078562,0.0072123,0.006831,0.0064497,0.0060555,0.0056613,0.0053968,0.0051323
-105,0.0056879,0.005975,0.0063674,0.0067598,0.00735605,0.0079523,0.00859465,0.009237,0.009755,0.010273,0.0105975,0.010922,0.0113465,0.011771,0.012223,0.012675,0.013257,0.013839,0.0144375,0.015036,0.0154,0.015764,0.016099,0.016434,0.01662,0.016806,0.016871,0.016936,0.0168195,0.016703,0.0164015,0.0161,0.015628,0.015156,0.0145315,0.013907,0.01328,0.012653,0.012229,0.011805,0.0112405,0.010676,0.0102471,0.0098182,0.00924865,0.0086791,0.0080603,0.0074415,0.006873,0.0063045,0.00605715,0.0058098,0.00543215
-100,0.0059595,0.00638965,0.0068198,0.0074,0.0079802,0.00866745,0.0093547,0.01035885,0.011363,0.0118555,0.012348,0.01274,0.013132,0.0136705,0.014209,0.0147615,0.015314,0.016099,0.016884,0.0173965,0.017909,0.01834,0.018771,0.0192205,0.01967,0.0196275,0.019585,0.019552,0.019519,0.0193655,0.019212,0.0187025,0.018193,0.0176485,0.017104,0.016307,0.01551,0.0147905,0.014071,0.013616,0.013161,0.01267,0.012179,0.011393,0.010607,0.00962415,0.0086413,0.0079768,0.0073123,0.00691025,0.0065082,0.0061201,0.005732
-95,0.00631045,0.0064946,0.0071806,0.0078666,0.00848985,0.0091131,0.01020255,0.011292,0.0127275,0.014163,0.0146975,0.015232,0.0158,0.016368,0.016997,0.017626,0.0184395,0.019253,0.0201185,0.020984,0.0216125,0.022241,0.0226265,0.023012,0.023107,0.023202,0.023237,0.023272,0.0232145,0.023157,0.022627,0.022097,0.0215085,0.02092,0.0201645,0.019409,0.018401,0.017393,0.0166925,0.015992,0.015351,0.01471,0.013974,0.013238,0.011745,0.010252,0.00929245,0.0083329,0.007801,0.0072691,0.0067834,0.0062977,0.00604535
-90,0.0066614,0.00710135,0.0075413,0.008069,0.0085967,0.00962035,0.010644,0.0128045,0.014965,0.015919,0.016873,0.017549,0.018225,0.019102,0.019979,0.0210275,0.022076,0.023113,0.02415,0.025292,0.026434,0.0269665,0.027499,0.02792,0.028341,0.0283305,0.02832,0.0283105,0.028301,0.027869,0.027437,0.0267785,0.02612,0.0251285,0.024137,0.022946,0.021755,0.0205815,0.019408,0.0184985,0.017589,0.016857,0.016125,0.014664,0.013203,0.0114303,0.0096576,0.00892045,0.0081833,0.00747275,0.0067622,0.00656045,0.0063587
-85,0.00683385,0.0070335,0.00764145,0.0082494,0.0091512,0.010053,0.0115325,0.013012,0.0151135,0.017215,0.0182135,0.019212,0.020273,0.021334,0.0226415,0.023949,0.02569,0.027431,0.028952,0.030473,0.031439,0.032405,0.0331865,0.033968,0.034242,0.034516,0.0345085,0.034501,0.0341045,0.033708,0.0330365,0.032365,0.0312885,0.030212,0.028617,0.027022,0.025365,0.023708,0.022076,0.020444,0.01924,0.018036,0.0170515,0.016067,0.01382,0.011573,0.01037075,0.0091685,0.0084514,0.0077343,0.0072552,0.0067761,0.00641865
-80,0.0070063,0.00745405,0.0079018,0.00861465,0.0093275,0.01025425,0.011181,0.0139885,0.016796,0.017861,0.018926,0.0202325,0.021539,0.0234945,0.02545,0.028083,0.030716,0.0332855,0.035855,0.037774,0.039693,0.0407785,0.041864,0.042533,0.043202,0.04346,0.043718,0.0434565,0.043195,0.0425525,0.04191,0.0408355,0.039761,0.0378105,0.03586,0.0332285,0.030597,0.0277845,0.024972,0.022779,0.020586,0.0194315,0.018277,0.0166365,0.014996,0.0125785,0.010161,0.0095334,0.0089058,0.0080997,0.0072936,0.0068861,0.0064786
