crossplane_x_mm_at_y0,dose_gy,relative_to_80_percent_midpoint,percent_of_80_percent_midpoint,directly_measured,interpolation_method
-125.0,0.012289999999999999,0.006420858060294437,0.6420858060294437,0,vertical_offset_rows
-120.0,0.013155,0.006872773619460808,0.6872773619460808,1,direct
-115.0,0.014352,0.007498141162029761,0.7498141162029761,0,vertical_offset_rows
-110.0,0.015378,0.008034170484231721,0.8034170484231721,1,direct
-105.0,0.0167595,0.008755929264565063,0.8755929264565063,0,vertical_offset_rows
-100.0,0.019484,0.010179332664505844,1.0179332664505845,1,direct
-95.0,0.023206499999999998,0.012124136906120655,1.2124136906120655,0,vertical_offset_rows
-90.0,0.02827,0.014769540875876628,1.4769540875876628,1,direct
-85.0,0.0345815,0.01806695712059171,1.806695712059171,0,vertical_offset_rows
-80.0,0.043751,0.0228575232706218,2.28575232706218,1,direct
-75.0,0.059308,0.030985211541085637,3.0985211541085635,0,vertical_offset_rows
-70.0,0.090552,0.04730850602732155,4.730850602732155,1,direct
-65.0,0.163665,0.0855060809144092,8.55060809144092,0,vertical_offset_rows
-60.0,0.35377,0.18482562701304825,18.482562701304825,1,direct
-55.0,0.77515,0.404973810043713,40.497381004371306,0,vertical_offset_rows
-50.0,1.3204,0.6898373460384682,68.98373460384683,1,direct
-45.0,1.65985,0.8671815501529473,86.71815501529473,0,vertical_offset_rows
-40.0,1.7949,0.9377378464135464,93.77378464135464,1,direct
-35.0,1.84995,0.9664984840229206,96.64984840229206,0,vertical_offset_rows
-30.0,1.8773,0.9807873748243081,98.07873748243081,1,direct
-25.0,1.89415,0.9895905854277224,98.95905854277224,0,vertical_offset_rows
-20.0,1.9065,0.9960427902320054,99.60427902320053,1,direct
-15.0,1.91475,1.0003529675304128,100.03529675304128,0,vertical_offset_rows
-10.0,1.9219,1.004088454522366,100.4088454522366,1,direct
-5.0,1.92145,1.003853353942453,100.3853353942453,0,vertical_offset_rows
0.0,1.919,1.0025733618962591,100.25733618962592,1,direct
5.0,1.8951,0.9900869088742057,99.00869088742057,0,vertical_offset_rows
10.0,1.8364,0.9594193443388694,95.94193443388694,1,direct
15.0,1.6451,0.8594754755891276,85.94754755891276,0,vertical_offset_rows
20.0,1.1157,0.5828927044646464,58.289270446464634,1,direct
25.0,0.4875,0.25469229490590223,25.469229490590223,0,vertical_offset_rows
30.0,0.20075,0.10488098092791769,10.488098092791768,1,direct
35.0,0.10736000000000001,0.05608977390994393,5.608977390994393,0,vertical_offset_rows
40.0,0.070114,0.03663076013339985,3.6630760133399853,1,direct
45.0,0.051112,0.02670324631226764,2.6703246312267637,0,vertical_offset_rows
50.0,0.039861,0.020825209368705987,2.0825209368705986,1,direct
55.0,0.0298585,0.015599445922970013,1.5599445922970012,0,vertical_offset_rows
60.0,0.02307,0.012052823063547003,1.2052823063547002,1,direct
65.0,0.0192825,0.010074059849278071,1.0074059849278072,0,vertical_offset_rows
70.0,0.017023,0.008893593715247535,0.8893593715247535,1,direct
75.0,0.0163245,0.008528665370649027,0.8528665370649027,0,vertical_offset_rows
80.0,0.015325,0.008006480860375285,0.8006480860375285,1,direct
85.0,0.014381,0.00751329208829083,0.7513292088290829,0,vertical_offset_rows
90.0,0.013118,0.006853443127334616,0.6853443127334615,1,direct
95.0,0.010929000000000001,0.005709809417490473,0.5709809417490473,0,vertical_offset_rows
100.0,0.0087921,0.00459339513034294,0.459339513034294,1,direct
105.0,0.00699445,0.003654220558163257,0.3654220558163257,0,vertical_offset_rows
110.0,0.0057676,0.003013258010460065,0.30132580104600654,1,direct
115.0,0.0051865999999999995,0.0027097170395055433,0.2709717039505543,0,vertical_offset_rows
120.0,0.0049039,0.002562021630746777,0.2562021630746777,1,direct
125.0,0.0048058,0.0025107697043257123,0.2510769704325712,0,vertical_offset_rows
