scan_number,inplane_y_mm,crossplane_x_mm,dose_gy
1,-130.0,-130.0,0.0010575
1,-130.0,-120.0,0.0011158
1,-130.0,-110.0,0.001254
1,-130.0,-100.0,0.0013184
1,-130.0,-90.0,0.0014309
1,-130.0,-80.0,0.0015405
1,-130.0,-70.0,0.0019402
1,-130.0,-60.0,0.0020881
1,-130.0,-50.0,0.002032
1,-130.0,-40.0,0.0024286
1,-130.0,-30.0,0.0026209
1,-130.0,-20.0,0.0024668
1,-130.0,-10.0,0.0027459
1,-130.0,0.0,0.0026811
1,-130.0,10.0,0.0025646
1,-130.0,20.0,0.0023365
1,-130.0,30.0,0.0024968
1,-130.0,40.0,0.0024982
1,-130.0,50.0,0.0021518
1,-130.0,60.0,0.0021438
1,-130.0,70.0,0.0018927
1,-130.0,80.0,0.0017361
1,-130.0,90.0,0.0014546
1,-130.0,100.0,0.0013418
1,-130.0,110.0,0.00131
1,-130.0,120.0,0.0012412
1,-130.0,130.0,0.0011894
2,-125.0,-125.0,0.0011605
2,-125.0,-115.0,0.0012504
2,-125.0,-105.0,0.0014678
2,-125.0,-95.0,0.0014836
2,-125.0,-85.0,0.0017555
2,-125.0,-75.0,0.0019904
2,-125.0,-65.0,0.0021152
2,-125.0,-55.0,0.0023403
2,-125.0,-45.0,0.0024694
2,-125.0,-35.0,0.0026861
2,-125.0,-25.0,0.0026841
2,-125.0,-15.0,0.002932
2,-125.0,-5.0,0.0027143
2,-125.0,5.0,0.0029335
2,-125.0,15.0,0.00291
2,-125.0,25.0,0.0025156
2,-125.0,35.0,0.0025853
2,-125.0,45.0,0.0025469
2,-125.0,55.0,0.0024801
2,-125.0,65.0,0.0021318
2,-125.0,75.0,0.0020183
2,-125.0,85.0,0.0018833
2,-125.0,95.0,0.0016368
2,-125.0,105.0,0.0014007
2,-125.0,115.0,0.0013023
2,-125.0,125.0,0.0012986
3,-120.0,-130.0,0.0015025
3,-120.0,-120.0,0.0013362
3,-120.0,-110.0,0.0014384
3,-120.0,-100.0,0.0017039
3,-120.0,-90.0,0.0018364
3,-120.0,-80.0,0.0019206
3,-120.0,-70.0,0.0020927
3,-120.0,-60.0,0.0026564
3,-120.0,-50.0,0.0026741
3,-120.0,-40.0,0.0029106
3,-120.0,-30.0,0.0032145
3,-120.0,-20.0,0.0033344
3,-120.0,-10.0,0.0034022
3,-120.0,0.0,0.003198
3,-120.0,10.0,0.0031958
3,-120.0,20.0,0.0030239
3,-120.0,30.0,0.0029748
3,-120.0,40.0,0.0027207
3,-120.0,50.0,0.0026701
3,-120.0,60.0,0.0025393
3,-120.0,70.0,0.0021425
3,-120.0,80.0,0.0020722
3,-120.0,90.0,0.0019793
