crossplane_x_mm,dose_gy_at_y_-130_mm,dose_gy_at_y_-125_mm,dose_gy_at_y_-120_mm,dose_gy_at_y_-115_mm,dose_gy_at_y_-110_mm,dose_gy_at_y_-105_mm,dose_gy_at_y_-100_mm,dose_gy_at_y_-95_mm,dose_gy_at_y_-90_mm,dose_gy_at_y_-85_mm,dose_gy_at_y_-80_mm,dose_gy_at_y_-75_mm,dose_gy_at_y_-70_mm,dose_gy_at_y_-65_mm,dose_gy_at_y_-60_mm,dose_gy_at_y_-55_mm,dose_gy_at_y_-50_mm,dose_gy_at_y_-45_mm,dose_gy_at_y_-40_mm,dose_gy_at_y_-35_mm,dose_gy_at_y_-30_mm,dose_gy_at_y_-25_mm,dose_gy_at_y_-20_mm,dose_gy_at_y_-15_mm,dose_gy_at_y_-10_mm,dose_gy_at_y_-5_mm,dose_gy_at_y_0_mm,dose_gy_at_y_5_mm,dose_gy_at_y_10_mm,dose_gy_at_y_15_mm,dose_gy_at_y_20_mm,dose_gy_at_y_25_mm,dose_gy_at_y_30_mm,dose_gy_at_y_35_mm,dose_gy_at_y_40_mm,dose_gy_at_y_45_mm,dose_gy_at_y_50_mm,dose_gy_at_y_55_mm,dose_gy_at_y_60_mm,dose_gy_at_y_65_mm,dose_gy_at_y_70_mm,dose_gy_at_y_75_mm,dose_gy_at_y_80_mm,dose_gy_at_y_85_mm,dose_gy_at_y_90_mm,dose_gy_at_y_95_mm,dose_gy_at_y_100_mm,dose_gy_at_y_105_mm,dose_gy_at_y_110_mm,dose_gy_at_y_115_mm,dose_gy_at_y_120_mm,dose_gy_at_y_125_mm,dose_gy_at_y_130_mm
-125,0.00108665,0.0011605,0.00125495,0.0013494,0.00157385,0.0017983,0.00191035,0.0020224,0.0021975,0.0023726,0.0026572,0.0029418,0.003066,0.0031902,0.0034104,0.0036306,0.003844,0.0040574,0.00422905,0.0044007,0.00455975,0.0047188,0.0048412,0.0049636,0.00504545,0.0051273,0.00519005,0.0052528,0.0050884,0.004924,0.00490395,0.0048839,0.0046547,0.0044255,0.0041455,0.0038655,0.00389135,0.0039172,0.0036049,0.0032926,0.0029081,0.0025236,0.00250365,0.0024837,0.00225525,0.0020268,0.00178965,0.0015525,0.0014512,0.0013499,0.0012138,0.0010777,0.00116015
-120,0.0011158,0.001226,0.0013362,0.0014712,0.0016062,0.00178865,0.0019711,0.00215155,0.002332,0.0025109,0.0026898,0.0029787,0.0032676,0.003469,0.0036704,0.0038327,0.003995,0.00425635,0.0045177,0.0045884,0.0046591,0.00496305,0.005267,0.00539835,0.0055297,0.0055097,0.0054897,0.0054658,0.0054419,0.0053521,0.0052623,0.0050008,0.0047393,0.00462175,0.0045042,0.0043778,0.0042514,0.00385095,0.0034505,0.00336035,0.0032702,0.00292125,0.0025723,0.0024219,0.0022715,0.002115,0.0019585,0.00171585,0.0014732,0.00128195,0.0010907,0.0011177,0.0011447
-115,0.0011849,0.0012504,0.00143295,0.0016155,0.00174715,0.0018788,0.00209415,0.0023095,0.0025183,0.0027271,0.00288525,0.0030434,0.0034059,0.0037684,0.0040269,0.0042854,0.0044767,0.004668,0.00483985,0.0050117,0.00521555,0.0054194,0.00551,0.0056006,0.00584925,0.0060979,0.006193,0.0062881,0.00606625,0.0058444,0.0057432,0.005642,0.00532015,0.0049983,0.00484745,0.0046966,0.00444095,0.0041853,0.0039161,0.0036469,0.00342635,0.0032058,0.00297795,0.0027501,0.00238905,0.002028,0.0018894,0.0017508,0.0016062,0.0014616,0.00120966,0.00095772,0.0011264
-110,0.001254,0.0013462,0.0014384,0.00160775,0.0017771,0.00204205,0.002307,0.0024003,0.0024936,0.00280175,0.0031099,0.0034055,0.0037011,0.00391995,0.0041388,0.00441275,0.0046867,0.00501725,0.0053478,0.00547585,0.0056039,0.00583555,0.0060672,0.0062576,0.006448,0.0065623,0.0066766,0.0066497,0.0066228,0.0063808,0.0061388,0.00600995,0.0058811,0.0056481,0.0054151,0.0050535,0.0046919,0.00451005,0.0043282,0.00400785,0.0036875,0.0034057,0.0031239,0.00284805,0.0025722,0.0022426,0.001913,0.001833,0.001753,0.0016184,0.0014838,0.00129595,0.0011081
-105,0.0012862,0.0014678,0.0015692,0.0016706,0.0018567,0.0020428,0.0022991,0.0025554,0.0028433,0.0031312,0.0033541,0.003577,0.0039924,0.0044078,0.00463025,0.0048527,0.00523645,0.0056202,0.00587175,0.0061233,0.0061995,0.0062757,0.0065719,0.0068681,0.00698965,0.0071112,0.0071503,0.0071894,0.00699485,0.0068003,0.0064876,0.0061749,0.0060765,0.0059781,0.0056604,0.0053427,0.00502815,0.0047136,0.0045224,0.0043312,0.00383855,0.0033459,0.0031715,0.0029971,0.0027669,0.0025367,0.0022279,0.0019191,0.0017002,0.0014813,0.0014568,0.0014323,0.0011447
-100,0.0013184,0.00151115,0.0017039,0.0017847,0.0018655,0.0021741,0.0024827,0.00274615,0.0030096,0.0033171,0.0036246,0.00399445,0.0043643,0.0047453,0.0051263,0.00535865,0.005591,0.00601115,0.0064313,0.0065954,0.0067595,0.00694655,0.0071336,0.0074853,0.007837,0.00779485,0.0077527,0.00769795,0.0076432,0.0074411,0.007239,0.00692315,0.0066073,0.0063804,0.0061535,0.0058025,0.0054515,0.0051588,0.0048661,0.00458335,0.0043006,0.0038842,0.0034678,0.0032164,0.002965,0.00268385,0.0024027,0.00206935,0.001736,0.0017157,0.0016954,0.00143835,0.0011813
-95,0.00137465,0.0014836,0.0017356,0.0019876,0.00208095,0.0021743,0.00252565,0.002877,0.0031841,0.0034912,0.00396885,0.0044465,0.0047892,0.0051319,0.00547315,0.0058144,0.0062569,0.0066994,0.0070193,0.0073392,0.00761975,0.0079003,0.00804895,0.0081976,0.0082159,0.0082342,0.00825705,0.0082799,0.00824075,0.0082016,0.0078811,0.0075606,0.00726135,0.0069621,0.0066854,0.0064087,0.00600255,0.0055964,0.00525135,0.0049063,0.00456265,0.004219,0.00374445,0.0032699,0.0030745,0.0028791,0.00253035,0.0021816,0.0020362,0.0018908,0.0017093,0.0015278,0.0012408
-90,0.0014309,0.00163365,0.0018364,0.00192795,0.0020195,0.0023625,0.0027055,0.0030024,0.0032993,0.0037087,0.0041181,0.0045396,0.0049611,0.005618,0.0062749,0.00667075,0.0070666,0.0073308,0.007595,0.00798825,0.0083815,0.0086107,0.0088399,0.0090175,0.0091951,0.00917765,0.0091602,0.00914565,0.0091311,0.0089718,0.0088125,0.0083916,0.0079707,0.0077288,0.0074869,0.0070941,0.0067013,0.0061768,0.0056523,0.00530775,0.0049632,0.00455565,0.0041481,0.00353095,0.0029138,0.00272005,0.0025263,0.0023643,0.0022023,0.00184315,0.001484,0.00139215,0.0013003
-85,0.0014857,0.0017555,0.0018922,0.0020289,0.0022797,0.0025305,0.002914,0.0032975,0.00363375,0.00397,0.00449115,0.0050123,0.0056905,0.0063687,0.0068617,0.0073547,0.0079194,0.0084841,0.00888375,0.0092834,0.0093948,0.0095062,0.0098096,0.010113,0.010241,0.010369,0.010371,0.010373,0.0101711,0.0099692,0.0096166,0.009264,0.0090033,0.0087426,0.00827905,0.0078155,0.0073259,0.0068363,0.00634805,0.0058598,0.0052345,0.0046092,0.00416475,0.0037203,0.00348765,0.003255,0.0028737,0.0024924,0.0022073,0.0019222,0.00179325,0.0016643,0.0013783
-80,0.0015405,0.00173055,0.0019206,0.00225575,0.0025909,0.00277545,0.00296,0.00344465,0.0039293,0.0042892,0.0046491,0.00574655,0.006844,0.007658,0.008472,0.0089868,0.0095016,0.0100268,0.010552,0.01086,0.011168,0.011405,0.011642,0.011888,0.012134,0.0121965,0.012259,0.0121415,0.012024,0.0117215,0.011419,0.0111165,0.010814,0.01034,0.009866,0.00936365,0.0088613,0.00817255,0.0074838,0.00681895,0.0061541,0.00542795,0.0047018,0.00410775,0.0035137,0.003194,0.0028743,0.00269555,0.0025168,0.0022107,0.0019046,0.00168045,0.0014563
-75,0.00174035,0.0019904,0.00217325,0.0023561,0.00259935,0.0028426,0.0033285,0.0038144,0.0042614,0.0047084,0.00539815,0.0060879,0.00781585,0.0095438,0.0101834,0.010823,0.011467,0.012111,0.0126835,0.013256,0.0136045,0.013953,0.0142245,0.014496,0.0146675,0.014839,0.0146345,0.01443,0.0142945,0.014159,0.0138475,0.013536,0.012854,0.012172,0.0116285,0.011085,0.0104109,0.0097368,0.00925835,0.0087799,0.00717515,0.0055704,0.00502605,0.0044817,0.00400455,0.0035274,0.0031714,0.0028154,0.00258145,0.0023475,0.0021633,0.0019791,0.00158955
-70,0.0019402,0.00201645,0.0020927,0.00253105,0.0029694,0.0032527,0.003536,0.00392045,0.0043049,0.005094,0.0058831,0.00712985,0.0083766,0.0097743,0.011172,0.0119815,0.012791,0.0135025,0.014214,0.0147975,0.015381,0.015907,0.016433,0.0166415,0.01685,0.016921,0.016992,0.01687,0.016748,0.0162205,0.015693,0.014928,0.014163,0.0134895,0.012816,0.0120125,0.011209,0.0105836,0.0099582,0.0087478,0.0075374,0.00643195,0.0053265,0.0047384,0.0041503,0.00376375,0.0033772,0.0030267,0.0026762,0.0023672,0.0020582,0.0018905,0.0017228
-65,0.00201415,0.0021152,0.00234895,0.0025827,0.00296125,0.0033398,0.00369,0.0040402,0.00474815,0.0054561,0.00654035,0.0076246,0.0092718,0.010919,0.011722,0.012525,0.013549,0.014573,0.015414,0.016255,0.0173095,0.018364,0.0191295,0.019895,0.020111,0.020327,0.0201795,0.020032,0.019715,0.019398,0.018429,0.01746,0.01631,0.01516,0.0139885,0.012817,0.0119865,0.011156,0.01059,0.010024,0.00836815,0.0067123,0.0058978,0.0050833,0.00452285,0.0039624,0.00356275,0.0031631,0.0028617,0.0025603,0.00223395,0.0019076,0.0017657
-60,0.0020881,0.00237225,0.0026564,0.0028402,0.003024,0.00339235,0.0037607,0.004371,0.0049813,0.00584375,0.0067062,0.0085611,0.010416,0.0115905,0.012765,0.0136815,0.014598,0.0162525,0.017907,0.0198435,0.02178,0.02336,0.02494,0.0258825,0.026825,0.0269525,0.02708,0.0267945,0.026509,0.025393,0.024277,0.0224105,0.020544,0.01868,0.016816,0.015176,0.013536,0.012697,0.011858,0.0105642,0.0092704,0.00769805,0.0061257,0.00548165,0.0048376,0.0042916,0.0037456,0.0033678,0.00299,0.00266655,0.0023431,0.00207585,0.0018086
-55,0.00206005,0.0023403,0.00266325,0.0029862,0.00333225,0.0036783,0.0042452,0.0048121,0.0053111,0.0058101,0.0069106,0.0080111,0.00996305,0.011915,0.013223,0.014531,0.016505,0.018479,0.021439,0.024399,0.027518,0.030637,0.033053,0.035469,0.0365,0.037531,0.037326,0.037121,0.036055,0.034989,0.032305,0.029621,0.0263845,0.023148,0.020195,0.017242,0.015499,0.013756,0.0124785,0.011201,0.00932075,0.0074405,0.00645065,0.0054608,0.00496785,0.0044749,0.0038671,0.0032593,0.00292185,0.0025844,0.0022974,0.0020104,0.00181645
-50,0.002032,0.00235305,0.0026741,0.00301525,0.0033564,0.00380485,0.0042533,0.00484945,0.0054456,0.0060491,0.0066526,0.0086313,0.01061,0.012386,0.014162,0.0163305,0.018499,0.022183,0.025867,0.0318715,0.037876,0.043519,0.049162,0.0523085,0.055455,0.0561715,0.056888,0.0560585,0.055229,0.0518875,0.048546,0.0426725,0.036799,0.0309685,0.025138,0.0213165,0.017495,0.0154925,0.01349,0.01156,0.00963,0.00792905,0.0062281,0.0056949,0.0051617,0.0045404,0.0039191,0.0034513,0.0029835,0.0027513,0.0025191,0.0021717,0.0018243
