crossplane_x_mm_at_y0,dose_gy,relative_to_80_percent_midpoint,percent_of_80_percent_midpoint,directly_measured,interpolation_method
-125.0,0.00508375,0.002902995575748946,0.2902995575748946,0,vertical_offset_rows
-120.0,0.0056768,0.003241647461895573,0.32416474618955726,1,direct
-115.0,0.0061106,0.003489362137235606,0.3489362137235606,0,vertical_offset_rows
-110.0,0.0065101,0.0037174903364019106,0.3717490336401911,1,direct
-105.0,0.00707585,0.0040405529864102644,0.40405529864102646,0,vertical_offset_rows
-100.0,0.0076723,0.00438114638914554,0.43811463891455404,1,direct
-95.0,0.00815135,0.004654700366143334,0.4654700366143334,0,vertical_offset_rows
-90.0,0.0092669,0.005291717669222111,0.5291717669222111,1,direct
-85.0,0.01027,0.005864522166302764,0.5864522166302764,0,vertical_offset_rows
-80.0,0.012047,0.006879250101017469,0.6879250101017469,1,direct
-75.0,0.014616,0.008346237194029328,0.8346237194029329,0,vertical_offset_rows
-70.0,0.01693,0.009667610542892483,0.9667610542892483,1,direct
-65.0,0.02003,0.011437816844308118,1.1437816844308117,0,vertical_offset_rows
-60.0,0.027078,0.015462466525720182,1.5462466525720182,1,direct
-55.0,0.037363,0.021335554206384635,2.1335554206384635,0,vertical_offset_rows
-50.0,0.056834,0.03245416288214716,3.245416288214716,1,direct
-45.0,0.09811700000000001,0.056028171508386404,5.60281715083864,0,vertical_offset_rows
-40.0,0.20332,0.11610269200123448,11.610269200123447,1,direct
-35.0,0.469005,0.2678179375469161,26.781793754691606,0,vertical_offset_rows
-30.0,0.95909,0.5476732779434584,54.767327794345846,1,direct
-25.0,1.40055,0.7997620759508605,79.97620759508605,0,vertical_offset_rows
-20.0,1.6139,0.9215922418886106,92.15922418886106,1,direct
-15.0,1.69375,0.9671893300073328,96.71893300073327,0,vertical_offset_rows
-10.0,1.7382,0.9925718042324698,99.25718042324698,1,direct
-5.0,1.75055,0.9996240777235934,99.96240777235934,0,vertical_offset_rows
0.0,1.7602,1.005134558629613,100.5134558629613,1,direct
5.0,1.73705,0.9919151147980737,99.19151147980737,0,vertical_offset_rows
10.0,1.6812,0.9600228496580533,96.00228496580533,1,direct
15.0,1.4761,0.8429037166192318,84.29037166192317,0,vertical_offset_rows
20.0,0.91743,0.5238839893895955,52.38839893895955,1,direct
25.0,0.34623499999999996,0.1977120576679491,19.77120576679491,0,vertical_offset_rows
30.0,0.13277,0.0758162227867593,7.58162227867593,1,direct
35.0,0.059453500000000006,0.03394998720684337,3.394998720684337,0,vertical_offset_rows
40.0,0.030322,0.017314901765008026,1.7314901765008026,1,direct
45.0,0.017912,0.010228366216437695,1.0228366216437694,0,vertical_offset_rows
50.0,0.013519,0.0077198125770445054,0.7719812577044506,1,direct
55.0,0.011809,0.00674334393981201,0.674334393981201,0,vertical_offset_rows
60.0,0.010674,0.0060952200197775756,0.6095220019777575,1,direct
65.0,0.00876545,0.0050053725241108625,0.5005372524110863,0,vertical_offset_rows
70.0,0.0074065,0.004229365474656419,0.4229365474656419,1,direct
75.0,0.0065710000000000005,0.003752266324710367,0.3752266324710367,0,vertical_offset_rows
80.0,0.0052987,0.003025739396551943,0.3025739396551943,1,direct
85.0,0.0038071,0.0021739846484256334,0.21739846484256334,0,vertical_offset_rows
90.0,0.0029886,0.0017065930814228279,0.17065930814228278,1,direct
95.0,0.00264865,0.001512469974272426,0.1512469974272426,0,vertical_offset_rows
100.0,0.0022304,0.0012736348821540103,0.12736348821540103,1,direct
105.0,0.00230575,0.0013166623159642258,0.13166623159642257,0,vertical_offset_rows
110.0,0.0019541,0.001115858107611707,0.1115858107611707,1,direct
115.0,0.00175785,0.0010037926280462817,0.10037926280462818,0,vertical_offset_rows
120.0,0.0018354,0.0010480763372962116,0.10480763372962115,1,direct
125.0,0.0016078,0.0009181089327148572,0.09181089327148573,0,vertical_offset_rows
