metric,mcc,csv_aligned_or_width,csv_minus_mcc
normalization_position_mm,-25.632455476350692,-25.632455476350692,0.0
normalization_dose_gy,1.8882303175424342,1.9896617760109445,0.10143145846851032
peak_position_mm,-20.0,-20.924072556565832,-0.9240725565658323
peak_relative_dose,1.0021023295837832,1.0064242937985248,0.004321964214741625
fwhm_mm,54.46050655467437,52.91627615416077,-1.544230400513598
left_50_mm,-53.45430627790424,-52.6683845254306,0.7859217524736408
right_50_mm,1.006200276770132,0.24789162873017445,-0.7583086480399575
left_penumbra_mm,12.52272332252609,11.842681229527557,-0.6800420929985336
right_penumbra_mm,10.540299880146936,9.756691850115875,-0.7836080300310613
flatness_percent,7.976090274904781,12.62280322652732,4.64671295162254
symmetry_percent,6.295761281477718,5.795951958733292,-0.4998093227444258
