crossplane_x_mm,dose_gy_at_y_-130_mm,dose_gy_at_y_-125_mm,dose_gy_at_y_-120_mm,dose_gy_at_y_-115_mm,dose_gy_at_y_-110_mm,dose_gy_at_y_-105_mm,dose_gy_at_y_-100_mm,dose_gy_at_y_-95_mm,dose_gy_at_y_-90_mm,dose_gy_at_y_-85_mm,dose_gy_at_y_-80_mm,dose_gy_at_y_-75_mm,dose_gy_at_y_-70_mm,dose_gy_at_y_-65_mm,dose_gy_at_y_-60_mm,dose_gy_at_y_-55_mm,dose_gy_at_y_-50_mm,dose_gy_at_y_-45_mm,dose_gy_at_y_-40_mm,dose_gy_at_y_-35_mm,dose_gy_at_y_-30_mm,dose_gy_at_y_-25_mm,dose_gy_at_y_-20_mm,dose_gy_at_y_-15_mm,dose_gy_at_y_-10_mm,dose_gy_at_y_-5_mm,dose_gy_at_y_0_mm,dose_gy_at_y_5_mm,dose_gy_at_y_10_mm,dose_gy_at_y_15_mm,dose_gy_at_y_20_mm,dose_gy_at_y_25_mm,dose_gy_at_y_30_mm,dose_gy_at_y_35_mm,dose_gy_at_y_40_mm,dose_gy_at_y_45_mm,dose_gy_at_y_50_mm,dose_gy_at_y_55_mm,dose_gy_at_y_60_mm,dose_gy_at_y_65_mm,dose_gy_at_y_70_mm,dose_gy_at_y_75_mm,dose_gy_at_y_80_mm,dose_gy_at_y_85_mm,dose_gy_at_y_90_mm,dose_gy_at_y_95_mm,dose_gy_at_y_100_mm,dose_gy_at_y_105_mm,dose_gy_at_y_110_mm,dose_gy_at_y_115_mm,dose_gy_at_y_120_mm,dose_gy_at_y_125_mm,dose_gy_at_y_130_mm
-125,0.003169,0.0030557,0.0030557,0.0030557,0.0032574,0.0034591,0.0037142,0.0039693,0.00431125,0.0046532,0.0049184,0.0051836,0.00543825,0.0056929,0.0060256,0.0063583,0.00672505,0.0070918,0.0075417,0.0079916,0.00831025,0.0086289,0.00873425,0.0088396,0.00902655,0.0092135,0.00935815,0.0095028,0.00929775,0.0090927,0.00900815,0.0089236,0.00856625,0.0082089,0.00762825,0.0070476,0.0068188,0.00659,0.0062135,0.005837,0.0053873,0.0049376,0.0047036,0.0044696,0.00418105,0.0038925,0.0036447,0.0033969,0.00311855,0.0028402,0.0027821,0.002724,0.0031098
-120,0.0034872,0.0032693,0.0030514,0.0033008,0.0035502,0.00382255,0.0040949,0.0042348,0.0043747,0.0047585,0.0051423,0.005609,0.0060757,0.00629925,0.0065228,0.0069398,0.0073568,0.0078753,0.0083938,0.00862085,0.0088479,0.00921025,0.0095726,0.0098133,0.010054,0.010101,0.010148,0.0101665,0.010185,0.01005945,0.0099339,0.00958095,0.009228,0.00881985,0.0084117,0.00809435,0.007777,0.0071413,0.0065056,0.0061655,0.0058254,0.00544485,0.0050643,0.004689,0.0043137,0.0040846,0.0038555,0.003557,0.0032585,0.0030634,0.0028683,0.00310605,0.0033438
-115,0.00382075,0.0035072,0.00350865,0.0035101,0.00369845,0.0038868,0.0042953,0.0047038,0.00503835,0.0053729,0.0058105,0.0062481,0.00671525,0.0071824,0.0076957,0.008209,0.0086039,0.0089988,0.0094119,0.009825,0.010281,0.010737,0.0108785,0.01102,0.011248,0.011476,0.011681,0.011886,0.011736,0.011586,0.0113395,0.011093,0.010674,0.010255,0.009736,0.009217,0.00858375,0.0079505,0.0076123,0.0072741,0.0068329,0.0063917,0.00576295,0.0051342,0.00477515,0.0044161,0.00418135,0.0039466,0.0035421,0.0031376,0.00304685,0.0029561,0.00356535
-110,0.0041543,0.0038273,0.0035003,0.00369945,0.0038986,0.0046525,0.0054064,0.00563405,0.0058617,0.0062648,0.0066679,0.0075845,0.0085011,0.00881025,0.0091194,0.0095174,0.0099154,0.0106482,0.011381,0.0117665,0.012152,0.0124175,0.012683,0.012994,0.013305,0.0136025,0.0139,0.013794,0.013688,0.013517,0.013346,0.013191,0.013036,0.0123935,0.011751,0.011038,0.010325,0.00991475,0.0095045,0.0089152,0.0083259,0.0074456,0.0065653,0.006143,0.0057207,0.005267,0.0048133,0.00418935,0.0035654,0.00348725,0.0034091,0.003598,0.0037869
-105,0.0044053,0.003763,0.0037921,0.0038212,0.0044532,0.0050852,0.00550835,0.0059315,0.00641205,0.0068926,0.007743,0.0085934,0.0090714,0.0095494,0.0098832,0.010217,0.0109525,0.011688,0.012255,0.012822,0.013119,0.013416,0.013864,0.014312,0.014582,0.014852,0.014861,0.01487,0.0147325,0.014595,0.014336,0.014077,0.0135685,0.01306,0.012416,0.011772,0.0112465,0.010721,0.01005615,0.0093913,0.00866865,0.007946,0.00735395,0.0067619,0.00629765,0.0058334,0.0051122,0.004391,0.00394875,0.0035065,0.0036749,0.0038433,0.00411575
-100,0.0046563,0.0043229,0.0039895,0.0042254,0.0044613,0.0053477,0.0062341,0.00668675,0.0071394,0.0078873,0.0086352,0.0089969,0.0093586,0.0098613,0.010364,0.010846,0.011328,0.012059,0.01279,0.0132055,0.013621,0.0140865,0.014552,0.015046,0.01554,0.0154315,0.015323,0.0153615,0.0154,0.0152665,0.015133,0.0145685,0.014004,0.0134585,0.012913,0.0122965,0.01168,0.0108855,0.010091,0.0096151,0.0091392,0.00856945,0.0079997,0.00738345,0.0067672,0.00625035,0.0057335,0.00483035,0.0039272,0.0039547,0.0039822,0.0042134,0.0044446
-95,0.0050212,0.0041798,0.0043759,0.004572,0.004922,0.005272,0.0061503,0.0070286,0.0076678,0.008307,0.00880735,0.0093077,0.00984735,0.010387,0.01081,0.011233,0.011725,0.012217,0.01291,0.013603,0.0141035,0.014604,0.014959,0.015314,0.015363,0.015412,0.0154395,0.015467,0.0155505,0.015634,0.015043,0.014452,0.013935,0.013418,0.0129275,0.012437,0.011581,0.010725,0.01013075,0.0095365,0.0091261,0.0087157,0.00798865,0.0072616,0.00693315,0.0066047,0.0057035,0.0048023,0.0043988,0.0039953,0.0040456,0.0040959,0.0048353
-90,0.0053861,0.00490565,0.0044252,0.00443965,0.0044541,0.0055233,0.0065925,0.0073923,0.0081921,0.00878565,0.0093792,0.0100966,0.010814,0.0115955,0.012377,0.012742,0.013107,0.0136945,0.014282,0.014989,0.015696,0.0161075,0.016519,0.016954,0.017389,0.0172885,0.017188,0.0172175,0.017247,0.0168995,0.016552,0.0159785,0.015405,0.014752,0.014099,0.0133105,0.012522,0.0116885,0.010855,0.0102293,0.0096036,0.009117,0.0086304,0.0079052,0.00718,0.0065613,0.0059426,0.00515595,0.0043693,0.0040845,0.0037997,0.00451285,0.005226
-85,0.0056791,0.0045963,0.0044902,0.0043841,0.005157,0.0059299,0.00694965,0.0079694,0.0087334,0.0094974,0.0105022,0.011507,0.0127935,0.01408,0.014663,0.015246,0.0159625,0.016679,0.0175075,0.018336,0.0190215,0.019707,0.0203075,0.020908,0.021205,0.021502,0.0215305,0.021559,0.021159,0.020759,0.020117,0.019475,0.0187475,0.01802,0.016889,0.015758,0.0146735,0.013589,0.012621,0.011653,0.0107326,0.0098122,0.00920885,0.0086055,0.00793925,0.007273,0.0062197,0.0051664,0.00463675,0.0041071,0.00423975,0.0043724,0.00541275
-80,0.0059721,0.00523895,0.0045058,0.0048093,0.0051128,0.00622115,0.0073295,0.00846,0.0095905,0.01015625,0.010722,0.012155,0.013588,0.014938,0.016288,0.0175785,0.018869,0.020458,0.022047,0.023194,0.024341,0.025233,0.026125,0.026814,0.027503,0.0277555,0.028008,0.0276785,0.027349,0.0267145,0.02608,0.025186,0.024292,0.022939,0.021586,0.0198665,0.018147,0.016349,0.014551,0.013117,0.011683,0.010867,0.010051,0.00943215,0.0088133,0.00764695,0.0064806,0.00563355,0.0047865,0.004517,0.0042475,0.0049235,0.0055995
