Depth [mm],Dose [Gy],PDD [%]
16.95238095,1.768696059,99.0407528
17.04761905,1.769734872,99.0989227
17.14285714,1.770773686,99.15709261
17.23809524,1.7718125,99.21526252
17.33333333,1.772851313,99.27343243
17.42857143,1.773890127,99.33160234
17.52380952,1.774928941,99.38977225
17.61904762,1.775967754,99.44794215
17.71428571,1.776580498,99.48225362
17.80952381,1.7770428,99.50814093
17.9047619,1.777505103,99.53402825
18,1.777967405,99.55991557
18.0952381,1.778429708,99.58580289
18.19047619,1.778892011,99.61169021
18.28571429,1.779354313,99.63757753
18.38095238,1.779816616,99.66346485
18.47619048,1.780278918,99.68935217
18.57142857,1.780741221,99.71523949
18.66666667,1.781203524,99.74112681
18.76190476,1.781665826,99.76701413
18.85714286,1.782128129,99.79290145
18.95238095,1.782590432,99.81878877
19.04761905,1.783052734,99.84467608
19.14285714,1.783515037,99.8705634
19.23809524,1.783977339,99.89645072
19.33333333,1.784439642,99.92233804
19.42857143,1.784901945,99.94822536
19.52380952,1.785364247,99.97411268
19.61904762,1.78582655,100
19.71428571,1.785521776,99.98293371
19.80952381,1.784946155,99.95070099
19.9047619,1.784370535,99.91846828
20,1.783794914,99.88623556
20.0952381,1.783219294,99.85400285
20.19047619,1.782643674,99.82177013
20.28571429,1.782068053,99.78953742
20.38095238,1.781492433,99.7573047
20.47619048,1.780916813,99.72507199
20.57142857,1.780341192,99.69283927
20.66666667,1.779765572,99.66060656
20.76190476,1.779189951,99.62837384
20.85714286,1.778614331,99.59614113
20.95238095,1.778038711,99.56390841
21.04761905,1.77746309,99.5316757
21.14285714,1.77688747,99.49944298
21.23809524,1.776311849,99.46721027
21.33333333,1.775736229,99.43497755
21.42857143,1.775160609,99.40274484
21.52380952,1.774584988,99.37051212
21.61904762,1.774009368,99.33827941
21.71428571,1.772489599,99.25317772
21.80952381,1.770636463,99.1494086
21.9047619,1.768783326,99.04563948
22,1.76693019,98.94187036
22.0952381,1.765077053,98.83810124
22.19047619,1.763223917,98.73433213
