Depth [mm],Dose [Gy],PDD [%]
0,1.287665009,80.777736
0.09523809524,1.290982361,80.98584
0.1904761905,1.294299714,81.193944
0.2857142857,1.297617067,81.402048
0.380952381,1.30093442,81.610152
0.4761904762,1.304251772,81.818256
0.5714285714,1.307569125,82.02636001
0.6666666667,1.310886478,82.23446401
0.7619047619,1.31420383,82.44256801
0.8571428571,1.317521183,82.65067201
0.9523809524,1.320838536,82.85877601
1.047619048,1.324155888,83.06688001
1.142857143,1.327473241,83.27498401
1.238095238,1.330790594,83.48308801
1.333333333,1.334107947,83.69119201
1.428571429,1.337425299,83.89929602
1.523809524,1.340742652,84.10740002
1.619047619,1.344060005,84.31550402
1.714285714,1.347024845,84.50149424
1.80952381,1.349379838,84.64922755
1.904761905,1.351734831,84.79696086
2,1.354089824,84.94469417
2.095238095,1.356444818,85.09242748
2.19047619,1.358799811,85.24016079
2.285714286,1.361154804,85.38789411
2.380952381,1.363509797,85.53562742
2.476190476,1.36586479,85.68336073
2.571428571,1.368219783,85.83109404
2.666666667,1.370574777,85.97882735
2.761904762,1.37292977,86.12656067
2.857142857,1.375284763,86.27429398
2.952380952,1.377639756,86.42202729
3.047619048,1.379994749,86.5697606
3.142857143,1.382349742,86.71749391
3.238095238,1.384704736,86.86522722
3.333333333,1.387059729,87.01296054
3.428571429,1.389414722,87.16069385
3.523809524,1.391769715,87.30842716
3.619047619,1.394124708,87.45616047
3.714285714,1.396391425,87.59835605
3.80952381,1.398505425,87.73097135
3.904761905,1.400619424,87.86358664
4,1.402733423,87.99620194
4.095238095,1.404847422,88.12881723
4.19047619,1.406961422,88.26143253
4.285714286,1.409075421,88.39404782
4.380952381,1.41118942,88.52666312
4.476190476,1.41330342,88.65927841
4.571428571,1.415417419,88.79189371
4.666666667,1.417531418,88.924509
4.761904762,1.419645417,89.0571243
4.857142857,1.421759417,89.18973959
4.952380952,1.423873416,89.32235489
5.047619048,1.425987415,89.45497018
5.142857143,1.428101414,89.58758548
5.238095238,1.430215414,89.72020077
5.333333333,1.432329413,89.85281607
5.428571429,1.434443412,89.98543136
5.523809524,1.436557412,90.11804665
5.619047619,1.438671411,90.25066195
5.714285714,1.440574154,90.37002476
5.80952381,1.442111425,90.46646072
5.904761905,1.443648695,90.56289669
6,1.445185965,90.65933266
6.095238095,1.446723236,90.75576862
6.19047619,1.448260506,90.85220459
6.285714286,1.449797776,90.94864056
6.380952381,1.451335047,91.04507653
6.476190476,1.452872317,91.14151249
6.571428571,1.454409588,91.23794846
6.666666667,1.455946858,91.33438443
6.761904762,1.457484128,91.43082039
6.857142857,1.459021399,91.52725636
6.952380952,1.460558669,91.62369233
7.047619048,1.462095939,91.72012829
7.142857143,1.46363321,91.81656426
7.238095238,1.46517048,91.91300023
7.333333333,1.466707751,92.00943619
7.428571429,1.468245021,92.10587216
7.523809524,1.469782291,92.20230813
7.619047619,1.471319562,92.2987441
7.714285714,1.472884654,92.3969254
7.80952381,1.474497879,92.49812614
7.904761905,1.476111104,92.59932688
8,1.477724329,92.70052762
8.095238095,1.479337554,92.80172836
8.19047619,1.480950778,92.9029291
8.285714286,1.482564003,93.00412984
8.380952381,1.484177228,93.10533058
8.476190476,1.485790453,93.20653132
8.571428571,1.487403678,93.30773206
8.666666667,1.489016903,93.4089328
8.761904762,1.490630128,93.51013354
8.857142857,1.492243352,93.61133428
8.952380952,1.493856577,93.71253502
