Depth [mm],Dose [Gy],PDD [%]
0,1.256404993,78.25319285
0.09523809524,1.260178006,78.48818893
0.1904761905,1.263951018,78.72318501
0.2857142857,1.26772403,78.95818109
0.380952381,1.271497042,79.19317718
0.4761904762,1.275270054,79.42817326
0.5714285714,1.279043067,79.66316934
0.6666666667,1.282816079,79.89816542
0.7619047619,1.286589091,80.13316151
0.8571428571,1.290362103,80.36815759
0.9523809524,1.294135115,80.60315367
1.047619048,1.297908128,80.83814976
1.142857143,1.30168114,81.07314584
1.238095238,1.305454152,81.30814192
1.333333333,1.309227164,81.543138
1.428571429,1.313000176,81.77813409
1.523809524,1.316773189,82.01313017
1.619047619,1.320546201,82.24812625
1.714285714,1.323814751,82.45170274
1.80952381,1.326210582,82.60092323
1.904761905,1.328606412,82.75014373
2,1.331002242,82.89936423
2.095238095,1.333398073,83.04858473
2.19047619,1.335793903,83.19780522
2.285714286,1.338189734,83.34702572
2.380952381,1.340585564,83.49624622
2.476190476,1.342981394,83.64546671
2.571428571,1.345377225,83.79468721
2.666666667,1.347773055,83.94390771
2.761904762,1.350168886,84.09312821
2.857142857,1.352564716,84.2423487
2.952380952,1.354960546,84.3915692
3.047619048,1.357356377,84.5407897
3.142857143,1.359752207,84.69001019
3.238095238,1.362148038,84.83923069
3.333333333,1.364543868,84.98845119
3.428571429,1.366939698,85.13767168
3.523809524,1.369335529,85.28689218
3.619047619,1.371731359,85.43611268
3.714285714,1.37407939,85.58235605
3.80952381,1.376344727,85.72344897
3.904761905,1.378610064,85.86454189
4,1.380875401,86.00563482
4.095238095,1.383140738,86.14672774
4.19047619,1.385406075,86.28782066
4.285714286,1.387671412,86.42891359
4.380952381,1.389936749,86.57000651
4.476190476,1.392202086,86.71109943
4.571428571,1.394467423,86.85219235
4.666666667,1.39673276,86.99328528
4.761904762,1.398998097,87.1343782
4.857142857,1.401263434,87.27547112
4.952380952,1.403528771,87.41656405
5.047619048,1.405794108,87.55765697
5.142857143,1.408059445,87.69874989
5.238095238,1.410324782,87.83984282
5.333333333,1.412590119,87.98093574
5.428571429,1.414855456,88.12202866
5.523809524,1.417120793,88.26312159
5.619047619,1.41938613,88.40421451
5.714285714,1.421427338,88.53134794
5.80952381,1.423080804,88.63433141
5.904761905,1.424734269,88.73731488
6,1.426387734,88.84029835
6.095238095,1.4280412,88.94328182
6.19047619,1.429694665,89.04626529
6.285714286,1.431348131,89.14924876
6.380952381,1.433001596,89.25223223
6.476190476,1.434655061,89.3552157
