depth_mm,intensity,net_od,dose_cgy,dose_gy,smoothed_dose_cgy,pdd_percent
37.719,57349.62,0.02808422928,19.60687447,0.1960687447,19.60687447,8.544582102
37.846,57387.95,0.02779406263,19.40429597,0.1940429597,19.40429597,8.45629936
37.973,57532.43,0.02670205615,18.64191671,0.1864191671,18.64191671,8.124058125
38.1,57460.69,0.02724393709,19.02022838,0.1902022838,19.02022838,8.288924541
38.227,57470.03,0.02717335004,18.97094836,0.1897094836,18.97094836,8.267448542
38.354,57443.61,0.02737304888,19.11036718,0.1911036718,19.11036718,8.328206597
38.481,57324.76,0.02827252872,19.73833486,0.1973833486,19.73833486,8.601871908
38.608,57423.42,0.02752571942,19.21695341,0.1921695341,19.21695341,8.374656365
38.735,57504.81,0.02691060103,18.78751135,0.1878751135,18.78751135,8.187507574
38.862,57442.77,0.02737939963,19.11480092,0.1911480092,19.11480092,8.330138802
38.989,57492.83,0.0270010872,18.85068385,0.1885068385,18.85068385,8.215037847
39.116,57463.02,0.02722632704,19.00793401,0.1900793401,19.00793401,8.283566711
39.243,57477.02,0.02712053061,18.93407272,0.1893407272,18.93407272,8.251378316
39.37,57418.77,0.02756088888,19.24150681,0.1924150681,19.24150681,8.38535662
39.497,57397.19,0.02772414276,19.35548174,0.1935548174,19.35548174,8.435026351
39.624,57432.8,0.02745478408,19.16743023,0.1916743023,19.16743023,8.353074402
39.751,57459.71,0.02725134411,19.02539955,0.1902539955,19.02539955,8.291178113
39.878,57464.88,0.02721226974,18.99811997,0.1899811997,18.99811997,8.279289801
40.005,57501.92,0.02693242777,18.80274959,0.1880274959,18.80274959,8.194148325
40.132,57500.44,0.0269436059,18.81055355,0.1881055355,18.81055355,8.197549254
40.259,57396.34,0.02773057431,19.3599719,0.193599719,19.3599719,8.436983141
40.386,57486.9,0.02704588407,18.88195858,0.1888195858,18.88195858,8.228667225
40.513,57540.46,0.0266414444,18.5996009,0.185996009,18.5996009,8.105617096
40.64,57402.25,0.02768585807,19.32875347,0.1932875347,19.32875347,8.423378297
