crossplane_x_mm,dose_gy_at_y_-130_mm,dose_gy_at_y_-125_mm,dose_gy_at_y_-120_mm,dose_gy_at_y_-115_mm,dose_gy_at_y_-110_mm,dose_gy_at_y_-105_mm,dose_gy_at_y_-100_mm,dose_gy_at_y_-95_mm,dose_gy_at_y_-90_mm,dose_gy_at_y_-85_mm,dose_gy_at_y_-80_mm,dose_gy_at_y_-75_mm,dose_gy_at_y_-70_mm,dose_gy_at_y_-65_mm,dose_gy_at_y_-60_mm,dose_gy_at_y_-55_mm,dose_gy_at_y_-50_mm,dose_gy_at_y_-45_mm,dose_gy_at_y_-40_mm,dose_gy_at_y_-35_mm,dose_gy_at_y_-30_mm,dose_gy_at_y_-25_mm,dose_gy_at_y_-20_mm,dose_gy_at_y_-15_mm,dose_gy_at_y_-10_mm,dose_gy_at_y_-5_mm,dose_gy_at_y_0_mm,dose_gy_at_y_5_mm,dose_gy_at_y_10_mm,dose_gy_at_y_15_mm,dose_gy_at_y_20_mm,dose_gy_at_y_25_mm,dose_gy_at_y_30_mm,dose_gy_at_y_35_mm,dose_gy_at_y_40_mm,dose_gy_at_y_45_mm,dose_gy_at_y_50_mm,dose_gy_at_y_55_mm,dose_gy_at_y_60_mm,dose_gy_at_y_65_mm,dose_gy_at_y_70_mm,dose_gy_at_y_75_mm,dose_gy_at_y_80_mm,dose_gy_at_y_85_mm,dose_gy_at_y_90_mm,dose_gy_at_y_95_mm,dose_gy_at_y_100_mm,dose_gy_at_y_105_mm,dose_gy_at_y_110_mm,dose_gy_at_y_115_mm,dose_gy_at_y_120_mm,dose_gy_at_y_125_mm,dose_gy_at_y_130_mm
-125,0.00422745,0.0042738,0.0044663,0.0046588,0.00501105,0.0053633,0.00563175,0.0059002,0.00629085,0.0066815,0.00713225,0.007583,0.0077581,0.0079332,0.00836345,0.0087937,0.00925775,0.0097218,0.0100484,0.010375,0.010727,0.011079,0.011292,0.011505,0.011583,0.011661,0.0118505,0.01204,0.011833,0.011626,0.011519,0.011412,0.0110085,0.010605,0.01009435,0.0095837,0.009355,0.0091263,0.0086066,0.0080869,0.0075781,0.0070693,0.0068977,0.0067261,0.00629625,0.0058664,0.00552895,0.0051915,0.0048587,0.0045259,0.00425695,0.003988,0.00430635
-120,0.0044507,0.00463315,0.0048156,0.0050329,0.0052502,0.00568005,0.0061099,0.00650335,0.0068968,0.0071449,0.007393,0.0080081,0.0086232,0.00888525,0.0091473,0.00947975,0.0098122,0.0103491,0.010886,0.011189,0.011492,0.011928,0.012364,0.0125455,0.012727,0.0127795,0.012832,0.0129025,0.012973,0.012775,0.012577,0.012212,0.011847,0.011482,0.011117,0.0107,0.010283,0.00964705,0.0090111,0.0088,0.0085889,0.00794745,0.007306,0.00690035,0.0064947,0.00632635,0.006158,0.00558835,0.0050187,0.00468595,0.0043532,0.0044532,0.0045532
-115,0.00479115,0.0048249,0.00505225,0.0052796,0.00570865,0.0061377,0.0067255,0.0073133,0.00763635,0.0079594,0.00846155,0.0089637,0.00948885,0.010014,0.0104815,0.010949,0.0114095,0.01187,0.012367,0.012864,0.0132545,0.013645,0.013801,0.013957,0.0142885,0.01462,0.0147225,0.014825,0.0146455,0.014466,0.0143055,0.014145,0.013603,0.013061,0.012572,0.012083,0.0114965,0.01091,0.010494,0.010078,0.00958625,0.0090945,0.0085556,0.0080167,0.0074395,0.0068623,0.00635655,0.0058508,0.00545465,0.0050585,0.0047558,0.0044531,0.00466175
-110,0.0051316,0.0051914,0.0052512,0.0057847,0.0063182,0.0071212,0.0079242,0.0081963,0.0084684,0.00908415,0.0096999,0.01046945,0.011239,0.0116015,0.011964,0.0124755,0.012987,0.0135675,0.014148,0.014578,0.015008,0.015418,0.015828,0.016073,0.016318,0.016529,0.01674,0.0167605,0.016781,0.016521,0.016261,0.0159885,0.015716,0.015153,0.01459,0.0139235,0.013257,0.0126635,0.01207,0.0116785,0.011287,0.0104426,0.0095982,0.00897755,0.0083569,0.0077614,0.0071659,0.0065202,0.0058745,0.00549625,0.005118,0.00494415,0.0047703
-105,0.00539265,0.0054724,0.00573255,0.0059927,0.00667985,0.007367,0.00819095,0.0090149,0.00947055,0.0099262,0.0105611,0.011196,0.011658,0.01212,0.0126065,0.013093,0.0137045,0.014316,0.0148455,0.015375,0.0157345,0.016094,0.016467,0.01684,0.0170205,0.017201,0.0173325,0.017464,0.017281,0.017098,0.016774,0.01645,0.0161275,0.015805,0.015059,0.014313,0.013659,0.013005,0.0125605,0.012116,0.0115075,0.010899,0.01030405,0.0097091,0.00915675,0.0086044,0.0076614,0.0067184,0.0061547,0.005591,0.00542955,0.0052681,0.0050573
-100,0.0056537,0.00582375,0.0059938,0.00644295,0.0068921,0.0080947,0.0092973,0.00988715,0.010477,0.0110515,0.011626,0.0119475,0.012269,0.0128335,0.013398,0.0138025,0.014207,0.014915,0.015623,0.016099,0.016575,0.0169865,0.017398,0.0177955,0.018193,0.018223,0.018253,0.01825,0.018247,0.018105,0.017963,0.017434,0.016905,0.016323,0.015741,0.015026,0.014311,0.0136125,0.012914,0.012529,0.012144,0.0116315,0.011119,0.01056,0.010001,0.0093182,0.0086354,0.0074244,0.0062134,0.0059959,0.0057784,0.00556135,0.0053443
-95,0.00591885,0.0059381,0.00644385,0.0069496,0.00754285,0.0081361,0.00927955,0.010423,0.0110755,0.011728,0.012199,0.01267,0.013138,0.013606,0.014085,0.014564,0.015219,0.015874,0.0166535,0.017433,0.0179275,0.018422,0.0187795,0.019137,0.0191875,0.019238,0.019298,0.019358,0.0193745,0.019391,0.018917,0.018443,0.017851,0.017259,0.016654,0.016049,0.0151985,0.014348,0.0137375,0.013127,0.0126025,0.012078,0.011467,0.010856,0.01036825,0.0098805,0.00864055,0.0074006,0.00678055,0.0061605,0.00594355,0.0057266,0.0056909
-90,0.006184,0.0063867,0.0065894,0.0069815,0.0073736,0.0087478,0.010122,0.011033,0.011944,0.0126025,0.013261,0.0138505,0.01444,0.015183,0.015926,0.016753,0.01758,0.018386,0.019192,0.020052,0.020912,0.021462,0.022012,0.0223645,0.022717,0.022616,0.022515,0.022563,0.022611,0.022247,0.021883,0.021273,0.020663,0.019894,0.019125,0.018171,0.017217,0.016158,0.015099,0.0144545,0.01381,0.013244,0.012678,0.0117575,0.010837,0.00999985,0.0091627,0.008086,0.0070093,0.0064527,0.0058961,0.0059668,0.0060375
-85,0.00637975,0.006307,0.00670675,0.0071065,0.0079892,0.0088719,0.01029195,0.011712,0.0125515,0.013391,0.0142485,0.015106,0.0161445,0.017183,0.0181765,0.01917,0.0204495,0.021729,0.022982,0.024235,0.025024,0.025813,0.026442,0.027071,0.027462,0.027853,0.0278545,0.027856,0.0275175,0.027179,0.026518,0.025857,0.0249465,0.024036,0.022727,0.021418,0.01999,0.018562,0.0172885,0.016015,0.015054,0.014093,0.0133115,0.01253,0.0118045,0.011079,0.0095383,0.0079976,0.00721445,0.0064313,0.00623565,0.00604,0.006053
-80,0.0065755,0.00658315,0.0065908,0.0072912,0.0079916,0.0092483,0.010505,0.0119635,0.013422,0.014036,0.01465,0.015872,0.017094,0.0187655,0.020437,0.0223975,0.024358,0.026608,0.028858,0.0303745,0.031891,0.032854,0.033817,0.034463,0.035109,0.035411,0.035713,0.0354325,0.035152,0.034513,0.033874,0.0329725,0.032071,0.030375,0.028679,0.026503,0.024327,0.0219285,0.01953,0.0177635,0.015997,0.015139,0.014281,0.013427,0.012573,0.01115055,0.0097281,0.00860415,0.0074802,0.0068842,0.0062882,0.00617835,0.0060685
